form,item,perfmat_idx,token,punct,pause_min,pause_max,pause_1q,pause_3q,pause_med,pause_mean,pause_sstd,f0_before_max_med,f0_after_max_med,f0ratio_before_min,f0ratio_before_max,f0ratio_before_1q,f0ratio_before_3q,f0ratio_before_med,f0ratio_before_mean,f0ratio_before_sstd,f0ratio_after_min,f0ratio_after_max,f0ratio_after_1q,f0ratio_after_3q,f0ratio_after_med,f0ratio_after_mean,f0ratio_after_sstd
Grade1Spring,1505,83,woof,!,0,72,0.0,0.0,0.0,7.071428571428571,19.39256116585503,266.93869047619046,301.93537037037044,0.8129657571938301,2.2162679647658785,0.9768669799457429,1.1569845207665082,1.0302380824875916,1.126799223674764,0.3345799449280361,0.5974882260596547,1.3369022869022875,0.9988987030885599,1.1953184749929466,1.1073254236402033,1.0637852255538671,0.20885860538570955
Grade1Spring,1505,85,woof,!,0,15,0.0,0.0,0.0,2.142857142857143,5.447047794019221,274.7239682539682,294.52166666666665,0.40981620968454413,1.1354059890644645,0.7384979320008739,0.9396326105169341,0.8374896118781417,0.8329590400848962,0.19676452546306203,0.0,2.024842660891927,0.5902327506796797,1.5583364875094627,1.064370743691179,1.0199039683311004,0.7158416259409058
Grade1Spring,1505,87,woof,!,0,105,5.25,58.5,40.5,38.142857142857146,32.08368179250376,299.71384615384625,256.52440476190486,0.0,1.4272472870738762,0.9164774758625021,1.117142412623335,0.9874281808612326,0.971938923481803,0.32252125004910986,0.5416742449183509,1.4120198041270648,0.8113245070742654,1.1216667356248124,0.9497434044091075,0.9719104328565688,0.22404558899421453
Grade1Spring,1505,91,works,!,0,66,0.0,24.0,6.0,16.5,21.13964558323094,294.52166666666665,309.08583333333337,0.0,2.024842660891927,0.14755818766991993,1.4993417618422733,1.0184455223817506,0.9470536848788791,0.7398053076829999,0.7367187134411706,1.670437960577557,0.8054924290784673,0.9127971813230327,0.851817800692846,0.9365210864790954,0.2669580407119827
Grade1Spring,1505,99,away,.,0,99,3.75,24.0,9.0,18.428571428571427,25.58760001886216,291.941893939394,322.0283068783069,0.0,1.7067182932458076,0.9688846125964485,1.1552628943187386,1.0448032599347585,1.0126643818781453,0.36659548559167227,0.5935151642166406,1.230420434466272,0.9318320037205317,1.1304505298962253,1.0335554227020958,0.9978435161043637,0.18793497109866913
Grade1Spring,1505,103,job,",",0,108,0.0,0.0,0.0,10.928571428571429,29.14806837699353,320.60925925925926,281.7987599206349,0.0,1.3285596664274868,0.7503061321320699,0.9530546562375375,0.8128292909305477,0.8288976300507062,0.31312422959885516,0.7416207179256358,1.3227105894959053,0.8709049325718805,1.1019968467534753,0.9092212900147777,0.9716277380367608,0.17902729287921895
Grade1Spring,1505,105,rocky,!,0,75,3.75,30.0,16.5,20.142857142857142,20.93159975089979,322.0283068783069,285.4744212962963,0.0,1.230420434466272,0.8920190466379647,1.1244692479501146,1.0123835329002169,0.9265689792397663,0.32206132818982586,0.79927869584636,1.1016425385517041,0.9323195136716296,1.032326762546515,0.9928926573737015,0.9782327153405309,0.08740982316074326
Grade1Spring,1804,7,clay,.,0,120,4.5,45.0,24.0,30.857142857142858,33.27012321740181,328.65350877192964,313.5466435185185,0.6594367344563729,1.2691225305341365,0.9104834021524151,1.0678554665956503,1.0094058303045643,0.9828543672254461,0.1764429621415029,0.7314968240817452,1.2176455165180913,0.8036593733623405,0.9190538395533518,0.8324411831806737,0.8761913090167137,0.125649139099323
Grade1Spring,1804,17,classroom,.,0,78,6.0,45.75,27.0,30.0,24.87816466146723,295.5999999999999,304.065404040404,0.7249920102269094,1.1275806794260228,0.9777396080112646,1.0453383977904824,0.9950935721169336,0.9898509858447829,0.1058600878393807,0.626274563582976,1.3662056524353583,0.9363188599522988,1.121114650972273,1.03588500138645,1.0200684297308389,0.20191105972209203
Grade1Spring,1804,33,share,.,0,114,51.75,64.5,55.5,53.785714285714285,29.357684281523742,271.86285714285714,308.40776772247364,0.7619448722885381,1.4565856031735145,0.9810056194277799,1.0591357017093308,1.01426797963375,1.0334237558676016,0.16911494722381595,0.6932771246697519,1.403661078904532,0.7740270946285341,0.8809082256051517,0.8059237383047588,0.879748451169813,0.1976740244828676
Grade1Spring,1804,55,again,.,0,138,20.25,60.0,39.0,44.57142857142857,37.96296633808814,270.76428571428573,259.6574074074074,0.8906598909759622,1.1694928377855205,0.9551156311633543,1.102272849478171,1.0411637748741889,1.0333173733688075,0.09104463690972384,0.968705722070845,1.1232636301925527,1.002159161011721,1.0618808275058276,1.0510608658379768,1.0422017848042395,0.05003044659628704
Grade1Spring,1804,67,clay,",",0,120,9.75,36.0,28.5,31.5,31.89586421224786,269.89511904761906,275.75079365079364,0.8176897021114948,1.249360865290069,0.9804232590137462,1.0538754977627405,1.0126190076599388,1.0260437783312109,0.10393363157850495,0.7648864960492628,1.3705169248509306,0.8721468320320549,1.0421886659161876,0.9389091654583022,0.9802176472727672,0.16194595841988177
Grade1Spring,1804,75,head,.,6,138,30.0,60.0,42.0,50.785714285714285,35.05419665741469,271.1983630952381,282.0837301587302,0.8419873752799837,1.2335925582788216,1.0045805345977072,1.1570296896120622,1.0435510946014175,1.0559008770312608,0.11556827071410425,0.7652279054253422,1.101715083689003,0.8225440291108514,0.8906132680508894,0.8628948395946539,0.8782584241393749,0.09000420633793657
Grade1Spring,1804,89,body,.,0,87,27.75,45.75,34.5,39.0,26.46914023188862,252.57083333333338,271.6128787878788,0.8792716862102605,1.376013657703799,0.9412847219786188,1.0857378068470793,1.0225400692888198,1.0312565538980445,0.12396635694201259,0.0,1.2651118686383713,0.8602161481540298,1.0108542965062834,0.923822610000512,0.8890763719719113,0.29523355652123656
Grade1Spring,1804,109,legs,.,21,135,33.0,56.25,51.0,50.357142857142854,28.29407968206326,262.2388888888889,292.04428104575163,0.9735096640562274,1.3729001022558895,1.0934582681956875,1.1583528362672464,1.1167613826589728,1.130836239080897,0.08910196805927155,0.7339638571170122,1.3383166729466347,0.9804371212914428,1.1186627155031565,1.076910262434968,1.0541695018372417,0.13462050621239544
Grade1Spring,1807,7,out,.,0,111,3.75,48.0,31.5,34.07142857142857,34.9383287119864,306.9139730639731,325.2853968253969,0.8733823290015444,1.4967127241628144,0.9794471940184049,1.1786409767145511,1.072749775215505,1.106655218656165,0.1770501732199345,0.7826172181276461,1.3521528730102887,0.8779015062586931,1.08223880035746,1.0107413414966957,1.0179755657954348,0.17417919986821223
Grade1Spring,1807,21,behind,.,0,93,30.0,70.5,40.5,48.857142857142854,29.77830171025965,255.26145833333345,302.76969696969707,0.8713153097375574,1.146945315850053,0.9313681009814625,1.068776771856594,0.9810565590477316,0.996678382938072,0.08686508469899468,0.6180575681667569,1.3112157394400705,0.9775135278440179,1.1914699403817968,1.1475394387535172,1.0568654818278846,0.21048257020946384
Grade1Spring,1807,31,pools,.,18,234,27.75,114.0,36.0,70.71428571428571,68.30635579328063,296.63666666666677,315.61333333333334,0.7079324059417854,1.3702621920056985,0.775097467384949,1.016204861756311,0.9944020838787293,0.9470514203636201,0.19095850357122043,0.6838489420888477,1.2592914221303342,0.8412171155558663,0.9857370913754135,0.9670900200356046,0.9386258362755273,0.13530397949189676
Grade1Spring,1807,49,sea,.,12,141,39.75,82.5,55.5,63.214285714285715,38.26462228588332,255.02232905982905,287.7576388888889,0.8139634928132806,1.208927685782176,0.9124538347631069,1.1011801317891998,1.0216823734277198,1.0073725301048098,0.1159197633644839,0.7513368983957218,1.4066782395588688,0.9232110467497516,1.0385064177362888,0.9879782079133739,0.9934134383272889,0.16133728032065475
Grade1Spring,1807,55,pools,",",0,51,0.75,25.5,13.5,16.714285714285715,17.63924196622001,287.7576388888889,291.47546296296304,0.7513368983957218,1.4066782395588688,0.9232110467497516,1.0385064177362888,0.9879782079133739,0.9934134383272889,0.16133728032065475,0.7860940488528263,1.2663625223309851,0.8855209138600543,1.0124253747986593,0.9701908728985682,0.9627282240205733,0.12067399936267993
Grade1Spring,1807,69,animals,.,0,51,17.25,35.25,30.0,25.5,15.99398925558262,257.59487179487184,315.14166666666665,0.8079767986377183,1.1972039099795408,0.9412661501366779,1.038045780062388,0.9969402433499964,0.9952563370430793,0.10932552873341878,0.7390779881470608,2.3253570401058754,1.0576893102844658,1.1952358394802731,1.1185842600513267,1.2038555268444247,0.3924801766762178
Grade1Spring,1807,75,swim,.,0,105,12.75,47.25,33.0,33.857142857142854,26.58471840639379,315.14166666666665,295.58529411764715,0.7390779881470608,2.3253570401058754,1.0576893102844658,1.1952358394802731,1.1185842600513267,1.2038555268444247,0.3924801766762178,0.8049550075961202,1.2616255513166923,1.0299352775880424,1.1585002396472386,1.0657401847557806,1.072909646213603,0.12161575427729006
Grade1Spring,1807,87,plants,.,0,78,28.5,46.5,39.0,35.357142857142854,22.943432587585907,249.33055555555555,281.04999999999995,0.9024908010189644,1.5194459771090643,0.9699529008222921,1.148375093815737,1.009325681492108,1.07297133066629,0.16467674898751458,0.8393529523296314,1.1063066610964614,0.9371681294168438,1.0627978101016748,1.0196097290943578,1.0035654142705415,0.08076421489296504
Grade1Spring,1807,105,pool,.,0,186,25.5,84.0,60.0,63.214285714285715,49.00577449715425,246.03333333333336,275.28611111111104,0.7561307731394917,1.2323643653677483,0.9869973805730338,1.038661395086134,1.0042408231368187,1.003987429051161,0.12411079909862957,0.7689189918090261,1.308378130900902,0.978880167435636,1.0382038387564192,1.0026015631111427,1.0099957850652346,0.11158017654015115
Grade1Spring,1807,117,in,",",0,78,0.0,28.5,4.5,19.928571428571427,26.951421500156922,286.40315904139436,286.5880952380952,0.9296972098636455,1.2770347969173896,1.036590363470224,1.153038675905896,1.072367575684085,1.0969908083681785,0.10011306846504342,0.7255626945528356,1.5478520748124114,0.9157152065868944,1.1528183156148535,0.9704492773091765,1.0470307933869614,0.22803143859444827
Grade1Spring,1807,127,pools,",",0,153,1.5,42.75,30.0,37.07142857142857,45.77951218901023,278.5,279.37699849170446,0.8796357233322506,1.1658609536396198,0.9312928741288413,1.0665170310835548,1.0140416240806607,1.0106094878405738,0.09075045543086106,0.7100665741849257,1.4530466244552254,0.8371850737281391,0.9887668805049429,0.9154751729137918,0.9550987828346464,0.20115176132885787
Grade1Winter,1502,9,nap,.,12,123,24.0,45.0,33.0,43.0,34.13942003022313,293.4638888888888,267.6633333333333,0.9880410403245048,1.1679818349407616,1.0426817201487908,1.1158693330387064,1.0701217683402315,1.077583084040767,0.05463337507626787,0.7304943588245212,1.4227894768478628,0.8923874500650838,1.0113991867606478,0.9171347090250191,0.9569440680097462,0.2002216843947815
Grade1Winter,1502,25,you,.,0,90,27.0,45.0,42.0,37.666666666666664,27.33587386567329,281.95454545454544,268.21515151515155,0.8247619891068505,1.1120239517846935,0.9102212788874284,1.0316981425525202,1.001290273818779,0.9772846781632268,0.09014527950856425,0.8817435121058398,1.0913699174635836,0.9557597873890405,1.025642368584293,1.0112760585350382,0.9947898422496783,0.06387108845847311
Grade1Winter,1502,35,nap,?,30,138,42.0,66.0,51.0,61.0,34.27097897638759,277.6577777777778,299.5595238095239,0.7062168478484914,1.000996677740864,0.8080202441202734,0.8944340442497999,0.8497270820994668,0.8458586044260399,0.0926210585767878,0.45152323739672673,1.1298042059463378,0.7559238805647757,0.8367278527834292,0.8172443667289272,0.7969117848876976,0.1766272305250237
Grade1Winter,1502,49,bed,.,0,90,21.0,48.0,30.0,37.333333333333336,27.54087870784082,241.13,292.9666666666667,1.0051174873919888,1.3088368843870066,1.0441802706975722,1.1014028160761218,1.065108765083942,1.0931151350576982,0.09397127634084852,0.7923638210626727,1.4563522233269,0.98525074264205,1.1486153455896397,1.0130750526412595,1.0570819147404462,0.19302056169734708
Grade1Winter,1502,59,eyes,.,27,156,27.0,111.0,48.0,75.33333333333333,53.31744555021368,282.2888888888889,269.01555555555547,0.7356214016861506,1.124886754538333,0.9440336639615268,1.089252873810744,1.0507901057043645,0.9895340445423945,0.1355333837217299,0.8724895232070848,1.3608683321731514,0.9850619864494742,1.1557719618583888,1.0009192667495814,1.0734563922324174,0.1529524227117983
Grade1Winter,1502,71,nap,",",0,330,9.0,54.0,21.0,59.0,104.27967203630821,287.58611111111105,303.75942028985514,1.052363083608234,1.3294681151603873,1.0870506250485283,1.1437392932552488,1.1336996336996334,1.1449386278378002,0.09686124804045275,0.8398025832067052,1.2416504966653394,0.8869368853142189,1.0318432907862267,0.9049559306723156,0.9803727794871983,0.15212257559049613
Grade1Winter,1502,81,open,.,0,81,24.0,51.0,48.0,40.0,28.853076092507017,254.65416666666653,301.01666666666665,0.7774042473389632,1.447093688960733,0.8799272866437043,1.1037886305642188,0.9845715851057582,1.0197397401218025,0.19910092204646276,0.6143439824299136,0.9549519209465146,0.6908799516837909,0.8912322533853932,0.7725739127319198,0.7843628611837242,0.12447123770152738
Grade1Winter,1502,93,sleeps,!,0,219,30.0,45.0,36.0,59.0,67.59992603546249,239.07777777777775,304.68333333333334,0.9664108917551112,1.8247744292237436,0.9978611480432393,1.0337527251713907,1.0097334180687025,1.1374735070325679,0.289479814371233,0.7184052659409588,1.3442477600286085,0.9286938560063308,1.0446777888738765,0.9700524067358802,0.9954150693305471,0.17585216176532611
