form,item,perfmat_idx,token,punct,pause_min,pause_max,pause_1q,pause_3q,pause_med,pause_mean,pause_sstd,f0_before_max_med,f0_after_max_med,f0ratio_before_min,f0ratio_before_max,f0ratio_before_1q,f0ratio_before_3q,f0ratio_before_med,f0ratio_before_mean,f0ratio_before_sstd,f0ratio_after_min,f0ratio_after_max,f0ratio_after_1q,f0ratio_after_3q,f0ratio_after_med,f0ratio_after_mean,f0ratio_after_sstd
Grade1Winter,1502,105,sleep,.,0,153,27.0,63.0,42.0,50.333333333333336,44.8943203534701,251.4948717948718,320.47719298245613,0.5819705549263875,1.0731523183550697,0.8028473915163333,1.0167571348353348,0.9454716612493569,0.9055412395170589,0.15674447331856295,0.924463788402374,1.3047957806942234,1.043612431681321,1.2549491159836705,1.1542738012508686,1.1400937808110643,0.14138557257157092
Grade1Winter,1502,113,naps,",",0,117,0.0,39.0,30.0,32.333333333333336,38.20667480951463,277.8599999999999,274.7316666666666,0.0,1.1893147045801151,0.8601491907457055,1.0135108819629262,0.981765261953331,0.7763907932320792,0.44922726614812747,0.0,1.0421651133676448,0.7998482222283361,0.9231229076996662,0.8100719540656872,0.7682957355221871,0.30192259973098434
Grade1Winter,1703,5,here,!,0,102,30.0,75.0,42.0,49.666666666666664,32.10529551335729,332.28550724637705,335.88809523809516,0.8522416133801232,1.2480376766091048,1.0138180147418228,1.2038279934858311,1.0910758551550022,1.0834393593833225,0.12971265457300596,0.7125983693725627,1.182291015816297,0.9186611993380229,1.1176400684497398,1.0391418522659603,1.0033203097301815,0.15162549281059798
Grade1Winter,1703,23,beach,.,24,273,36.0,78.0,51.0,74.33333333333333,77.1265194339794,297.57777777777784,320.30714285714294,0.916246713852376,1.194623691423665,0.986814360310953,1.0694455192694632,1.0078082372198915,1.0280750523002382,0.08642247286005587,0.7242122929298186,1.1968484030313258,0.9005695301376366,1.0254492279289928,0.939805119672585,0.951683422530604,0.13073473079481496
Grade1Winter,1703,35,snack,!,0,129,0.0,45.0,24.0,32.0,41.46082488325576,314.1400000000001,248.35897435897428,0.912564651328696,1.6705143890632483,0.9588991259583992,1.1133768278965133,1.056772896001192,1.0982385132195607,0.23293330291374215,0.9037120278981968,1.1178948583299664,0.9678290889077903,1.0572012804179554,1.0236560880829013,1.012098819795341,0.07611116430481786
Grade1Winter,1703,39,mom,.,9,108,36.0,54.0,45.0,51.666666666666664,31.67017524422623,306.1333333333334,289.23555555555555,0.8004241330678611,1.4925029615840246,1.0056975349766832,1.3038590350903658,1.1995595283398943,1.1745723094343548,0.2241239106936566,0.9109722532172877,1.192961019669854,1.0381523289955545,1.0851471589439012,1.0691309347790365,1.0578739073379892,0.09042554631493366
Grade1Winter,1703,47,snacks,.,0,90,33.0,45.0,36.0,39.0,24.69311644973149,280.0625,310.8424242424242,0.9313186261493934,1.1450564131629686,1.0414936710992833,1.0900549714506542,1.0539595146526803,1.051714451653517,0.07331828141524485,0.7869711729390059,1.035738778369857,0.8205640917701538,0.9627656603457427,0.9238118195828288,0.9030649722148527,0.08832011429686536
Grade1Winter,1703,59,hats,!,30,159,39.0,63.0,42.0,62.333333333333336,42.68489194082609,289.9823529411765,299.9871794871796,0.8782160432912163,1.5479431969371964,0.9425957302609288,1.0977249953609207,1.034064944956034,1.0580487173488593,0.2028410257966963,0.85943582209498,1.1703127969670601,1.0255386282066261,1.1258526717273842,1.1178684749232337,1.0752586823158943,0.09718565440593949
Grade1Winter,1703,67,hats,.,33,66,39.0,60.0,45.0,48.666666666666664,12.165525060596439,268.9117647058825,300.4515151515152,0.9245884517907371,1.1593868420976334,0.9858799317337601,1.0966878591247735,1.0456203283931726,1.0445332923436799,0.07984945073568644,0.7678805811083689,1.1512889549097884,0.8734133495625556,0.9739258438757071,0.9438147533893039,0.9420621369972816,0.12490388886541798
Grade1Winter,1703,79,umbrella,!,18,666,27.0,105.0,36.0,131.0,207.71073636189342,294.77333333333337,271.9644444444444,0.8686797868315872,1.0975191539551796,0.9583133954457178,1.0350212261444909,0.9834452489786011,0.9895076316329844,0.07336242487072857,0.7341782109676759,1.0570913847140988,0.8193271994360191,0.9991853015361952,0.9645276889881443,0.9221012021817765,0.12280662919161964
Grade1Winter,1703,83,umbrella,?,0,60,9.0,27.0,21.0,22.0,19.209372712298546,283.9000000000001,256.71000000000004,0.9406616630991408,1.466562343145649,1.0376521510116679,1.2139929498399256,1.1835070878533651,1.1653624550326276,0.1679964732574136,0.6382086974192237,1.1517803789794028,0.905879008133301,1.0974281249873066,0.9491405594509548,0.9647536947391782,0.1667773536020292
Grade1Winter,1703,91,sunny,",",0,60,0.0,21.0,3.0,14.333333333333334,20.71834935510066,256.71000000000004,241.53333333333345,0.0,1.0630628849366794,0.8873548103117027,1.0284668673635842,0.9202399760989566,0.8074130705503895,0.4029785108836917,0.8659554183833953,2.674626936281799,0.9671956941760962,1.000873922958229,0.984111117798672,1.152347300424975,0.5736832376130495
Grade1Winter,1703,95,danny,.,6,366,39.0,72.0,42.0,83.0,110.52262211873187,280.11527777777786,284.4512820512819,1.1171741649052362,1.4332445571015495,1.1380300353356898,1.27874648067571,1.173691324784977,1.2150359615819954,0.10566812090975801,0.7085510722883981,1.0806061832854277,0.892162940192424,1.0638003904612277,0.9874130317892235,0.9662139881983703,0.12453732692977026
Grade1Winter,1703,103,door,.,0,57,12.0,27.0,18.0,21.666666666666668,16.82260384126072,284.4512820512819,347.26923076923083,0.970410795588855,1.2025709634199537,1.0511982531555264,1.1152978977827672,1.064207995951417,1.0805544158522904,0.07198836326934879,0.9516471616150428,1.2978064391235433,0.9827173044804295,1.1466962815938504,1.071292495103169,1.0847323379390135,0.12242336692601967
Grade1Winter,1703,105,oh,",",0,0,0.0,0.0,0.0,0.0,0.0,273.12,326.2861111111112,0.9491322377514972,1.2673339899672444,1.0839503067551755,1.191650196621773,1.1197513669658514,1.1255227606619413,0.09027998669919735,0.9985300321679065,1.6355583140551815,1.300922157482382,1.5239596510006166,1.3538121673480632,1.360731580444905,0.19966278263545914
Grade1Winter,1703,107,no,!,0,45,0.0,21.0,6.0,12.666666666666666,15.858751527153705,330.4777777777778,262.58461538461535,0.5098170076179394,0.847780461613315,0.6811083202021934,0.7890858674733254,0.731761828986523,0.7219177905110842,0.10063492679502677,0.7605100775640837,1.1940354895455771,0.8673418779869071,0.9926289926289923,0.9886968362257023,0.951901668355186,0.1278323429908411
Grade1Winter,1703,111,pat,.,0,441,0.0,27.0,12.0,59.333333333333336,143.7402170584141,326.2861111111112,297.5222222222222,0.9985300321679065,1.6355583140551815,1.300922157482382,1.5239596510006166,1.3538121673480632,1.360731580444905,0.19966278263545914,0.7041240928279601,1.1255222646736822,0.9157089718098509,1.0348027266371231,0.9710466899018249,0.9581486325242632,0.12803079949573554
Grade1Winter,1703,117,raining,!,12,54,24.0,39.0,36.0,33.0,14.620191517213446,297.5222222222222,313.5121212121213,0.7041240928279601,1.1255222646736822,0.9157089718098509,1.0348027266371231,0.9710466899018249,0.9581486325242632,0.12803079949573554,1.026994827686407,1.2697449510047147,1.0463907923010944,1.2182652116587644,1.0795253046611173,1.1212023156482571,0.09979585823384994
Grade1Winter,2001,9,day,.,33,87,36.0,75.0,48.0,55.0,20.676073128135332,298.57692307692315,276.85833333333335,0.7596404597306309,1.16562154186647,0.7680473889503401,0.9425079044297394,0.8673344748235963,0.879759650409317,0.12952320280528176,0.9352441692867228,1.3570633848871672,0.9475093140684989,1.1173175705876484,1.1003950298067942,1.0797033978133619,0.14297414980932058
Grade1Winter,2001,23,kite,.,6,96,36.0,72.0,63.0,54.333333333333336,30.53686296920494,275.63703703703703,262.55000000000007,0.7979453727557058,1.0351156125212224,0.8423390154036756,0.9466165213693387,0.8908273856727462,0.9012272614010735,0.08051402438678729,0.9030458856603375,1.2015688963442754,1.0241369750820972,1.1141941818602787,1.0590226639980809,1.0642326084391658,0.09509597310386812
Grade1Winter,2001,43,tail,.,30,282,51.0,108.0,102.0,102.33333333333333,75.05164888261949,264.7583333333333,295.98518518518534,0.0,1.0591310992809595,0.7885551175750984,0.8606696573878833,0.8527350723401993,0.7630059109926295,0.3014041636800997,0.750098180012089,1.2409233497902081,0.8329204726179671,1.0820456294324399,0.9252367502907463,0.9576727235017987,0.1743737235584359
Grade1Winter,2001,61,birthday,.,0,120,27.0,60.0,36.0,47.666666666666664,39.271490931717885,258.62666666666667,299.85555555555555,0.8942460533196642,1.1044819277108433,0.9170877562532301,1.0469943231736165,0.9951452115518551,0.9935443842226744,0.0783291143788773,0.7540054282857293,1.1105779301610537,0.8917422081890402,0.9178831081924076,0.9023116976765638,0.9140709066694875,0.09946162839115476
Grade1Winter,2001,73,field,.,0,90,0.0,36.0,9.0,24.0,31.606961258558215,270.39047619047625,291.61904761904754,0.8907740543906078,1.216592932388084,1.029577334809893,1.143927116443569,1.063753213367609,1.0717436193791565,0.09664291761738593,0.7486841389070328,1.0841147121763959,0.8454268447060294,1.0272231697936525,0.8628952691036454,0.9202817053820433,0.1264445183401207
Grade1Winter,2001,91,kite,.,30,72,36.0,42.0,39.0,43.666666666666664,14.159802258506296,233.40555555555562,254.64615384615368,0.8903406609404569,1.0631357862239996,0.9329294459169505,0.9869763230084959,0.9723987955838076,0.9696263785291536,0.050073214258148514,0.6751032732915342,1.1239681104716075,0.7747581104154807,0.988895182643289,0.904809696918902,0.8967230829348737,0.1605658517529494
Grade1Winter,2001,99,fly,.,0,210,18.0,51.0,42.0,57.0,66.32307290830244,298.0562500000001,263.73125000000005,0.7506748586876385,1.1063454587851225,0.9155481411206172,1.01381659582753,0.9858979166108823,0.9520189662456138,0.11812883998919142,0.8702277352242279,2.1093289069048113,0.9233575227355096,1.4014502620287839,0.9731674791877044,1.2143286674569345,0.44707400257148944
Grade1Winter,2001,121,high,.,0,144,21.0,57.0,57.0,47.333333333333336,43.674935603844915,261.539393939394,283.07777777777784,0.9438579757747005,1.0610745858405766,0.9893837923535368,1.0405862173153768,1.0214257848108246,1.0122160206792032,0.03907436800963784,0.8181559034098943,1.148528052335917,0.9372375885568379,0.9847215597424275,0.9661000237869765,0.960028910818049,0.0915890579026877
Grade2Fall,2203,7,camp,.,0,138,6.0,31.5,18.0,26.6,35.457822026418135,273.3688888888889,294.98222222222233,0.9947423112449111,1.3985078549211545,1.03601649071038,1.1667759206436,1.1237929931941713,1.1293467467253135,0.10820983828343471,0.6939057265494137,1.355860527286136,0.8907773679275355,0.9970052170190928,0.9246319928884602,0.9504508439043097,0.14698565901427466
Grade2Fall,2203,15,summer,.,18,150,33.0,88.5,39.0,59.2,39.384913717963485,302.29761904761915,302.8641025641026,0.8599825669393496,1.2298196804751862,0.9442081394488081,1.125675922793929,1.0352748321141279,1.0404021889881903,0.1260924776817133,0.7105463851133783,1.3662037762618473,0.7758310843359919,0.9694004318724941,0.8265013890662177,0.8904301543446251,0.16913384513697485
Grade2Fall,2203,39,ideas,.,3,138,31.5,40.5,36.0,42.6,30.974182797936738,267.1047619047619,290.4592592592593,0.8492451429278554,1.1224542407837068,0.9651743749662195,1.0600155541757865,1.0115346683246855,1.0009216341042306,0.08482190719307281,0.7512793895354133,1.2317329203235239,0.9670842799411421,1.1990660323711548,1.0695643332824971,1.0651020059797822,0.15050497365227108
Grade2Fall,2203,43,year,",",0,69,3.0,33.0,12.0,21.0,23.485557872263296,285.472463768116,277.38181818181806,0.7133442487918309,1.1887050269193984,0.7789986226595913,1.0323494575389325,0.8457991748090533,0.9141904985766925,0.15580827409329218,0.8418250747414107,1.1082733380583498,0.9158217109795682,1.0310692440166664,0.9995515324607882,0.9797229990260237,0.08018860223135539
Grade2Fall,2203,61,lake,.,3,111,37.5,70.5,57.0,57.4,33.03634362334912,265.0166666666666,284.4,0.9719966687486988,1.352816062616981,1.015124773661148,1.1666786226174226,1.0847626920162565,1.108479520561609,0.12073165316112065,0.717629658210347,1.2703054494967025,0.8712561653864921,1.076644830726751,0.9974665804225954,0.9828973183297957,0.16350466950328363
Grade2Fall,2203,67,way,",",0,84,0.0,22.5,6.0,15.0,22.564194139008315,284.4,274.36666666666673,0.717629658210347,1.2703054494967025,0.8712561653864921,1.076644830726751,0.9974665804225954,0.9828973183297957,0.16350466950328363,0.9331688264267626,1.2630623405030987,0.9576916207456883,1.073563743924922,1.0030929414800953,1.025913175672364,0.09161799492729812
Grade2Fall,2203,85,field,.,0,177,34.5,75.0,45.0,61.2,51.03528191359385,247.30000000000007,285.57246376811594,0.0,1.0942502818489288,0.967311336350715,1.0482659173708773,0.9933447904030194,0.9333710921402554,0.26550008897581956,0.5066313247556885,1.6267615394612207,1.0293908709732684,1.251992204881064,1.1429438940750611,1.1401829660929552,0.24386547963446073
Grade2Fall,2203,89,froze,.,0,75,21.0,39.0,30.0,32.4,22.740147002917237,280.41372549019604,285.50416666666666,0.0,1.8528738200301627,0.7433495852275644,0.9571003758282461,0.8238687428153415,0.8593230373977304,0.3680828047764279,0.9035167755529565,2.150960572576595,0.9557976039093705,1.092165644992979,1.0012075052044966,1.0875111255685268,0.3053737964231248
Grade2Fall,2203,101,foxes,.,0,87,12.0,51.0,39.0,37.6,28.86124440441591,241.53333333333345,302.1566666666667,0.8496325656502856,1.113570001536807,0.93991686669335,1.0148444291431664,0.9712099179490989,0.9788501652746414,0.06716243798289438,0.7877202072538859,1.2237406797294954,0.8957454747017428,1.1535448508738275,1.022090872366211,1.0235608279744137,0.14301265537169694
Grade2Fall,2203,119,him,.,0,123,46.5,82.5,54.0,63.2,32.97011633932418,245.01777777777767,302.43333333333334,0.0,1.499430115478064,0.9595457271063506,1.1319029897175297,1.0924737848029338,1.0303848972332839,0.3385324052052914,0.7531273864977752,1.3554768621919204,0.9009544252327073,1.0311440446254265,0.9706562190264242,0.9809571627926025,0.1506346902928244
Grade2Fall,2203,129,lake,",",0,147,19.5,45.0,27.0,36.8,34.569185287312905,295.74615384615385,268.99999999999994,0.5746895698870086,1.305688576459646,1.0148523503757172,1.1442139446181732,1.092485220631714,1.0562416554524126,0.17438378950122596,0.692255500630028,1.4614650540422793,0.8753918703597088,0.9869580757735605,0.9297804813541387,0.9377199186132471,0.17868026850776234
Grade2Fall,2203,137,camp,.,18,168,36.0,88.5,51.0,62.4,39.003296563971915,280.8370370370371,268.5694444444445,0.5375649059770746,1.4272179918540815,1.0051953791042982,1.1150128717374796,1.0937524460042076,1.0458085718580596,0.2147441206333045,0.7388890998139639,1.179145578231292,0.8872118220717166,0.9685165388237742,0.9379539306069923,0.9238227267197038,0.10130179049440975
Grade2Fall,2203,149,clear,",",0,75,0.0,27.0,12.0,17.6,21.118035622932087,278.10476190476174,270.49279279279284,0.7706979727280331,1.1327781851445835,0.8431928919237044,0.9399024152155164,0.8996210175450617,0.911138384148598,0.09581299742102732,0.42538522397618966,1.1272795137037437,0.928360938449617,1.0190097265570073,0.9664142539946561,0.9214105290953162,0.1855404564988432
Grade2Fall,2401,7,day,.,0,63,13.5,30.0,24.0,24.2,16.644175300343704,297.82619047619045,310.62083333333334,0.0,1.333690745896961,0.9933644116157117,1.1659053962951558,1.037486697410429,1.0223685098805515,0.30279773173187047,0.8915053212279337,1.3822675438195187,1.021138274342928,1.2279764320494961,1.0880263196828026,1.122278882132067,0.16179717176016217
Grade2Fall,2401,33,room,.,0,117,24.0,54.0,36.0,40.8,29.802205095788274,264.39047619047614,304.86960784313726,0.8065446686299095,1.1695630101144223,0.991315166221096,1.08756510034028,1.0465557648570836,1.0376244021126264,0.09120549488707387,0.7821894784729511,1.3925503895110416,0.9208625925496638,1.0927156431695342,0.9557190663610315,1.0190794776639047,0.17152167447254013
Grade2Fall,2401,49,them,.,0,123,27.0,48.0,39.0,42.2,28.85233340402718,267.4066666666667,306.45833333333337,0.7988594672196526,1.3628552658577509,1.0941845881195533,1.287012128962794,1.168783401446086,1.1692941668310186,0.15534932543139846,0.8805735751377117,1.4912321764612262,1.0231828064199724,1.2107738465394773,1.1184910948418996,1.1213911240882,0.1628078638993796
Grade2Fall,2401,77,school,.,0,105,16.5,52.5,39.0,38.8,27.553065683720725,257.85,285.0272727272728,0.877760641579272,1.2049957968055722,1.049848757468062,1.1059843272395111,1.0809432314410483,1.0616047898127061,0.08788432005405414,0.7873159374082308,1.2822260693933494,0.9927902828272409,1.1199672022587652,1.0337941826929289,1.0494685261013166,0.14641769513846487
Grade2Fall,2401,99,bus,.,36,165,42.0,118.5,90.0,86.4,45.03141760403032,247.915,279.31041666666675,0.7378783447695791,1.380061722622277,0.9364839776531513,1.044313516933578,0.9918534820396137,0.9879222220043787,0.14615302037528297,0.7268096750814497,1.2991961025772036,0.9249673139189927,1.1154118002184537,1.057079340933194,1.0106188146310757,0.15524495396744437
Grade2Fall,2401,135,projects,.,0,198,7.5,54.0,33.0,45.4,53.66403424481401,249.59696969696984,306.9500000000001,0.6907761603237811,1.39724141262863,0.9008654927201516,1.0110580335093717,0.9176086630320602,0.9588601351506827,0.17232425816421143,0.7853304338210904,1.511378726991385,1.047956378056857,1.1770332400429346,1.096296754824432,1.1225387466050158,0.17918579038948634
Grade2Fall,350,15,moon,?,0,213,30.0,61.5,39.0,53.6,49.29329134302731,267.7733333333333,311.28974358974364,0.0,1.2731150133155797,1.0471737280982238,1.1470842186395447,1.0764552562988703,1.0367870341660468,0.3010789633610101,0.7868045691879894,2.2032659668166343,0.9440882946150564,1.1618899668235079,1.099542849638514,1.1378632275948053,0.3484349419172347
Grade2Fall,350,25,something,.,0,117,21.0,63.0,42.0,44.8,31.28943226440153,293.31269841269835,289.26363636363635,0.7807199082868439,1.2956781714243828,1.0343108990305758,1.1125886257875663,1.084786881218524,1.0610146261082827,0.12313933916605245,0.7256085345086649,1.0227011394125227,0.8159764136966764,0.9610948522333821,0.8813014237445512,0.887821081637176,0.08986361846908084
Grade2Fall,350,47,america,.,0,93,0.0,30.0,21.0,25.6,29.23745152075624,254.6725490196078,272.90634920634915,0.6994933893488199,1.1635144896944445,1.0029816589686913,1.0696885232255422,1.0473566703190782,1.0193909473029275,0.1058650460897947,0.0,1.3593382352941177,0.9139086918823348,1.0006114651694125,0.9727094559921305,0.9255099279653105,0.29044366586218867
Grade2Fall,350,51,japan,",",0,108,0.0,39.0,24.0,24.8,29.250641018617014,274.4799999999999,298.1512820512822,0.554594141649665,1.2892984995049128,0.8506850490481885,1.0756808240510396,0.9844611132894006,0.9643700215929979,0.19995734553687114,0.7239231160192126,1.212401565234299,0.9730831770675026,1.127168686988996,1.0527041152381227,1.04143091651324,0.12918054114290037
Grade2Fall,350,65,moon,.,24,171,31.5,58.5,42.0,59.6,45.0123792496496,238.0916666666666,316.20980392156866,0.8194240819520219,1.1384735928169076,0.9261832257444013,1.0404729703787887,1.0200482264270283,0.9856034325823178,0.0971336867048111,0.669007199360057,1.4922511131337481,1.0784550343492243,1.2116765692085245,1.1737817888697457,1.172511282227352,0.20880993011292973
Grade2Fall,350,79,goddess,",",0,75,6.0,46.5,27.0,28.8,26.587322435433666,256.74242424242425,255.37777777777774,0.5489114842003204,1.431176285107246,1.0130786802391982,1.121004988442468,1.0745492867661715,1.0503193001330149,0.1959417655174494,0.923280423280424,1.1721489706222532,0.9754816703451175,1.0813364664785565,1.0295890232472908,1.035264269466746,0.07730230985207232
Grade2Fall,350,91,sticks,.,0,201,43.5,105.0,54.0,74.2,48.45940863975009,267.36,312.4880000000004,0.908744562886725,1.3227536163596099,1.0354239243365502,1.1415635007277605,1.0699319366309805,1.0842395539751637,0.10733645683644921,0.6921970148006558,1.280473556252422,0.8331963212481237,1.0090821220965698,0.9156790992258974,0.9467296022163898,0.17167695908294908
Grade2Fall,350,111,shadows,.,0,90,28.5,54.0,33.0,40.8,22.329352879114072,249.61111111111111,289.7875,0.6894420686684716,1.2251407191796755,0.9375619500416685,1.0569905438243734,0.9911417760961501,0.9883305596978857,0.1206359018405604,0.8040704039525027,1.3149477074881248,0.8555417636933098,0.9948804412112267,0.9283804396358821,0.9467109773075659,0.12767447596023726
Grade2Fall,350,123,rocks,.,0,93,22.5,42.0,39.0,34.8,23.967835589746997,272.68333333333345,276.8157894736842,1.0430426867006688,1.7295839210155153,1.1109141629843968,1.1879861451180576,1.1463548646475477,1.185130077468648,0.1624206505257324,0.7356314559936953,1.0505582049471598,0.811789418350981,0.9647405924532729,0.9537265846811844,0.9055507520968523,0.09811288826203768
Grade2Fall,350,147,face,",",0,27,1.5,10.5,9.0,7.8,7.330951994308595,260.80666666666673,232.48333333333335,0.0,1.5447327289778054,0.9121106507962518,1.1010557349399512,1.0086932712711347,0.9537681116212259,0.32814627766623883,0.5388848039215686,1.0558172618807966,0.9200464552033794,1.030245495297989,0.9921844029949985,0.9422381938614783,0.138338092041232
Grade2Fall,350,153,rabbit,",",0,93,3.0,13.5,6.0,14.2,23.661904282743482,232.48333333333335,245.1888888888889,0.5388848039215686,1.0558172618807966,0.9200464552033794,1.030245495297989,0.9921844029949985,0.9422381938614783,0.138338092041232,0.8404801695675215,1.5629758626275718,0.9949401255309247,1.1186896781618743,1.0697128190227128,1.093705676068694,0.18824080810011
Grade2Spring,2201,9,homes,?,0,96,19.5,49.5,39.0,39.8,28.74071278567342,287.8263157894736,311.9809523809524,1.0193189636485303,1.3247371945528625,1.0863455051644781,1.1576855493006963,1.120668925849465,1.1301417162802128,0.08239380345971782,0.7624533508594484,1.1533743362237006,0.8370960265009879,0.9832076280328763,0.8598037340552314,0.9210000329758969,0.12251721334393102
Grade2Spring,2201,25,sidewalk,.,0,96,15.0,40.5,27.0,30.8,25.593525967099012,237.18,284.8354166666666,0.32653196313028515,1.0696230598669623,0.9506508058425458,1.0444664764649443,1.0265202624110181,0.9617821629628769,0.18364025815174306,0.6321826872012745,1.0898163742054652,0.8104960516475175,0.8989984826291642,0.8550287130887753,0.8552607003407394,0.10817630049008842
Grade2Spring,2201,39,there,.,24,66,37.5,51.0,42.0,44.6,13.83473888441701,284.8121212121212,309.72857142857134,0.6363447149803529,2.0369328032176783,0.8565339333300953,1.0035115987018512,0.93203195464502,1.0018175103580602,0.32150393101980734,0.7713350250594114,1.4668220011589732,1.0616002715613462,1.2013357418806565,1.1588239388824106,1.129255885032203,0.1639247678345505
Grade2Spring,2201,49,ways,.,0,51,10.5,30.0,27.0,23.8,15.358571362132427,245.40555555555562,289.4272727272728,0.8626562089541036,1.1357304426288275,0.9364306759886738,1.0446607836497144,0.9544176147664893,0.9836922133035232,0.08421606978930388,0.8960630379890306,2.1880893706810842,1.023211697753944,1.1943675305451107,1.0787725742788399,1.1754003659809318,0.3095575953855861
Grade2Spring,2201,63,ground,.,3,78,27.0,45.0,39.0,36.6,17.35264491984682,255.87619047619046,291.3755555555556,0.85690536449804,1.7672275897370273,1.023338017935334,1.098857187034438,1.052504968099571,1.0936123467874537,0.19914805674433272,0.7255297501073323,1.0108005922478978,0.8120420151037571,0.9562581295842014,0.8652938763971123,0.879390419978472,0.08649082475978358
Grade2Spring,2201,89,away,.,12,96,42.0,67.5,57.0,54.8,23.580258086555613,227.59583333333333,304.0555555555555,0.8322379310137281,1.6530699871189354,0.9683686555142429,1.1461655345469617,1.0269037444663058,1.08572914922545,0.2039936288334392,0.7448041998683939,1.3283767966665112,0.9328611016661899,1.1348824275386633,1.0067938004544066,1.0226942419663239,0.1473545690033955
Grade2Spring,2201,103,journey,.,0,45,4.5,36.0,30.0,23.0,16.496752927253812,229.93333333333328,302.4175438596492,0.9934076825692965,1.1125570302778933,1.0061851125794925,1.062338686617512,1.0343370689963836,1.0392196014081962,0.03620948390654393,0.9028970321138455,2.104940057368408,1.0795772213368704,1.3039892194100733,1.1732414314625486,1.245329563066325,0.29316419843247393
Grade2Spring,2201,117,ground,.,12,114,33.0,51.0,39.0,45.4,25.27505828734271,234.26666666666668,301.7291666666667,0.8753144764994942,1.132031638918082,0.9659570405183642,1.0318858725202027,1.003512608487665,1.006236024422303,0.06417996921805348,0.5033226069088512,1.2947665790555887,1.0288720024099987,1.1573073497399124,1.1012306505185012,1.0797855255312372,0.18559894489134768
Grade2Spring,2201,141,socks,.,18,180,34.5,63.0,54.0,59.4,39.01977520620611,254.8142857142857,264.2,0.0,1.2758049199465304,0.872103032074512,0.9794818920869752,0.9254678778592534,0.9025321851633076,0.2749037628092416,0.9143032212885155,1.1179646055482626,0.9980722293256163,1.0585276473894183,1.0134098802669134,1.0259843714142707,0.05328540780538274
Grade2Spring,2201,155,ground,",",0,69,4.5,27.0,21.0,19.6,18.45380332459564,248.70666666666668,260.9166666666667,0.8814109509125763,1.1500582307964962,0.9788538104916804,1.0496958923979514,1.0314108999060914,1.0206378390952922,0.07063622167634652,0.5480038326413288,1.1065593612732285,0.8955259353321288,1.0285676889356274,0.9350836126247665,0.9317379251997243,0.13651623176635633
Grade2Spring,2202,13,plants,.,0,54,6.0,31.5,27.0,23.2,17.063746029856066,249.44000000000003,334.5750000000001,0.9693351905578262,1.203094612965826,1.0253956946347653,1.1059954851538398,1.0549887890175562,1.0617451611215711,0.06849815315199193,1.020420395593494,1.62018389001043,1.1088844279655619,1.2208665154517235,1.1344903612414496,1.1873101930734664,0.1458789405505799
Grade2Spring,2202,29,pot,.,3,129,39.0,103.5,63.0,69.4,39.29340184523896,254.08333333333331,323.21025641025636,0.8755799496618855,1.1634075837442612,0.9362913848846555,1.034367963174555,0.9924729419481798,0.9935339325451273,0.07755994390666089,0.6793678285343145,0.963072331736433,0.8120500390181349,0.9190788488902367,0.8371383464894059,0.8545276571800119,0.07857330283000279
Grade2Spring,2202,55,grow,.,0,66,15.0,36.0,30.0,25.6,17.851770620465473,240.35,265.0736111111112,0.814873082974001,1.066328837314445,0.8886302032764095,0.9773062684429137,0.9352941031133647,0.9393266526894133,0.07978877288043662,1.0265891194113081,1.2691683771035953,1.0519694978705552,1.1965867915396224,1.119136700319365,1.1273358716487316,0.08082899710887301
Grade2Spring,2202,87,plants,.,0,102,37.5,66.0,48.0,49.8,27.066584564735905,214.4533333333333,265.76666666666665,0.5441942936972757,1.4197418805843136,0.9866167780554564,1.0289851241312218,1.0053418803418803,0.9944254813091133,0.17380294213760883,0.7599439395555896,1.2863073017769147,0.9142015451474138,1.0110587992622444,0.9782476911473823,0.9744312870943197,0.13180760067743386
Grade2Spring,2202,101,year,",",0,96,3.0,30.0,18.0,20.2,25.009141185917258,312.56666666666666,246.17777777777775,0.0,1.5472225206833568,0.9725575407419718,1.120475428650547,1.0487771553490914,1.0162416823862543,0.33150268875270195,0.919481981981982,1.0980275547626126,0.9958952085021557,1.0453940141593683,1.0273292443776862,1.022784700544789,0.04469570365395607
Grade2Spring,2202,113,home,.,0,78,30.0,46.5,36.0,36.6,20.290039780289103,257.84,260.7000000000001,0.5653751477330042,1.169325556685191,0.9210720823232401,1.0959970581089735,1.0530512332725834,0.998752812988736,0.15436891029369573,0.7719990904768794,1.0859925021120813,0.9072126526230284,1.0232247887552766,0.9768723640737526,0.9630392280477679,0.08601197099615487
Grade2Spring,2202,119,now,",",0,30,0.0,6.0,0.0,6.4,10.25949037999173,260.7000000000001,258.47222222222234,0.7719990904768794,1.0859925021120813,0.9072126526230284,1.0232247887552766,0.9768723640737526,0.9630392280477679,0.08601197099615487,0.5282665226808667,1.5345066510131131,0.9226062397773673,1.0008242410271102,0.974314881537286,0.9899459817998423,0.20751997123311774
Grade2Spring,330,13,hike,.,0,123,25.5,54.0,39.0,45.2,31.22773492540611,267.9666666666667,297.19166666666666,0.8976882352941176,1.16639167697878,1.0076465343943555,1.1104572211718597,1.090728389063121,1.0573125737919127,0.08356875958992564,0.40857638439141974,1.0647532105833206,0.7998411644733867,0.9349074252891403,0.8795329421799476,0.8549903799610002,0.1507897456007666
