form,item,perfmat_idx,token,punct,pause_min,pause_max,pause_1q,pause_3q,pause_med,pause_mean,pause_sstd,f0ratio_before_min,f0ratio_before_max,f0ratio_before_1q,f0ratio_before_3q,f0ratio_before_med,f0ratio_before_mean,f0ratio_before_sstd,f0ratio_after_min,f0ratio_after_max,f0ratio_after_1q,f0ratio_after_3q,f0ratio_after_med,f0ratio_after_mean,f0ratio_after_sstd
Grade1Spring,1804,67,clay,",",0,27,6.0,9.0,6.0,9.333333333333334,8.276472678623424,-0.2073607501570306,7.989106454175044,0.5561331175910285,1.0450558400125785,0.9646109573200038,1.6429699697068436,2.5158923961050914,-2.0648801635410514,1.0652451344954308,-0.4549294577675061,0.6352705337550146,-0.07537613949950292,-0.0881354227363485,0.9904191216980194
Grade1Spring,1804,75,head,.,33,84,45.0,69.0,60.0,58.0,16.635804759614125,-0.7386723659156154,1.7079562601797718,0.6638410863718828,1.2378556085516583,0.9564236514759823,0.8467573462408889,0.7021034773214524,-21.519303733139953,0.5412487828578366,-1.049565010477215,-0.007267697008371623,-0.27016212552286645,-3.0451987079848237,7.1027413170832805
Grade1Spring,1804,89,body,.,18,75,39.0,60.0,48.0,49.333333333333336,17.30606829987678,-1.7628231094914972,1.9169175054766567,-0.6547521436365713,1.0504729489226028,0.5803350050080816,0.30468531123632925,1.2217794000328668,-13.226071126198624,12.005350785499896,-0.055056952916682965,1.6811552987996063,0.8505982104251042,0.3448125772572748,6.511480611252351
Grade1Spring,1804,109,legs,.,24,90,39.0,69.0,57.0,55.0,21.319005605327842,-6.362155994480308,3.3954687829127876,-1.1046291769567766,0.41739697856821434,-0.08613473904484457,-0.6259076778744603,2.605714428044644,-3.954329278341441,8.85954568543076,0.211974638822596,4.055808424438461,1.313119827825897,2.331874848485725,4.094080374901014
Grade1Spring,1807,7,out,.,18,66,33.0,51.0,45.0,43.666666666666664,15.157506391224118,-8.234433661496317,10.251877105439853,0.6771320115299337,7.17533980755996,2.4473651300905135,2.973362239933712,5.636076606980199,0.049428528310421736,3.3183969743126425,0.5542095919835771,1.511890349499231,1.2295709989944668,1.2478325508511696,0.9830585297344425
Grade1Spring,1807,21,behind,.,24,78,36.0,54.0,45.0,46.666666666666664,15.953056133543816,-0.4471681317919319,2.3605661930313153,0.3231641948406528,1.2658642559304485,0.8435259603503431,0.8593353744025585,0.8509601263838258,-0.7275949490418729,16.175242312045057,0.28991179286968516,1.4370591978542406,0.8592017157029804,2.408574129866292,5.238208489848696
Grade1Spring,1807,31,pools,.,30,96,36.0,51.0,42.0,47.666666666666664,20.03746490951388,-1.086861280511608,1.22694928444477,-0.6039601637680654,0.11736353294089273,-0.17015107566810428,-0.12692589055403064,0.6882628157488249,-21.341816512369377,4.238437988013454,-0.4881854473345989,0.6410726670491513,-0.04759014425334738,-2.3101822069382347,7.536105507637333
Grade1Spring,1807,49,sea,.,30,90,60.0,75.0,63.0,66.0,17.298843892006193,-1.6531396026389555,1.8925207353709326,0.5191907342262317,1.5075093530450363,0.8621906279167046,0.7460256102009375,1.057356614544905,-2.5700831387850753,1.4827590713366743,0.14711712843935756,0.6068812417491825,0.42512815250893726,0.04742403473923725,1.2330281355023658
Grade1Spring,1807,55,pools,",",0,15,0.0,9.0,3.0,4.666666666666667,5.431390245600108,-2.5700831387850753,1.4827590713366743,0.14711712843935756,0.6068812417491825,0.42512815250893726,0.04742403473923725,1.2330281355023658,-0.5471410370725668,49.076724108660585,0.10537147286124218,0.9454514148284611,0.22355617978953518,5.750275379894099,16.259891004137604
Grade1Spring,1807,69,animals,.,24,93,48.0,60.0,51.0,54.333333333333336,19.235384061671343,-6.668459578596489,221.46831161883085,-0.0708884079420857,1.0825289286980302,0.4394181251175805,23.926595098015525,74.12400353152799,-6.922681936127332,8.182503472448307,-0.8827901300273824,1.8342185751010003,0.23365298431733933,0.32624539626064303,4.472858411497548
Grade1Spring,1807,75,swim,.,21,114,39.0,69.0,57.0,56.0,27.207535720825582,-6.922681936127332,8.182503472448307,-0.8827901300273824,1.8342185751010003,0.23365298431733933,0.32624539626064303,4.472858411497548,-6.726119443320187,44.35146793350034,-0.8236649861085589,2.5060751473823153,1.4376184194378097,4.87887866909516,15.091679289188374
Grade1Spring,1807,87,plants,.,33,123,42.0,60.0,51.0,57.333333333333336,26.893307717720408,-7.791241258795849,4.521275173052292,0.2774043701995717,2.303169302529311,0.7312716346384451,0.4158123796916098,3.390562283143273,-inf,6.5538054544270885,-0.7688948100984586,0.8284121978870991,0.38810245973663027,-inf,
Grade1Spring,1807,105,pool,.,42,126,51.0,81.0,72.0,74.33333333333333,27.3221521846285,-0.6883821006433899,9.753403105106685,0.6141395581928532,0.9552411676757324,0.9153271926827496,1.6898737785227074,3.0752761226053877,0.14316634784253274,1.5193363818720909,0.559003570676487,0.9896560562403063,0.7863080883160539,0.7655213297936232,0.43112992076616613
Grade1Spring,1807,117,in,",",0,42,6.0,15.0,9.0,15.0,16.224980739587952,-1.599241235257092,18.762698380626684,0.5610967348597184,3.2154870341629267,1.1725574740961526,3.85401509227703,6.434130454020349,-0.5592134807405449,13.18186725785558,-0.3901035822960511,0.1672068873244908,0.05693663911641378,2.478657544641218,5.335401997087757
Grade1Spring,1807,127,pools,",",0,81,0.0,36.0,18.0,22.666666666666668,28.066884401372377,-0.9202790606505536,1.5786902063025736,-0.562632986647531,0.8033531714615337,0.17545667743136512,0.2065367871588054,0.9064806563830609,-7.27159173535537,9.112053843315325,-0.25629429606657006,0.9564021593182866,0.21610710600361896,0.33332932194257825,4.161745723888481
Grade1Winter,1502,9,nap,.,18,69,21.0,60.0,33.0,42.0,20.838665984174707,-1.8917947822226018,1.3844775256948576,-1.3616322512434402,0.6130158139609243,-0.37298590536409,-0.24263931204494998,1.1921630555522051,0.11922912219054878,5.229541928602014,0.380091288450451,0.7608779605359091,0.4273471377565227,1.1710134635960265,1.6692465074785503
Grade1Winter,1502,25,you,.,12,87,33.0,84.0,39.0,51.333333333333336,27.959792560031627,-2.336012989954975,2.4161735972210985,0.6363616220640748,1.4176185900776985,0.9088372825400786,0.6245369264974419,1.406556563453375,-4.1905686364097985,1.0249841831484088,-1.3010326665509069,0.5068231011410003,0.19216634115657028,-0.6012624126117916,1.8299274686681817
Grade1Winter,1502,35,nap,?,36,114,42.0,72.0,60.0,63.0,26.28212320190285,-5.465152471709843,3.2877671742694665,-2.8766160767806515,0.981490337545069,-2.524977239574945,-1.3864928353079629,2.929368003207882,-0.6899463606110683,0.5782534486206006,-0.1311117512907794,0.05924346572048704,0.004914947874323269,-0.02367703562510146,0.3633332086089901
Grade1Winter,1502,49,bed,.,6,54,30.0,39.0,36.0,34.666666666666664,13.592277219068187,-0.8772703201002539,4.878011947284535,0.3903012054465745,0.814097895375267,0.5587280799931023,0.8701620413047936,1.6133108865757915,-2.396092360418691,5.732024025390359,0.8179026715115051,1.9506825842561832,1.0196358992349437,1.5176125126387972,2.1877419000187
Grade1Winter,1502,59,eyes,.,33,90,33.0,75.0,48.0,55.666666666666664,23.04886114323222,-0.6064063006494498,3.3321907753454902,-0.05220371521404653,0.5674555860886078,0.27112143919065684,0.5689516880546631,1.1391082699125543,-0.7991150852484533,8.456703370596399,0.7308970380131629,1.3728851119188596,1.093245581274718,1.6674160762657095,2.6425095548373
Grade1Winter,1502,71,nap,",",0,33,9.0,15.0,9.0,11.666666666666666,10.0,-8.84175925718819,1.6188621006808623,-0.7035711849475352,0.8602174209831093,0.3720748327310576,-0.6575070099804459,3.1773496953250104,-27.445693210568287,5.773834301035325,-1.42501823709682,1.137010688880466,0.5517133933781914,-2.242026283907035,9.724872800240563
Grade1Winter,1502,81,open,.,27,123,33.0,75.0,57.0,64.33333333333333,37.20215047547655,-7.214834007582438,1.6544865408143332,0.10194627939891046,1.1826585075109306,0.9266531488864228,-0.29358237703523576,2.881610006972311,-24.88747391530572,0.38050621157625,-1.2825579513655163,0.025467094764546408,-0.09430030662816616,-3.0635672622732226,8.214806778577493
Grade1Winter,1502,93,sleeps,!,24,105,39.0,66.0,57.0,58.333333333333336,28.779332862316316,-1.0348065123982522,1.6629147111014888,-0.756994519019485,1.075742332354352,0.5898965036758725,0.3425309734284158,1.0405308423789386,-15.645522523626315,2.357399257504738,-0.7190884657175226,0.5274832491894276,0.03191165000804219,-1.4924788620802434,5.389725635215161
Grade1Winter,1502,105,sleep,.,18,69,30.0,60.0,48.0,44.0,19.557607215607945,0.14961559776975122,1.022310217565032,0.30714616278431145,0.8397619767579115,0.7444793284642555,0.6232695651552128,0.32257348468726116,-0.8551905553734729,2.39280429678323,0.15284690523834696,1.0197484306745324,0.5479711276136444,0.6067797639985031,0.9089483000227466
Grade1Winter,1502,113,naps,",",0,18,6.0,12.0,9.0,9.0,4.9749371855331,-3.7140201269617283,4.556400571382511,0.19206856390312077,1.3769576621597266,1.0859597428901242,0.8433279394011765,2.16507103594871,-31.771995761554532,3.5343591385028605,0.0004870306517667757,0.8153575941205048,0.46697394877009685,-4.998727665641915,12.74002625027337
Grade1Winter,1703,5,here,!,6,78,15.0,48.0,36.0,37.666666666666664,25.32785028382788,-1.2797306584563406,46.03282100122847,1.0585382793350693,5.532744410656869,1.3635509263000767,7.730504696077712,14.991074169705813,-0.8372507976452669,14.241190758581062,0.06731471574043643,0.6737050248812908,0.10259790175397675,1.944462384114557,4.762201371599377
Grade1Winter,1703,23,beach,.,33,84,39.0,63.0,42.0,52.333333333333336,17.944358444926362,-0.9946653034702975,21.8315197198703,0.37066718361581047,1.7751823377447349,0.956701962747156,3.1337335478334616,7.109748755621998,-12.877032658208353,5.933429654172513,-7.796464053323657,1.728165623421825,0.7071852279863234,-1.9619577800296126,6.553200399189344
Grade1Winter,1703,35,snack,!,0,54,0.0,15.0,6.0,11.666666666666666,17.19738352191984,-1.872978529679046,9.496571263401682,0.5805576333668293,1.0851286097866304,0.8884452550529174,1.5553400765687841,3.1387547801368276,-0.284619673363438,1.7454897341831281,0.5414324502283819,1.4074630696237225,0.8898194674105245,0.9134120275954276,0.6587633300418322
Grade1Winter,1703,39,mom,.,30,96,39.0,66.0,45.0,52.666666666666664,22.5055548698538,-48.1655417522144,6.1090721072163685,-2.5909289036824377,-1.1608002708794183,-1.6341432931261015,-5.926333218178548,16.290753675317802,-7.580007507628904,3.8018442812946027,-0.38358891300237985,0.9511001824009578,0.5448386079452822,-0.13569205140912408,3.0733242115422925
