form,item,perfmat_idx,token,punct,pause_min,pause_max,pause_1q,pause_3q,pause_med,pause_mean,pause_sstd,f0ratio_before_min,f0ratio_before_max,f0ratio_before_1q,f0ratio_before_3q,f0ratio_before_med,f0ratio_before_mean,f0ratio_before_sstd,f0ratio_after_min,f0ratio_after_max,f0ratio_after_1q,f0ratio_after_3q,f0ratio_after_med,f0ratio_after_mean,f0ratio_after_sstd
Grade1Winter,1703,47,snacks,.,21,81,39.0,54.0,39.0,46.333333333333336,17.5,-6.285736992695524,78.21494018250559,0.7060063831060929,0.9752283620734389,0.8028697334432264,8.624062745656962,26.204807361254264,-1.1057798068612028,5.223871666287187,0.7599756510321547,2.7542422414697816,2.3423461081466583,2.035712680592633,1.8181625005422655
Grade1Winter,1703,59,hats,!,0,87,24.0,81.0,69.0,51.0,35.46477125261067,-1.986708172110832,1.1648830645365347,0.30326544360701657,0.8208649250890091,0.45775956273557256,0.3157547366352179,0.9330824440058645,-8.740969268007587,1.1043553527575318,-1.988332359180751,0.6379098802216142,0.23174693389675682,-1.2394713173769736,3.1011606819619506
Grade1Winter,1703,67,hats,.,30,99,45.0,51.0,51.0,55.333333333333336,20.074859899884732,-1.2487320067062124,5.344920865402134,0.1755408467346471,1.0406686138421721,0.9238111356840507,1.1467110354490437,1.832141178002946,0.3692529030264398,7978.924666998545,0.7952340728436627,5.200057906812567,1.3749583953418618,888.6438691430399,2658.8564287509303
Grade1Winter,1703,79,umbrella,!,12,102,30.0,45.0,39.0,44.666666666666664,29.75315109362368,-0.2784236533803912,3.633680794450873,0.3824817702559513,0.8095399304397851,0.4923219953362956,0.9071367465047313,1.1499473511565912,-6.413344687997957,5.903722703756311,-0.8405006593902479,-0.06915362659644299,-0.15534776836887562,-0.3118071291142283,3.1100286009006064
Grade1Winter,1703,83,umbrella,?,9,84,12.0,42.0,30.0,33.0,25.411611519146124,-5.926354297914168,1.8392339777276727,-1.8709968602090115,0.5917193420831665,-0.5630068445043692,-0.9541912790575956,2.392834113697852,-40.4055019721343,10.18076987583197,0.1811035258403047,1.1731108764523186,0.7495626196841778,-2.652943017961968,14.505177392243546
Grade1Winter,1703,91,sunny,",",0,36,0.0,12.0,3.0,9.0,13.5,-4.685882090750808,1.4172534931164713,-1.263427831629355,1.0365139363078315,0.8672878698061819,-0.3604992277778267,2.1256705576206705,-2.8643827088959966,9.012250827404808,0.6423259672840246,1.775558813845479,1.609626193711748,1.6859501574936113,3.115641082574475
Grade1Winter,1703,95,danny,.,30,96,39.0,69.0,51.0,55.666666666666664,21.691011963483863,-3.8385519197696647,0.12722937361043019,-1.8207367574520108,-0.2966948341478836,-0.850438283385893,-1.2021159619218091,1.2439503601836972,-1.147615802805475,36.13969948537113,0.1255206720726482,0.58406707637518,0.3147193293232245,4.046083110747754,12.051297287663715
Grade1Winter,1703,103,door,.,6,63,12.0,42.0,42.0,32.333333333333336,20.82666559965853,-0.14897155753255134,12.115762458006266,0.40441779811366896,0.7713165539200187,0.6991483467039737,1.8771413635455099,3.870565920339483,-3.874550716560495,4.554926544095399,-2.158293592781462,1.6269218116653554,0.7489487477809649,0.16680869878825522,2.9542836659357268
Grade1Winter,1703,105,oh,",",0,0,0.0,0.0,0.0,0.0,0.0,-2.8117925588201875,1.3382655294299968,-0.5164051571311393,0.4743369630402902,0.030597796912568715,-0.20881413049297193,1.1795855431501967,-90.34388056206383,0.7536643758416636,-1.2120426593845903,0.4020073282258413,-0.42416685947524285,-10.247118346485623,30.048965644073792
Grade1Winter,1703,107,no,!,0,33,0.0,6.0,0.0,7.333333333333333,13.086252328302402,-2.242846068393463,1.530153403602928,-0.6460890595424444,-0.29959706271214276,-0.5219951191729268,-0.5197582805004557,0.985395475799034,-1.915553202448299,5.071961958948418,-0.5513904314531424,1.4468977050699108,1.088574369356042,0.7329005415263583,2.0673893034954394
Grade1Winter,1703,111,pat,.,0,63,0.0,27.0,15.0,19.0,21.633307652783937,-90.34388056206383,0.7536643758416636,-1.2120426593845903,0.4020073282258413,-0.42416685947524285,-10.247118346485623,30.048965644073792,-8.552751324069249,3.57221260599536,0.37826897291981987,1.3483917980714075,0.8223924166404672,0.07776964848882326,3.4458862623914244
Grade1Winter,1703,117,raining,!,15,99,30.0,63.0,33.0,47.666666666666664,29.06458325866724,-8.552751324069249,3.57221260599536,0.37826897291981987,1.3483917980714075,0.8223924166404672,0.07776964848882326,3.4458862623914244,-3.5146255932752313,5.164885311358139,-0.8201746641405763,1.1690151721806177,0.07559995380541729,0.12219029249913217,2.556485620269406
Grade1Winter,2001,9,day,.,21,57,27.0,45.0,36.0,36.666666666666664,12.072696467649637,-4.223491713444959,1.1359135682869195,-0.8814920941900799,0.33131683467179524,-0.19413578973898998,-0.5822417897746954,1.554569940346424,0.33640282429849244,10.099231851711242,0.9394233629722677,3.705448680530014,2.569741418634346,3.293300645476279,3.131150845266157
Grade1Winter,2001,23,kite,.,27,78,36.0,57.0,48.0,47.666666666666664,16.867127793433,-4.608013834574109,3.3047747913971914,-1.6287646802968567,1.8453256804093996,0.1369439043146351,0.03169904823213162,2.4559417730251463,-80.28511887577118,6.060498717297405,-1.054721091429332,0.3708486480032047,0.013108266445035415,-8.386650858479097,27.04751378022268
Grade1Winter,2001,43,tail,.,48,102,48.0,72.0,57.0,63.666666666666664,19.487175269905077,-5.124865800490496,21.523089461220327,0.8306980149155718,2.3326683706921036,1.173958820682578,3.134477770617587,7.414602825664563,-0.15615211096828369,6.309181587490548,0.441613715973142,0.72128651992171,0.6202289249055201,1.1372811117375368,1.9594656950156417
Grade1Winter,2001,61,birthday,.,30,93,39.0,63.0,45.0,52.333333333333336,19.56399754651385,-1.723672184484865,2.388000794691728,-0.027600677160276792,1.0429884605600919,0.7268288095675964,0.5488527611877811,1.2820214435595485,-2.0302739247122443,1.6786276977686876,-0.5079531533140317,1.0982976765841617,0.7296671798061817,0.27550935648477354,1.208161189996343
Grade1Winter,2001,73,field,.,24,48,30.0,45.0,39.0,38.0,8.48528137423857,-12.522724673436457,24.47314242144092,0.750131480610054,1.7302095270287745,1.0822354619450982,2.4300946012403144,9.508301707256745,-1.0001579158536327,1.249676913383724,-0.009766967211815825,0.5140535510842039,0.10053463449486948,0.22751476399898524,0.6240290437007238
Grade1Winter,2001,91,kite,.,27,66,33.0,54.0,45.0,44.0,13.24764129949177,-9.906547193677184,4.935924127609425,-0.10892164680114629,1.0321562659109855,0.7842136067327167,-0.15815162831841512,4.018061442909205,-64.42209866397289,0.41370850503108947,-6.520228765917896,0.14789151453171767,-0.6530346251063986,-10.793785433471488,21.52893221848837
Grade1Winter,2001,99,fly,.,36,102,48.0,84.0,57.0,63.333333333333336,21.965882636488796,-1.2061383270305612,4.641521909717906,-0.09125171257984283,1.7086925055434634,-0.04065237866249987,0.9559218306469079,1.9017577626946456,-0.31423583558295476,9.748570711378267,0.713046144428271,3.3248559519251093,1.449782513955643,2.4238817243656348,3.049711578027839
Grade1Winter,2001,121,high,.,42,81,57.0,78.0,66.0,65.0,13.332291625973383,-0.8346045623945264,25.387194519774873,0.2586999670152046,0.7968368457166295,0.3897016494498779,3.2485542033522896,8.350674072931708,-0.9787722551377256,24.303520726804713,0.2540595694373729,1.3283957083367293,0.8981590659498895,3.234163307113745,7.941006517224357
Grade2Fall,2203,7,camp,.,6,69,18.75,36.75,24.0,29.1,18.00277756347614,-7.86289130349711,4.2991561773617715,-2.185602004368951,0.9474254186955622,-0.016185354544465014,-0.9188398817169215,3.4688958270467287,-43.6602125552723,5.150530545413622,-2.371233194895378,1.3326505258624892,-0.14996008837011066,-4.342273666859004,14.101107223352033
Grade2Fall,2203,15,summer,.,33,81,40.5,70.5,52.5,55.5,17.7341478509682,-4.0897927106678145,19.84063903357853,-0.22354254956953706,0.7428319420836446,0.09547674700731881,1.8542561275947698,6.527505957713859,-0.12846139803016968,59.762890146748234,0.025429664416989423,0.5299157701557601,0.21151407400335903,7.016051300472293,18.748512568078993
Grade2Fall,2203,39,ideas,.,33,81,42.0,54.75,46.5,50.4,14.683323874382122,-1.4266395417558024,19.5405443195453,-0.5403411623787792,0.9408513893036053,0.15677456864496275,1.927632700242727,6.24519076842456,-57.73808978936204,6.360726864719861,-7.7267591769573345,2.609603525653916,-1.214585442670698,-7.921114532537272,19.256620060785846
Grade2Fall,2203,43,year,",",0,30,0.0,8.25,0.0,6.6,10.658330075579382,-15.734184587765123,0.32046689221747643,-0.48556686009132977,-0.1685211226600619,-0.21556662476020916,-1.8341075911399023,4.907284489643412,-2.3346978239099285,4.458079554251294,0.19170784517441608,2.853672052662829,1.2095335482492775,1.411168219631302,2.1351409418776988
Grade2Fall,2203,61,lake,.,33,102,51.75,77.25,67.5,65.4,20.871032557111302,-0.5168146852926851,5.057707897064556,0.5975445744689032,0.9013471182188397,0.746168800829675,1.1005659905379426,1.4769985925259574,-0.36909591309891854,1.439680125654515,0.2171430432811255,0.44409153907169263,0.39147716876644517,0.3750522476533345,0.4512877852204296
Grade2Fall,2203,67,way,",",0,24,0.0,7.5,1.5,6.0,9.16515138991168,-0.36909591309891854,1.439680125654515,0.2171430432811255,0.44409153907169263,0.39147716876644517,0.3750522476533345,0.4512877852204296,-21.494165033431297,32.308257620494025,-1.2911743380728409,1.199831958315397,0.549810368926322,0.8572744988087637,13.063863161709195
Grade2Fall,2203,85,field,.,39,66,45.0,65.25,57.0,55.2,10.69579356569675,-6.265593836540186,10.17116885133071,0.7457078754149415,3.890472891084674,1.369316001663646,2.2013441995638767,4.895402407267818,-1.4455938014780971,12.521896458379798,-0.2550598330885976,0.2252231776314037,0.16373049925421432,1.1326553997163014,4.035490562619012
Grade2Fall,2203,89,froze,.,15,87,37.5,56.25,42.0,47.1,19.4961534667739,-11.01089143344976,2.232087728601139,-1.18194920333815,1.2869677482351445,-0.7697042913255252,-1.2261426148923533,3.850480028110276,-10.980357123126485,1.7986525478946038,-0.07273506210497965,0.685257242925903,0.3038098360283181,-0.6716037718625127,3.6882571811982308
Grade2Fall,2203,101,foxes,.,15,66,31.5,45.0,42.0,40.5,14.64581851587681,0.6483908163980864,2.759081193867237,0.7884107585276868,1.069035889879862,0.934058256556872,1.0899033010337666,0.6164963076263468,-4.952230209207323,11.070231558070121,-0.4130935055422642,3.184084168042083,0.19674974611452312,1.4074923901981442,4.3568791941828255
Grade2Fall,2203,119,him,.,48,129,54.0,94.5,73.5,78.3,28.476305940202288,-9.152722651498593,2.7056539200048655,0.3953056132904388,0.6365194152338063,0.4623543247055963,-0.3304007383002472,3.20253776398211,-1.7291324590023391,2.144054666316765,-0.22303203013764217,0.5925208698642033,0.16125247467336604,0.11779166679228888,1.0459369779188448
Grade2Fall,2203,129,lake,",",0,102,1.5,13.5,7.5,17.1,30.758738595722683,-0.0681897260838521,3.9899621545419506,0.29478884444313236,1.4508951181633787,0.5851727644029459,1.103313500265997,1.2304544006532783,-1.144834221619602,1.1097174353707875,-0.6791317672547108,0.42003245090337143,-0.14833359041369534,-0.11488979698037907,0.7240918034484072
Grade2Fall,2203,137,camp,.,30,99,33.75,68.25,49.5,55.2,25.50294100687213,0.3662698809059922,5.602504335968844,0.5264281867890861,1.4694792126950864,0.6624787005322635,1.4820184224693247,1.730362074779878,-3.447141035476762,3.0035731360629705,-0.23228155678301354,0.15032232593313813,-0.020421410334708116,-0.3609063093258427,1.8529424693962564
Grade2Fall,2203,149,clear,",",0,54,1.5,12.0,7.5,13.8,18.17690842800282,-1.6679357814886093,1.1646737342829296,-0.6830176238061353,-0.057833543312175724,-0.09974502535445814,-0.18562508137416323,0.8682259933157659,-11.005767793372371,55.60269423386504,-0.1424296128412531,1.5660743448481262,0.17802418570132775,4.867687496629638,18.218086423496207
Grade2Fall,2401,7,day,.,24,66,31.5,49.5,39.0,41.1,13.860014430006919,-12.209934148638332,30.996328631486154,-3.599437247950351,3.18559439941449,-0.7858907286232659,1.8138704764561027,12.786477898154935,-47.36137693042166,74.6677354050612,0.20659433041031372,11.646688914426653,5.035036302141126,6.548071365764775,29.772050116417013
Grade2Fall,2401,33,room,.,36,66,48.0,58.5,52.5,52.2,9.2951600308978,-31.436943658916363,1.780755311771016,-1.3056319679075277,0.9003414628176248,0.8178770142230125,-3.187880736672672,10.138284210379476,-2.2524225205774924,1.7762147828079957,-1.6043111302883672,1.4200848946002935,0.4482100998951789,0.02574619763033468,1.6272689508335203
Grade2Fall,2401,49,them,.,48,111,62.25,87.0,73.5,76.2,22.45885126180767,-1.3057751096892454,5.178440806032249,-0.7213035569351983,0.9237360864698221,0.5240061287419371,0.6887286377344388,1.9932117644612357,-713.9042098887169,23.589126286572572,-0.9674597407067429,7.2943623418381565,1.8642850231284915,-68.48873089246445,227.15182493917584
Grade2Fall,2401,77,school,.,21,105,52.5,75.75,61.5,60.6,25.171412356083636,-3.14650124514464,7.167061790664573,-0.7576587318387908,2.0732109326596957,0.5129276620162377,0.8976635334880425,2.793336039592373,-17.58649221579048,14.203428973658198,0.0939181522162125,0.6829891052351833,0.3062268538283995,0.4551752128682526,7.79878261799628
Grade2Fall,2401,99,bus,.,48,180,70.5,88.5,76.5,85.8,36.502054736685714,-6.1738998545568196,2.719646155699872,-1.40451552762205,1.0155785797969534,0.8125758659699588,-0.4075575248964757,2.6373147227168965,-4.215601848545302,2.6098403782834843,-0.24873906099819834,0.8535809611936086,0.39460631696911197,-0.007323991230318372,1.844753537044301
Grade2Fall,2401,135,projects,.,33,93,39.0,68.25,55.5,56.1,19.598469327985796,-22.834509221437475,5.824093689787413,-1.9516929418852706,0.7840264683171989,0.207942083236139,-2.0323369707430228,7.737766635368701,-153.39787313491158,24.92278962080866,0.9025831971562442,11.113784618646168,1.6440412343515676,-9.101591558042312,51.371749461172435
Grade2Fall,350,15,moon,?,30,126,33.75,48.0,37.5,48.3,28.686233632179743,-2.7559029296019126,8.3948361231623,-0.01694609368456249,0.7563393458182925,0.3169111394303091,0.7039060956066415,2.928894006247847,-178.48211052200637,18.793276833405187,1.1887965443772732,4.381868234854952,1.3998413796204536,-14.120317324627615,58.00306038997864
Grade2Fall,350,25,something,.,24,114,37.5,61.5,52.5,56.1,26.345777650318087,-2.061259632462579,7.458020207570114,0.19060631766155975,0.5561528623993605,0.4245312267875071,1.5019156576123305,3.1558697478546582,-1.077552989809039,5.867133354717073,-0.24238317191092348,0.76688135778706,-0.008146330790997164,0.6958944302682205,2.0622371920224345
Grade2Fall,350,47,america,.,12,87,39.75,57.0,51.0,48.6,19.98999749874922,-1.5003649104995935,1.883032305234447,-0.04931758463507986,1.42949677432754,0.738842848184741,0.5141147267774231,1.1470335704679555,-1.0547028523272746,4.127086918645587,-0.16592229380772464,1.9447689312048726,0.450152102276393,0.8670094930567203,1.597093782878996
Grade2Fall,350,51,japan,",",0,69,0.75,23.25,16.5,17.4,20.774984957876626,-17.51557245913346,2.706593281012711,-1.2993071237693983,2.0427646060389018,0.628873234333189,-1.1619005267187996,5.993161891835052,-2.066876482426431,6.758457332853277,-0.20630149141294596,4.747307355309541,1.0677004498073193,1.9089047171189555,3.0743401451054946
Grade2Fall,350,65,moon,.,36,87,47.25,72.75,60.0,60.3,16.58010856418015,0.23223661429542528,1.0675977845746736,0.7513663510431876,0.8974988826898093,0.8885218000227029,0.7926131016457557,0.25195722575848095,0.17132764631419634,3.1560830231908215,0.6363508298371466,1.8005488873609963,0.8236045102383378,1.274183528504627,1.04902551712673
Grade2Fall,350,79,goddess,",",0,36,1.5,18.0,10.5,12.3,12.037441588643327,-0.06395579929220989,1.5900556873923246,0.3467573937577667,0.79800127402278,0.5009850872391716,0.6178070868737802,0.4815131015208623,0.3181894266124994,3.6146251097614432,0.5617834763441291,1.753841301378177,0.8991773767638863,1.3563881633342745,1.1807937424102868
Grade2Fall,350,91,sticks,.,45,114,61.5,78.0,70.5,75.0,21.354156504062622,0.29333390112116053,3.7003815041699952,0.45111878215268053,1.683344182797361,0.8015100117661271,1.204446898923798,1.0971687328874926,-0.9197821027000292,3.335212314487233,0.056206465787427065,0.32652494957405254,0.2353810649000257,0.40027846044720894,1.0985414439286136
Grade2Fall,350,111,shadows,.,18,75,31.5,52.5,43.5,43.2,16.565023392678924,-28.02165069942466,1.509107030601901,0.6125702470997582,1.2156025852463284,0.870324561620041,-1.9225604336425577,9.17704537515902,-3.6934560053514662,93.17922629461016,-1.35958556580646,2.0034659755283895,0.21055958674158023,13.033644507519444,31.205012716354254
Grade2Fall,350,123,rocks,.,0,54,10.5,43.5,30.0,28.2,19.245778757951054,-2.079989284449422,2.513143606955152,-0.26592731336947917,0.6901267529060484,0.22353098876958968,0.15159386366093672,1.2133962263618927,-3.593306224632346,2.2702022742774486,-0.8373977251081557,0.5273707070582185,0.040939432364511245,-0.2854318141694694,1.6863590425569004
Grade2Fall,350,147,face,",",0,48,3.0,21.0,6.0,14.4,16.721243972862784,0.08915749349462121,2.206075784794697,0.6176580821027027,0.9627726660429099,0.7848017799474851,0.8492056312753073,0.5517249128169781,0.04488718442721741,inf,1.0335300995708134,2.181129533393185,1.3936320977310186,inf,
Grade2Fall,350,153,rabbit,",",0,66,4.5,33.75,13.5,20.7,20.709901013766338,0.04488718442721741,inf,1.0335300995708134,2.181129533393185,1.3936320977310186,inf,,-1.0556052378424363,21.66933930818938,0.008378719907145407,1.327663424659275,0.8141709783492306,3.465512406976419,7.12706301958353
Grade2Spring,2201,9,homes,?,7,112,47.0,83.0,60.0,62.13333333333333,32.02870736133595,-2.9004355254524334,5.657530940481617,-0.04204480386089754,2.387563707813756,0.9708905258031907,1.053379053550142,2.036610008649203,-17.49320092872024,3.8915242755783486,-0.15807845339728954,0.6370072185061761,0.26545923304987223,-0.49295618989379414,4.885403450221739
Grade2Spring,2201,25,sidewalk,.,9,70,28.0,45.0,37.0,37.2,16.988231220465536,-1.9755769603317561,6.376001317028116,0.8821890000972896,1.9899424769610734,0.9955105796850053,1.4886444608018505,1.8045203908471816,-11.364026608262957,6.106579961883671,-2.797128296004219,0.4171544085994088,-0.0671113264374069,-1.6246126383776083,4.36805755063301
Grade2Spring,2201,39,there,.,29,127,61.0,81.5,75.0,74.66666666666667,24.792471975716072,-6.061259022992647,1.6426309289754741,-0.910792372459011,0.6969291234547615,-0.21334530947998862,-0.5285902464157511,1.9203625991851352,-23.020347951195422,14.282673535803651,-4.892274828581799,2.3223338687572186,0.8727620591637782,-2.1195399525939917,8.891328952000705
Grade2Spring,2201,49,ways,.,13,94,23.0,48.0,35.0,39.2,21.889984663572257,-9.601800467094526,6.0048567129207795,-1.0862231536886398,0.8721130753562232,0.6037343761386117,-0.35102255454772485,3.4563260649736263,-20.43922676037873,10.897708632883091,-2.8148767315708243,4.554262295358278,1.3247317058211125,0.274824456703744,7.685686815008039
Grade2Spring,2201,63,ground,.,20,86,43.5,65.0,58.0,55.53333333333333,17.15420259489396,-297.70917598290254,3.055718013716408,0.42544523256014855,1.1067762739453881,0.7853960489019642,-18.993010715010207,77.11122829536654,-0.5807531132813282,27.986834126989933,-0.08190288881558658,2.8254572052324702,1.1031383774136523,3.2620180975624766,7.1783780017469025
Grade2Spring,2201,89,away,.,53,113,73.0,87.0,75.0,80.6,17.087171461989506,-3.891237715660955,6.949527326440163,-0.09544997946020532,1.498147623476294,0.9015912180454205,0.9775771379733239,2.85088416313578,-1.554459396796109,126.59701370639725,-0.3613161378596394,1.168032190121522,0.5438949386190217,9.197594884681287,32.555292063163805
Grade2Spring,2201,103,journey,.,19,94,37.5,70.5,59.0,56.46666666666667,23.11729923259903,-0.013714840314093965,3.7220525633907084,0.7648205645093823,1.2153193056218163,0.8611918151119091,1.1741608190839656,0.9518851989084247,-5.334470679892491,19.45965432443563,-1.8450111021990336,2.1457308712615557,0.7246694764251653,1.6957754460908527,6.072639353805324
Grade2Spring,2201,117,ground,.,3,108,36.5,72.0,61.0,54.6,27.940753645628714,-4.574475696097096,3.5832324548161245,-0.04706916182766621,1.1302604562801883,0.8933596132212546,0.4232103721409398,1.7493504168533967,-4.047414525202787,27.473006353999196,-0.20618700995786773,4.20994910358513,0.6723425406008277,3.5446131261087497,7.646730090561732
Grade2Spring,2201,141,socks,.,32,177,70.0,84.0,78.0,82.13333333333334,32.12001304631177,-8.449488916732161,436.4621520609394,0.1572224093611306,3.632348390094572,1.1949739533740718,30.60817700409321,112.38058802604017,-10.485159167616313,0.9511780909889223,0.11961692637998889,0.7920316900134374,0.5691288816697369,-0.31086162900485786,2.868338821183795
Grade2Spring,2201,155,ground,",",0,48,5.0,33.0,28.0,23.0,16.27443218232645,-0.21366402163470086,2.298101448402662,0.08939795988627194,0.9676442963275991,0.49617622450135807,0.5918581173241013,0.6698777302842849,-0.7743300631490992,17.753135458681516,0.44098604806941644,2.8867351331849784,1.1148439278326276,3.0967714617635873,5.013311611027976
Grade2Spring,2202,13,plants,.,8,81,33.5,64.0,43.0,45.2,22.36451270587912,-4.600958632500232,4.119414429525682,-1.099147261099502,0.7357740497928121,0.10870572105567863,-0.26805715712780687,2.002900940837993,-6.708401340069509,4.1496618675139025,-1.7951800548911931,1.5847873700022856,0.7024786350716069,-0.06840438715189603,2.973303048846461
Grade2Spring,2202,29,pot,.,7,112,54.5,87.5,77.0,70.33333333333333,29.565101692624665,-1.0236615088478043,3.9217345370209022,0.41093442983720596,1.0450690582088662,0.7579805293633762,0.8464120315641518,1.051504638247245,-1.1817089497308713,3.6224944140430932,-0.31477673486944263,0.18308051668469064,0.1290288643826689,0.27963314079742235,1.293644045886845
Grade2Spring,2202,55,grow,.,28,97,59.5,73.5,66.0,65.86666666666666,16.461499092760427,0.227579716681346,2.381130203614344,0.8219663608636839,1.601629976592646,1.2046453820760796,1.1818964955623146,0.6077887855338938,-8.598991765552315,62.92627160646388,-2.175510838846813,-0.2290102724953606,-0.9699236262124866,2.805573270772968,16.8168671708375
Grade2Spring,2202,87,plants,.,28,114,49.0,81.5,64.0,66.6,23.72099732906933,0.4166802021638287,1.6925485243995315,0.7927983645120769,1.0726910867517918,0.9216896251917733,0.9608115313495793,0.34258269079212544,-9.84023169990873,1.4590397596362563,-0.3702921970093274,0.692870921293129,0.1493203528512145,-0.4744894728394505,2.730367064463117
Grade2Spring,2202,101,year,",",0,50,9.0,31.5,25.0,21.866666666666667,16.09288514782083,-11.958152102732733,9.36814209537965,-0.5263722789214426,1.164203367300927,0.48790353309715967,-0.7302719119632994,5.291829673626551,-0.46527392720305083,1.5142762492207578,0.3430666040536362,1.0512978779616848,0.773363999296302,0.6551362283960347,0.5305047470454148
Grade2Spring,2202,113,home,.,5,68,38.0,54.5,53.0,45.4,16.73661512117327,-7.566516322774745,11.089162884326528,-0.9252645896448208,5.055883343812056,1.1332336691937563,1.7533888747007182,5.456899978880686,-25.991558072322075,91.76048918088978,0.0018987026445676791,1.3338643740562173,0.7670396959459261,3.8824691675998197,25.65526635908352
Grade2Spring,2202,119,now,",",0,24,3.0,20.0,7.0,10.533333333333333,9.030635689273538,-25.991558072322075,91.76048918088978,0.0018987026445676791,1.3338643740562173,0.7670396959459261,3.8824691675998197,25.65526635908352,-45.02425207020717,22.240765550212842,-1.6062295280599561,0.6104432259754836,0.11906297392802508,-1.8778260477257247,14.393128026492096
Grade2Spring,330,13,hike,.,24,68,37.75,51.25,43.5,44.125,11.876447280226525,-12.388196314069708,7.8605932204277815,-0.08745164440632802,1.017642072927594,0.6893114589449232,0.02457752121696044,4.11570787591851,-31.563531944882378,1.018090137563375,-0.39360318037208386,0.23365787414158823,-0.010193508438816003,-3.7556885715357557,10.118790212662498
Grade2Spring,330,27,woods,.,26,75,36.25,57.0,48.0,47.8125,14.533725147623601,-5.551553651301175,2.9896217908993807,0.42384647586635793,1.3961217133523094,0.6260185397082059,0.5001420298925332,1.8311465545444194,-140.06291457620495,3.03373116644621,0.37322241044006377,1.2085188797832749,0.6810076159777161,-8.586012845978576,35.196522782130764
Grade2Spring,330,29,suddenly,",",0,35,0.0,26.0,5.5,12.625,13.961255912942311,-0.7869219172239991,1.4222770401447318,-0.116534767039906,0.7048314649820031,0.408599167379777,0.37296080504094664,0.6459735007836714,-6.095148690474259,3.417786953531563,0.1259845063525344,1.0910414264334702,0.7228088825565264,0.1793457568403486,2.163018300495075
Grade2Spring,330,51,heads,.,38,119,59.75,75.5,66.0,67.0,18.41738309315414,-0.2167143425646277,6.745312946683224,0.8827700990063008,2.1927973350818415,1.2283773887986709,2.085857303384041,2.247411493830889,-8.038475667923192,6.442931847585222,-0.4243525021220873,0.8032410267643074,0.2924533439943189,-0.08132647069356624,3.0349250910068304
Grade2Spring,330,69,was,",",0,56,0.0,20.75,8.0,13.9375,17.74436530282219,-9.245562238860654,5.101830149189068,-0.812416798444079,1.145242992077362,0.5046852353535713,-0.37337513749028506,3.6763788729930216,-2.1484972784661394,2.965809230373116,0.5163377610242827,1.3349075860067603,0.8710876496325981,0.7849839407356073,1.2013890277095518
Grade2Spring,330,79,squirrels,.,39,92,54.75,74.0,62.0,64.3125,16.815543404838273,-6.040726762436131,11.466801324406655,-1.194391142864508,2.586539910902802,1.255428865376702,1.4694720173602307,4.6327671263880195,-267.2343855113821,6.773103982482365,-1.2460264515432675,0.6312375410444351,0.16167351456979115,-16.57831404638217,66.88666515263783
Grade2Spring,330,87,alone,",",0,35,18.0,32.25,22.5,21.4375,12.104923240841583,-37.348024231204775,1.8835213301203317,-0.9223460739686797,0.3163218413036266,-0.12441809693479053,-2.4157886934852737,9.363861749984403,-1.5393681613024788,16.530528628805172,0.5684163322231327,1.8277984547504167,1.1745287224721364,2.6034966740656773,4.431003429934671
Grade2Spring,330,101,near,.,42,88,50.75,62.25,57.0,59.375,12.3173319621851,-8.234328349956526,81.51259275427422,0.2833572354612883,2.4512823313891468,1.094920782982938,7.93059774078398,22.07380135023077,-3.7252059966846516,147.65960720118778,-0.7697810008398436,2.0934645169615376,-0.08016543600929937,11.623131455456114,37.183123589031
Grade2Spring,330,111,waited,.,30,98,50.25,78.5,65.0,64.5,19.643489167321235,-1.0949184861574566,7.591013018430034,0.14698672793734174,1.2262120546066178,0.7638617435281814,1.1694981955965065,1.9795473545241247,-3.7968040081092798,7.201044615167563,-0.5883198505385782,1.9410374860991357,0.20323479903852065,0.9753043670809173,2.6923128150674804
Grade2Spring,330,115,enough,",",0,38,3.75,31.0,20.0,18.0,14.212670403551895,-20.84089063909799,6.363680016218546,-1.0639633209276964,0.4641733704539062,-0.5683635464952461,-2.246842512559525,7.323832925305211,-13.232953585758018,7.726334541892819,-0.5761550132530349,1.7036184969507135,0.35013609359052816,0.46416711470789507,4.6360070174551185
Grade2Spring,330,133,nuts,.,32,106,45.75,77.5,63.0,64.6875,22.561674730982773,-687.3403043713004,56.473394341036034,-0.037333884079775115,1.6458078869097608,0.8886398641125723,-37.662061765601855,173.8353534239421,-11.427847986739673,26.91145314321876,-1.97744513829005,0.3970266375285745,-0.8396150105411682,0.3174181351723415,7.7167209881432015
Grade2Spring,330,153,eat,.,36,106,59.75,82.0,75.0,71.3125,19.30015112203356,-10.04075612092481,6.28775522388499,-1.2518111982494093,1.2783884878241556,0.8606593259279414,-0.09683963455467598,3.540346369714962,-1.7456305091308193,36.117759267310205,-0.24273880378290355,0.6918352184991261,0.4601427000031187,2.4586039103759205,9.02575234148557
Grade2Spring,330,161,smiled,",",0,58,6.0,33.75,16.5,22.25,19.185063634678585,-0.022716481503790294,28.643671147494242,0.9355091426047106,5.451202562673231,1.2295025506342643,4.572673775542281,7.151241115918126,-0.7094094850843442,7.790107246736988,0.08592695359459995,0.7826132708953526,0.4236394946044591,0.896706272007965,2.003362612936974
