Session,catB,catC,catE,catF,catG,catH,catJ,catK,catL,catM,catN,catO,catP,catQ,gyorB,gyorC,gyorE,gyorF,gyorG,gyorH,gyorJ,gyorK,gyorL,gyorM,gyorN,gyorO,gyorP,gyorQ
28201,0.9,0.8999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.4198333333333333,1.0,0.31669266770670823,3,3,3,3,3,3,3,3,3,3,1,1,3,2.0
30541,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,2.703666666666667,1.0,0.27527527527527523,3,3,3,3,2,3,3,3,3,3,3,3,3,2.0
38140,1.0,1.0,1.0,1.0,0.8,1.0,0.9,1.0,1.0,1.0,0.8333333333333334,3.7846666666666655,1.0,0.18406072106261856,3,3,3,3,2,3,3,3,3,3,3,3,3,3.0
39606,1.0,1.0,1.0,0.7999999999999999,0.5,1.0,1.0,0.8,1.0,0.8,0.6666666666666666,3.0066666666666664,1.0,0.2341417910447762,3,3,3,2,1,3,3,2,3,2,3,3,3,3.0
52098,0.8,0.7,1.0,0.7428571428571429,0.5,0.8,0.5,0.5,0.5,0.5,0.8333333333333334,3.2541666666666664,1.0,0.163758389261745,2,2,3,2,1,2,1,1,1,1,3,3,3,3.0
52099,1.0,1.0,1.0,0.8857142857142858,1.0,0.8,0.9,0.8,0.8,0.5,1.0,3.8145,1.0,0.06625766871165653,3,3,3,3,3,2,3,2,2,1,3,3,3,3.0
44677,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,1.0,1.0,0.8,1.0,0.8333333333333334,3.937833333333333,1.0,0.18904109589041115,3,3,3,3,2,3,3,3,2,3,3,3,3,3.0
24188,1.0,0.8999999999999999,1.0,0.8571428571428571,0.8,1.0,0.75,1.0,0.8,0.8,1.0,2.7106666666666666,1.0,0.15901639344262303,3,3,3,3,2,3,2,3,2,2,3,3,3,3.0
26812,1.0,1.0,1.0,1.0,0.5,1.0,0.9,1.0,1.0,0.8,1.0,2.2555,1.0,0.03619909502262447,3,3,3,3,1,3,3,3,3,2,3,2,3,3.0
29639,0.9,0.95,1.0,0.7142857142857143,0.5,1.0,0.5,0.8,0.0,0.0,0.5,2.7351666666666667,1.0,0.34097421203438394,3,3,3,2,1,3,1,2,0,0,1,3,3,2.0
52824,1.0,0.8999999999999999,1.0,0.7142857142857143,0.8,0.8,0.9,1.0,0.8,0.8,0.5833333333333334,3.9391666666666665,1.0,0.20625,3,3,3,2,2,2,3,3,2,2,2,3,3,3.0
26324,1.0,0.95,1.0,0.9428571428571428,0.8,0.8,1.0,1.0,1.0,0.8,1.0,2.841333333333333,1.0,0.04557640750670236,3,3,3,3,2,2,3,3,3,2,3,3,3,3.0
32846,0.9,0.8999999999999999,1.0,0.7999999999999999,0.8,1.0,0.9,0.8,0.8,0.8,0.6666666666666666,2.4825,1.0,0.23589001447177999,3,3,3,2,2,3,3,2,2,2,3,2,3,3.0
40212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,3.0130000000000003,1.0,0.16924265842349298,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0
52148,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.5,0.8333333333333334,3.955,1.0,0.42,3,3,3,3,3,3,3,3,3,1,3,3,3,2.0
53366,1.0,0.7250000000000001,1.0,0.5142857142857143,0.0,0.5,0.9,0.8,1.0,1.0,0.8333333333333334,3.988,1.0,0.04621848739495794,3,2,3,1,0,1,3,2,3,3,3,3,3,3.0
28974,0.25,0.6000000000000001,1.0,0.5714285714285714,0.5,0.5,0.0,0.5,0.0,0.0,0.0,2.2641666666666667,1.0,1.0062111801242235,0,2,3,1,1,1,0,1,0,0,0,2,3,0.0
45609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.8333333333333334,3.813333333333333,1.0,0.1311172668513389,3,3,3,3,3,3,3,3,2,3,3,3,3,3.0
45123,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,0.9,1.0,1.0,1.0,0.8333333333333334,3.341666666666667,1.0,0.2096774193548388,3,3,3,3,1,3,3,3,3,3,3,3,3,3.0
26750,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,3.902333333333333,1.0,0.2688888888888888,3,3,3,3,3,3,3,3,3,3,3,3,3,2.0
47309,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,3.5745,1.0,0.2761578044596912,3,3,3,3,3,3,3,3,3,3,3,3,3,2.0
29103,1.0,1.0,1.0,0.9428571428571428,0.8,1.0,0.75,1.0,1.0,1.0,0.6666666666666666,3.5465,1.0,0.17780840799448666,3,3,3,3,2,3,2,3,3,3,3,3,3,3.0
37944,0.8,0.95,1.0,0.42857142857142855,0.0,1.0,1.0,0.8,0.5,0.5,1.0,4.0,1.0,0.4876712328767122,2,3,3,1,0,3,3,2,1,1,3,3,3,1.0
31501,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,3.705666666666666,0.0,0.309375,0,0,0,0,0,3,0,0,0,0,3,3,0,2.0
33562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,3.4415,0.0,0.30303030303030304,0,0,0,0,0,0,0,0,0,0,3,3,0,2.0
29357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.2258333333333336,0.0,1.2032786885245903,0,0,0,0,0,0,0,0,0,0,1,2,0,0.0
33883,0.75,0.875,1.0,0.42857142857142855,0.5,1.0,0.5,0.5,0.0,0.5,0.16666666666666666,1.9781666666666664,1.0,0.35620915032679745,2,3,3,1,1,3,1,1,0,1,0,2,3,2.0
30673,1.0,0.625,1.0,0.7142857142857143,0.5,1.0,0.0,0.5,0.5,0.5,0.6666666666666666,2.9018333333333337,1.0,0.16945107398568007,3,2,3,2,1,3,0,1,1,1,3,3,3,3.0
53579,0.5,0.375,0.5,0.7142857142857143,0.0,0.5,0.0,0.5,0.0,0.5,0.16666666666666666,2.263833333333334,1.0,inf,1,1,1,2,0,1,0,1,0,1,0,2,3,0.0
46628,1.0,0.8,1.0,0.8571428571428571,1.0,1.0,0.25,0.8,0.0,0.8,0.6666666666666666,2.732166666666666,1.0,0.2777777777777779,3,2,3,3,3,3,0,2,0,2,3,3,3,2.0
29522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.5,2.357666666666667,1.0,0.5243488108720273,3,3,3,3,3,3,3,3,2,3,1,2,3,1.0
30056,0.65,0.375,0.5,0.2571428571428572,0.0,0.5,0.0,0.5,0.0,0.0,1.0,3.1556666666666664,1.0,0.5016181229773463,2,1,1,0,0,1,0,1,0,0,3,3,3,1.0
24221,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.5,0.8,0.0,0.6666666666666666,1.9769999999999999,1.0,0.320754716981132,3,3,3,3,3,3,2,1,2,0,3,2,3,2.0
26274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,2.26,0.0,,0,0,0,0,0,0,0,0,0,0,0,2,0,
16806,0.9,0.65,0.5,0.6,0.0,0.5,0.0,0.8,0.0,0.5,0.5,0.9886666666666668,1.0,0.2031249999999999,3,2,1,2,0,1,0,2,0,1,1,0,3,3.0
40657,1.0,1.0,1.0,0.7428571428571429,0.5,1.0,0.9,0.8,1.0,0.8,0.5,2.5241666666666664,1.0,0.4457593688362918,3,3,3,2,1,3,3,2,3,2,1,3,3,2.0
42485,1.0,1.0,1.0,0.8857142857142858,0.8,1.0,0.9,0.8,1.0,0.8,0.6666666666666666,2.1365,1.0,0.19430814524043172,3,3,3,3,2,3,3,2,3,2,3,2,3,3.0
16970,1.0,1.0,1.0,0.6571428571428571,0.5,0.8,0.25,0.8,0.0,0.8,0.8333333333333334,2.103333333333333,0.5,0.3439635535307517,3,3,3,2,1,2,0,2,0,2,3,2,1,2.0
31630,1.0,1.0,1.0,0.8,0.5,1.0,0.5,0.8,1.0,0.5,0.6666666666666666,2.5595,1.0,0.11323896752706075,3,3,3,2,1,3,1,2,3,1,3,3,3,3.0
32762,1.0,1.0,1.0,0.7999999999999999,0.5,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,2.6955,1.0,0.5449101796407185,3,3,3,2,1,3,3,3,3,3,3,3,3,1.0
33511,0.65,0.5,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.8988333333333332,0.5,1.270462633451957,2,1,0,1,0,0,0,0,0,0,0,2,1,0.0
51352,0.8,0.9,1.0,0.37142857142857144,0.0,1.0,1.0,0.8,0.8,0.0,0.6666666666666666,1.7168333333333334,1.0,0.03106508875739637,2,3,3,1,0,3,3,2,2,0,3,1,3,3.0
19791,1.0,0.8500000000000001,1.0,0.7142857142857143,0.5,1.0,0.0,0.5,0.0,0.5,0.5,2.557166666666667,1.0,0.38688524590163936,3,3,3,2,1,3,0,1,0,1,1,3,3,2.0
20183,1.0,1.0,1.0,0.7999999999999999,0.5,1.0,1.0,0.8,0.8,0.8,0.5,3.4795,0.5,0.2821158690176322,3,3,3,2,1,3,3,2,2,2,1,3,1,2.0
20244,1.0,0.95,1.0,0.7999999999999999,0.5,1.0,0.75,1.0,0.5,0.8,0.6666666666666666,2.804,1.0,0.34317343173431736,3,3,3,2,1,3,2,3,1,2,3,3,3,2.0
27539,1.0,1.0,0.8,1.0,1.0,1.0,0.75,1.0,0.5,0.8,0.8333333333333334,4.0,1.0,0.22129783693843588,3,3,2,3,3,3,2,3,1,2,3,3,3,3.0
27717,1.0,1.0,1.0,0.5714285714285714,0.0,0.8,1.0,1.0,0.8,1.0,0.8333333333333334,3.0431666666666666,1.0,0.21534653465346545,3,3,3,1,0,2,3,3,2,3,3,3,3,3.0
27861,1.0,0.8,0.8,0.6,0.0,0.5,0.65,1.0,0.5,1.0,1.0,3.12,1.0,0.48,3,2,2,2,0,1,2,3,1,3,3,3,3,1.0
31213,1.0,0.775,0.0,0.5714285714285714,0.0,0.5,0.5,0.8,0.0,0.5,0.5,2.4948333333333337,0.5,0.649164677804296,3,2,0,1,0,1,1,2,0,1,1,2,1,1.0
31607,1.0,1.0,1.0,0.6571428571428571,0.5,1.0,0.9,1.0,0.8,0.8,0.3333333333333333,2.4231666666666665,1.0,0.07631874298540962,3,3,3,2,1,3,3,3,2,2,0,2,3,3.0
31733,0.9,0.8999999999999999,0.0,0.39999999999999997,0.0,0.5,0.5,0.5,0.8,0.5,0.3333333333333333,2.4095,0.5,0.7304189435336975,3,3,0,1,0,1,1,1,2,1,0,2,1,0.0
31743,1.0,0.8,1.0,0.6571428571428571,0.5,0.8,0.4,0.8,0.0,0.5,0.3333333333333333,1.3003333333333331,1.0,0.06521739130434782,3,2,3,2,1,2,1,2,0,1,0,1,3,3.0
31997,1.0,0.95,1.0,0.7999999999999999,0.8,1.0,0.9,0.8,1.0,0.5,0.5,2.240333333333333,1.0,0.15315315315315314,3,3,3,2,2,3,3,2,3,1,1,2,3,3.0
32666,0.5,0.0,0.0,0.1142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.963,0.8,0.4425287356321839,1,0,0,0,0,0,0,0,0,0,0,0,3,2.0
33138,1.0,1.0,1.0,0.7142857142857143,0.5,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,3.1063333333333336,1.0,0.5225352112676056,3,3,3,2,1,3,3,3,3,3,3,3,3,1.0
33184,1.0,0.8,1.0,0.5142857142857143,0.0,0.8,0.25,1.0,0.5,0.8,0.8333333333333334,3.0641666666666665,1.0,0.1724890829694323,3,2,3,1,0,2,0,3,1,2,3,3,3,3.0
41237,1.0,1.0,1.0,0.6571428571428571,0.5,1.0,0.75,0.8,1.0,1.0,0.4166666666666667,1.032166666666667,1.0,0.17342536669542705,3,3,3,2,1,3,2,2,3,3,0,1,3,3.0
42341,1.0,0.7250000000000001,1.0,0.6,0.0,0.8,0.0,0.8,0.5,0.5,0.16666666666666666,2.716,1.0,0.053364269141531265,3,2,3,2,0,2,0,2,1,1,0,3,3,3.0
51095,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.8333333333333334,3.517666666666667,1.0,0.3546910755148741,3,3,3,3,3,3,2,3,3,3,3,3,3,2.0
52020,1.0,0.7250000000000001,1.0,0.42857142857142855,0.0,0.8,0.8,0.8,0.5,0.5,0.6666666666666666,2.7758333333333334,1.0,0.4810126582278481,3,2,3,1,0,2,2,2,1,1,3,3,3,1.0
52031,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,3.7303333333333337,1.0,0.3725490196078432,3,3,3,3,3,3,3,3,2,3,3,3,3,2.0
52983,1.0,0.95,1.0,1.0,0.0,1.0,0.25,1.0,0.0,0.8,0.5,0.0,1.0,0.3694444444444446,3,3,3,3,0,3,0,3,0,2,1,0,3,2.0
16817,0.8,0.8999999999999999,1.0,0.37142857142857144,0.0,0.5,0.75,1.0,1.0,1.0,1.0,3.0715000000000003,1.0,0.2472924187725632,2,3,3,1,0,1,2,3,3,3,3,3,3,3.0
19982,0.9,0.7749999999999999,1.0,0.42857142857142855,0.5,0.5,0.0,0.5,0.5,0.5,0.6666666666666666,1.8141666666666665,1.0,0.5813148788927336,3,2,3,1,1,1,0,1,1,1,3,2,3,1.0
31086,1.0,1.0,1.0,0.42857142857142855,0.5,1.0,0.9,0.8,0.8,0.5,0.0,3.2669999999999995,1.0,0.10567010309278348,3,3,3,1,1,3,3,2,2,1,0,3,3,3.0
31859,0.9,0.8,1.0,0.2857142857142857,0.0,0.5,0.5,0.8,0.8,0.8,0.3333333333333333,1.766,1.0,0.02052451539338651,3,2,3,0,0,1,1,2,2,2,0,2,3,3.0
32514,1.0,0.8500000000000001,0.8,0.5714285714285714,0.0,0.8,0.75,0.8,0.5,0.8,0.5,2.0166666666666666,1.0,0.21932515337423308,3,3,2,1,0,2,2,2,1,2,1,2,3,3.0
32852,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,2.8008333333333333,1.0,0.15377268385864368,3,3,3,3,1,3,3,3,3,3,3,3,3,3.0
41735,1.0,1.0,1.0,0.7142857142857143,0.0,1.0,1.0,1.0,1.0,1.0,0.5,2.9695,1.0,0.29411764705882354,3,3,3,2,0,3,3,3,3,3,1,3,3,2.0
16795,0.9,0.8999999999999999,1.0,0.8571428571428571,0.8,1.0,0.0,0.8,0.0,0.8,0.8333333333333334,2.5886666666666667,1.0,0.5114503816793893,3,3,3,3,2,3,0,2,0,2,3,3,3,1.0
17230,1.0,1.0,1.0,0.9428571428571428,1.0,1.0,0.25,1.0,0.0,0.8,0.3333333333333333,2.971,1.0,0.5072463768115941,3,3,3,3,3,3,0,3,0,2,0,3,3,1.0
20059,1.0,1.0,0.5,0.6,0.5,0.8,0.5,0.8,0.8,0.8,0.3333333333333333,1.9175,1.0,0.5960591133004927,3,3,1,2,1,2,1,2,2,2,0,2,3,1.0
20217,0.65,0.5,0.5,0.5142857142857143,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.4105,0.0,0.4554973821989528,2,1,1,1,0,1,1,1,1,1,1,1,0,2.0
22001,1.0,1.0,0.5,0.8857142857142858,0.5,0.8,1.0,0.8,0.8,0.8,0.6666666666666666,2.219666666666667,1.0,0.23469387755102036,3,3,1,3,1,2,3,2,2,2,3,2,3,3.0
26946,1.0,1.0,1.0,0.8571428571428571,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.1335,1.0,0.23969465648854965,3,3,3,3,0,3,3,3,3,3,1,1,3,3.0
26995,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,2.891,1.0,0.21539548022598864,3,3,3,3,1,3,3,3,3,3,3,3,3,3.0
27162,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,0.9,0.8,0.5,1.0,1.0,3.423,1.0,0.5272045028142588,3,3,3,3,2,3,3,2,1,3,3,3,3,1.0
27171,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,0.75,0.8,0.8,0.5,0.0,3.2310000000000003,1.0,0.33736762481089266,3,3,3,3,2,3,2,2,2,1,0,3,3,2.0
27687,1.0,1.0,1.0,0.9428571428571428,0.8,1.0,1.0,1.0,1.0,1.0,1.0,3.1493333333333333,1.0,0.15543412264723738,3,3,3,3,2,3,3,3,3,3,3,3,3,3.0
27907,1.0,0.95,1.0,0.8571428571428571,0.0,1.0,0.75,1.0,0.5,0.8,0.8333333333333334,2.475166666666667,1.0,0.33876221498371345,3,3,3,3,0,3,2,3,1,2,3,2,3,2.0
29407,1.0,1.0,0.8,0.5714285714285714,0.5,1.0,1.0,0.8,1.0,0.8,0.16666666666666666,2.365166666666666,1.0,0.2960893854748603,3,3,2,1,1,3,3,2,3,2,0,2,3,2.0
29476,1.0,0.8,1.0,0.42857142857142855,0.0,1.0,0.65,0.8,0.5,0.5,0.6666666666666666,2.949666666666667,1.0,0.15118397085610194,3,2,3,1,0,3,2,2,1,1,3,3,3,3.0
29650,0.9,0.8,0.5,0.6571428571428571,0.0,0.5,0.25,0.5,0.0,0.5,0.5,2.4561666666666664,1.0,0.018518518518518344,3,2,1,2,0,1,0,1,0,1,1,2,3,3.0
29879,1.0,0.95,1.0,0.6571428571428571,0.5,1.0,0.9,1.0,1.0,1.0,0.0,2.48,1.0,0.20438527799530146,3,3,3,2,1,3,3,3,3,3,0,2,3,3.0
30124,1.0,1.0,1.0,0.7142857142857143,0.5,1.0,1.0,1.0,1.0,1.0,0.5,2.7305,1.0,0.08546168958742635,3,3,3,2,1,3,3,3,3,3,1,3,3,3.0
30248,1.0,1.0,1.0,0.8571428571428571,0.5,1.0,0.9,0.8,0.8,0.8,0.8333333333333334,3.146666666666667,1.0,0.0776196636481242,3,3,3,3,1,3,3,2,2,2,3,3,3,3.0
30405,1.0,0.95,1.0,0.6285714285714287,0.0,1.0,1.0,0.8,0.8,0.8,0.8333333333333334,1.9235,1.0,0.4020512820512821,3,3,3,2,0,3,3,2,2,2,3,2,3,2.0
30438,1.0,0.95,0.5,0.6,0.0,1.0,0.8,1.0,0.8,1.0,0.3333333333333333,0.94,1.0,0.4219143576826197,3,3,1,2,0,3,2,3,2,3,0,0,3,2.0
30474,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.3609999999999998,1.0,0.1875532821824382,3,3,3,3,1,3,3,3,3,3,3,2,3,3.0
30697,0.8,0.8999999999999999,1.0,0.5714285714285714,0.0,0.8,0.9,0.8,1.0,0.8,0.0,3.5625,1.0,0.08578143360752054,2,3,3,1,0,2,3,2,3,2,0,3,3,3.0
30890,1.0,1.0,1.0,0.9428571428571428,0.8,1.0,0.9,1.0,0.8,1.0,0.0,3.85,1.0,0.1336573511543135,3,3,3,3,2,3,3,3,2,3,0,3,3,3.0
30916,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,1.0,1.0,0.8,1.0,0.5833333333333334,2.698166666666667,1.0,0.2602089268755935,3,3,3,3,2,3,3,3,2,3,2,3,3,2.0
30917,1.0,0.95,1.0,0.8571428571428571,0.5,1.0,1.0,0.8,1.0,0.8,0.0,3.137833333333333,1.0,0.08427672955974827,3,3,3,3,1,3,3,2,3,2,0,3,3,3.0
30976,1.0,1.0,1.0,0.6571428571428571,0.5,1.0,1.0,1.0,1.0,1.0,0.0,3.6161666666666665,1.0,0.38293216630196936,3,3,3,2,1,3,3,3,3,3,0,3,3,2.0
31292,0.8,0.8,1.0,0.5714285714285714,0.0,0.5,0.65,0.8,0.5,0.5,0.0,3.468833333333334,1.0,0.4504854368932038,2,2,3,1,0,1,2,2,1,1,0,3,3,2.0
31453,1.0,1.0,1.0,0.9428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,3.685666666666666,1.0,0.25965177895533675,3,3,3,3,3,3,3,3,3,3,3,3,3,2.0
31458,1.0,1.0,1.0,0.8285714285714286,0.8,1.0,0.9,1.0,1.0,1.0,0.3333333333333333,2.4115,1.0,0.30555555555555564,3,3,3,2,2,3,3,3,3,3,0,2,3,2.0
31739,1.0,0.8,1.0,0.5142857142857143,0.5,1.0,0.9,0.8,0.8,0.8,0.5,1.624,1.0,0.10980810234541576,3,2,3,1,1,3,3,2,2,2,1,1,3,3.0
31760,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.712166666666667,1.0,0.14200743494423787,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0
31805,1.0,1.0,1.0,0.8571428571428571,0.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,2.894166666666667,1.0,0.2769396551724138,3,3,3,3,0,3,3,3,3,3,0,3,3,2.0
31876,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,1.0,1.0,1.0,1.0,0.5833333333333334,2.4593333333333334,1.0,0.13436692506459955,3,3,3,3,1,3,3,3,3,3,2,2,3,3.0
31894,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,1.0,1.0,1.0,1.0,0.5,3.748166666666666,1.0,0.2422586520947176,3,3,3,3,1,3,3,3,3,3,1,3,3,3.0
31961,1.0,0.95,0.8,0.8571428571428571,0.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,2.0595,1.0,0.09330819981149853,3,3,2,3,0,3,3,3,3,3,0,2,3,3.0
32165,1.0,1.0,1.0,0.7142857142857143,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.016,1.0,0.3937316356513223,3,3,3,2,1,3,3,3,3,3,1,1,3,2.0
32221,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,3.190666666666667,1.0,0.4305200341005968,3,3,3,3,2,3,3,3,3,3,3,3,3,2.0
32240,1.0,0.95,1.0,0.7999999999999999,0.0,1.0,0.75,0.8,1.0,1.0,0.5,2.502666666666667,1.0,0.19843527738264585,3,3,3,2,0,3,2,2,3,3,1,3,3,3.0
32330,1.0,1.0,1.0,0.8571428571428571,0.8,1.0,1.0,0.8,1.0,1.0,0.6666666666666666,4.0,1.0,0.15713065755764294,3,3,3,3,2,3,3,2,3,3,3,3,3,3.0
32392,1.0,0.95,1.0,0.2857142857142857,0.0,1.0,1.0,1.0,1.0,0.8,0.8333333333333334,1.4466666666666663,1.0,0.21638924455825875,3,3,3,0,0,3,3,3,3,2,3,1,3,3.0
32538,1.0,0.9,1.0,0.48571428571428577,0.0,0.8,0.8,0.8,0.8,0.8,0.5,1.5195,1.0,0.2563451776649747,3,3,3,1,0,2,2,2,2,2,1,1,3,2.0
32581,1.0,1.0,1.0,0.8857142857142858,0.5,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,2.349166666666666,1.0,0.2995910020449899,3,3,3,3,1,3,3,3,3,3,3,2,3,2.0
32582,0.9,0.9,0.8,0.5142857142857143,0.8,1.0,0.8,1.0,1.0,1.0,0.16666666666666666,3.2900000000000005,1.0,0.14898688915375444,3,3,2,1,2,3,2,3,3,3,0,3,3,3.0
32591,0.8,0.575,0.0,0.42857142857142855,0.0,0.5,0.25,0.5,0.8,0.0,0.3333333333333333,1.8356666666666663,0.8,0.2938144329896906,2,1,0,1,0,1,0,1,2,0,0,2,3,2.0
32609,0.9,0.95,1.0,0.8571428571428571,0.5,1.0,0.25,0.8,0.0,0.5,0.3333333333333333,2.027,1.0,2.4450261780104707,3,3,3,3,1,3,0,2,0,1,0,2,3,0.0
32731,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,1.5316666666666665,1.0,0.29101796407185626,3,3,3,3,1,3,1,3,3,3,3,1,3,2.0
32739,1.0,0.8,1.0,0.6571428571428571,0.5,1.0,0.9,1.0,1.0,0.8,0.16666666666666666,2.8321666666666663,1.0,0.2672147995889003,3,2,3,2,1,3,3,3,3,2,0,3,3,2.0
32764,0.8,0.8,0.0,0.2857142857142857,0.0,0.8,0.8,0.8,0.8,1.0,0.6666666666666666,1.8903333333333328,0.8,0.12336892052194552,2,2,0,0,0,2,2,2,2,3,3,2,3,3.0
32859,0.8,0.8500000000000001,1.0,0.7999999999999999,0.5,0.8,0.25,0.8,0.5,0.8,0.6666666666666666,2.1123333333333334,1.0,0.3076923076923077,2,3,3,2,1,2,0,2,1,2,3,2,3,2.0
33108,1.0,1.0,1.0,0.9428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,2.1253333333333333,1.0,0.4988584474885845,3,3,3,3,3,3,3,3,3,3,3,2,3,1.0
33194,0.65,0.8,0.5,0.14285714285714285,0.0,0.5,0.0,0.0,0.0,0.0,0.16666666666666666,1.2148333333333332,0.5,0.4253246753246753,2,2,1,0,0,1,0,0,0,0,0,1,1,2.0
33400,1.0,1.0,1.0,0.8857142857142858,0.8,1.0,0.5,1.0,1.0,1.0,0.8333333333333334,3.177833333333333,1.0,0.3289623717217787,3,3,3,3,2,3,1,3,3,3,3,3,3,2.0
33449,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.627166666666666,1.0,0.11385701676963805,3,3,3,3,3,3,3,3,3,3,0,3,3,3.0
33887,1.0,0.8999999999999999,1.0,0.5,0.0,1.0,0.75,1.0,1.0,0.8,0.16666666666666666,2.6485,1.0,0.3261390887290168,3,3,3,1,0,3,2,3,3,2,0,3,3,2.0
34238,1.0,1.0,1.0,0.8285714285714286,1.0,1.0,1.0,1.0,0.8,1.0,0.8333333333333334,4.0,1.0,0.23153252480705624,3,3,3,2,3,3,3,3,2,3,3,3,3,3.0
34879,0.8,0.7250000000000001,1.0,0.42857142857142855,0.0,0.8,0.0,0.8,0.5,0.0,0.5,0.0,1.0,0.361244019138756,2,2,3,1,0,2,0,2,1,0,1,0,3,2.0
35162,0.8,0.575,1.0,0.14285714285714285,0.0,0.5,0.4,0.5,0.5,0.5,0.6666666666666666,1.7435,1.0,0.048,2,1,3,0,0,1,1,1,1,1,3,1,3,3.0
35165,1.0,1.0,1.0,0.7142857142857143,0.0,1.0,1.0,1.0,0.8,0.8,0.6666666666666666,2.491,1.0,0.27946537059538273,3,3,3,2,0,3,3,3,2,2,3,2,3,2.0
35750,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.8,0.8333333333333334,1.9165,1.0,0.16513761467889898,3,3,3,3,2,3,3,3,3,2,3,2,3,3.0
36278,1.0,1.0,1.0,0.8571428571428571,0.5,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,2.8681666666666668,1.0,0.17264276228419656,3,3,3,3,1,3,3,3,3,3,3,3,3,3.0
37391,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,0.9,1.0,1.0,1.0,0.6666666666666666,1.9048333333333327,1.0,0.16322701688555344,3,3,3,3,1,3,3,3,3,3,3,2,3,3.0
37429,1.0,1.0,1.0,0.9428571428571428,0.8,1.0,0.9,1.0,1.0,0.8,0.75,2.628,1.0,0.1206896551724137,3,3,3,3,2,3,3,3,3,2,3,3,3,3.0
38411,1.0,1.0,1.0,0.9428571428571428,0.5,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,3.0708333333333333,1.0,0.05827505827505827,3,3,3,3,1,3,3,3,3,3,3,3,3,3.0
38761,0.8,0.5,0.5,0.37142857142857144,0.0,0.5,0.75,0.8,0.5,0.5,0.3333333333333333,3.1245,1.0,0.2374429223744293,2,1,1,1,0,1,2,2,1,1,0,3,3,3.0
