Response,WCPM,Acc,Comp,Exp,level,WCPM_response,Comp_response,Exp_response,undetermined,1_or_2,2_unanimous,2_or_3,3_unanimous,best_pitch_slope_score_lower_constituents_with_pauses,best_pitch_slope_score_lower_constituents_no_pauses,best_pitch_slope_score_middle_constituents_with_pauses,best_pitch_slope_score_middle_constituents_no_pauses,best_pitch_slope_score_higher_constituents_with_pauses,best_pitch_slope_score_higher_constituents_no_pauses,best_duration_score_lower_constituents_with_pauses,best_duration_score_lower_constituents_no_pauses,best_duration_score_middle_constituents_with_pauses,best_duration_score_middle_constituents_no_pauses,best_duration_score_higher_constituents_with_pauses,best_duration_score_higher_constituents_no_pauses
719358,66.0,0.909,5.3,2.4,9,79.5,5.2,2.5,0,0,1,0,0,0.15123029263530566,0.0,0.2014350167999634,0.3002801903030678,0.15169739438383448,0.4536971088641341,0.5176675335864602,0.0,0.46711948806243064,0.6418890445994162,0.5306970136463386,0.7780052572051513
719362,66.0,0.909,5.3,2.4,9,66.5,7.5,2.3,0,0,0,1,0,0.0,0.0,0.1578120060019843,0.5311553446566787,0.18741698518976982,0.3733354185415745,0.3643137290536498,0.6652529941854414,0.39242208739334633,0.505531847615977,0.30746257598961024,0.151892004541998
719362,66.0,0.909,5.3,2.4,9,66.5,7.5,2.3,0,0,0,1,0,0.0,0.0,0.1578120060019843,0.5311553446566787,0.18741698518976982,0.3733354185415745,0.3643137290536498,0.6652529941854414,0.39242208739334633,0.505531847615977,0.30746257598961024,0.151892004541998
719362,66.0,0.909,5.3,2.4,9,66.5,7.5,2.3,0,0,0,1,0,0.0,0.0,0.1578120060019843,0.5311553446566787,0.18741698518976982,0.3733354185415745,0.3643137290536498,0.6652529941854414,0.39242208739334633,0.505531847615977,0.30746257598961024,0.151892004541998
725913,90.0,0.7190000000000001,2.6,2.1,8,95.2,4.0,2.6,0,0,0,0,1,0.1531267864406034,0.16450330404223615,0.11659913791727237,0.4289986551809898,0.14046540920442288,0.2183598759835176,0.6558294521064632,0.6630283886529756,0.6471844732275674,0.685587556662034,0.6360397013383879,0.4612102071538813
725913,90.0,0.7190000000000001,2.6,2.1,8,95.2,4.0,2.6,0,0,0,0,1,0.1531267864406034,0.16450330404223615,0.11659913791727237,0.4289986551809898,0.14046540920442288,0.2183598759835176,0.6558294521064632,0.6630283886529756,0.6471844732275674,0.685587556662034,0.6360397013383879,0.4612102071538813
725913,90.0,0.7190000000000001,2.6,2.1,8,95.2,4.0,2.6,0,0,0,0,1,0.1531267864406034,0.16450330404223615,0.11659913791727237,0.4289986551809898,0.14046540920442288,0.2183598759835176,0.6558294521064632,0.6630283886529756,0.6471844732275674,0.685587556662034,0.6360397013383879,0.4612102071538813
725913,90.0,0.7190000000000001,2.6,2.1,8,95.2,4.0,2.6,0,0,0,0,1,0.1531267864406034,0.16450330404223615,0.11659913791727237,0.4289986551809898,0.14046540920442288,0.2183598759835176,0.6558294521064632,0.6630283886529756,0.6471844732275674,0.685587556662034,0.6360397013383879,0.4612102071538813
725917,90.0,0.7190000000000001,2.6,2.1,8,54.6,2.5,1.9,0,0,0,0,1,0.4011868120123408,0.0,0.4234086837795923,0.0,0.3851589496472233,0.0,0.1930233472874791,0.0,0.24826633787764413,0.0,0.1579733405736779,0.0
725917,90.0,0.7190000000000001,2.6,2.1,8,54.6,2.5,1.9,0,0,0,0,1,0.4011868120123408,0.0,0.4234086837795923,0.0,0.3851589496472233,0.0,0.1930233472874791,0.0,0.24826633787764413,0.0,0.1579733405736779,0.0
725921,90.0,0.7190000000000001,2.6,2.1,8,93.3,2.0,2.6,0,0,0,0,1,0.0,0.0,0.3487201189352218,0.47554564262107607,0.3065793799288043,0.4670161294968737,0.6128242533623849,0.5342269754366045,0.6003764878614865,0.31585982989313344,0.6076383058744873,0.6399258850697419
725921,90.0,0.7190000000000001,2.6,2.1,8,93.3,2.0,2.6,0,0,0,0,1,0.0,0.0,0.3487201189352218,0.47554564262107607,0.3065793799288043,0.4670161294968737,0.6128242533623849,0.5342269754366045,0.6003764878614865,0.31585982989313344,0.6076383058744873,0.6399258850697419
727926,82.0,0.944,5.2,2.9,11,79.8,6.1,2.1,0,0,0,1,0,0.6126799183006991,0.0,0.6669329459895519,0.551911996924161,0.668376513354268,0.5414260632721277,0.29507887674493954,0.0,0.27182939326726036,0.24143731135953952,0.29409047786585374,0.314797007090936
727926,82.0,0.944,5.2,2.9,11,79.8,6.1,2.1,0,0,0,1,0,0.6126799183006991,0.0,0.6669329459895519,0.551911996924161,0.668376513354268,0.5414260632721277,0.29507887674493954,0.0,0.27182939326726036,0.24143731135953952,0.29409047786585374,0.314797007090936
727926,82.0,0.944,5.2,2.9,11,79.8,6.1,2.1,0,0,0,1,0,0.6126799183006991,0.0,0.6669329459895519,0.551911996924161,0.668376513354268,0.5414260632721277,0.29507887674493954,0.0,0.27182939326726036,0.24143731135953952,0.29409047786585374,0.314797007090936
727926,82.0,0.944,5.2,2.9,11,79.8,6.1,2.1,0,0,0,1,0,0.6126799183006991,0.0,0.6669329459895519,0.551911996924161,0.668376513354268,0.5414260632721277,0.29507887674493954,0.0,0.27182939326726036,0.24143731135953952,0.29409047786585374,0.314797007090936
727926,82.0,0.944,5.2,2.9,11,79.8,6.1,2.1,0,0,0,1,0,0.6126799183006991,0.0,0.6669329459895519,0.551911996924161,0.668376513354268,0.5414260632721277,0.29507887674493954,0.0,0.27182939326726036,0.24143731135953952,0.29409047786585374,0.314797007090936
727930,82.0,0.944,5.2,2.9,11,82.2,5.0,2.7,0,0,0,0,1,0.3042161162721685,0.0,0.3697690361342401,0.48436453531529877,0.2945289813729491,0.47924996168709905,0.22615302997001424,0.6711545091999096,0.2060660102057033,0.2655120530848137,0.20250279951677497,0.45342793874797455
727930,82.0,0.944,5.2,2.9,11,82.2,5.0,2.7,0,0,0,0,1,0.3042161162721685,0.0,0.3697690361342401,0.48436453531529877,0.2945289813729491,0.47924996168709905,0.22615302997001424,0.6711545091999096,0.2060660102057033,0.2655120530848137,0.20250279951677497,0.45342793874797455
727930,82.0,0.944,5.2,2.9,11,82.2,5.0,2.7,0,0,0,0,1,0.3042161162721685,0.0,0.3697690361342401,0.48436453531529877,0.2945289813729491,0.47924996168709905,0.22615302997001424,0.6711545091999096,0.2060660102057033,0.2655120530848137,0.20250279951677497,0.45342793874797455
727934,82.0,0.944,5.2,2.9,11,115.5,4.6,3.4,0,0,0,0,1,0.0,0.0,0.36423783528581466,0.7019288454138128,0.40925632476321633,0.5368956314886286,0.1586713711686471,0.5645825592731598,0.23172551159938407,0.6814203040830482,0.21654348400098347,0.5659999041935978
727934,82.0,0.944,5.2,2.9,11,115.5,4.6,3.4,0,0,0,0,1,0.0,0.0,0.36423783528581466,0.7019288454138128,0.40925632476321633,0.5368956314886286,0.1586713711686471,0.5645825592731598,0.23172551159938407,0.6814203040830482,0.21654348400098347,0.5659999041935978
727934,82.0,0.944,5.2,2.9,11,115.5,4.6,3.4,0,0,0,0,1,0.0,0.0,0.36423783528581466,0.7019288454138128,0.40925632476321633,0.5368956314886286,0.1586713711686471,0.5645825592731598,0.23172551159938407,0.6814203040830482,0.21654348400098347,0.5659999041935978
738009,81.0,0.7959999999999999,4.9,2.4,7,86.0,6.7,2.6,0,0,0,0,1,0.6772934768697806,0.0,0.6735623108101001,0.454448452839523,0.6616474647047658,0.5015759086651966,0.3808172760867803,0.0,0.3621351814258318,0.4644206693977181,0.41561998891391233,0.5046236213620131
738009,81.0,0.7959999999999999,4.9,2.4,7,86.0,6.7,2.6,0,0,0,0,1,0.6772934768697806,0.0,0.6735623108101001,0.454448452839523,0.6616474647047658,0.5015759086651966,0.3808172760867803,0.0,0.3621351814258318,0.4644206693977181,0.41561998891391233,0.5046236213620131
738013,81.0,0.7959999999999999,4.9,2.4,7,91.3,4.0,2.7,0,0,0,1,0,0.3584648420848826,0.0,0.3865038882537609,0.46633033216098174,0.3691261363060354,0.391087507002471,0.3466697067180903,0.36147921189048815,0.35343823622842724,0.42509966178578895,0.33675503721517147,0.3878598960534902
738013,81.0,0.7959999999999999,4.9,2.4,7,91.3,4.0,2.7,0,0,0,1,0,0.3584648420848826,0.0,0.3865038882537609,0.46633033216098174,0.3691261363060354,0.391087507002471,0.3466697067180903,0.36147921189048815,0.35343823622842724,0.42509966178578895,0.33675503721517147,0.3878598960534902
738017,81.0,0.7959999999999999,4.9,2.4,7,101.5,3.9,2.8,0,0,0,0,1,0.0,0.0,0.3850968036572692,0.7189720203123336,0.2555612890106451,0.4024586653463796,0.5533689204494425,0.6062761772832624,0.5602136250886419,0.55288411214182,0.5041756527883575,0.49095896325529703
738017,81.0,0.7959999999999999,4.9,2.4,7,101.5,3.9,2.8,0,0,0,0,1,0.0,0.0,0.3850968036572692,0.7189720203123336,0.2555612890106451,0.4024586653463796,0.5533689204494425,0.6062761772832624,0.5602136250886419,0.55288411214182,0.5041756527883575,0.49095896325529703
744730,84.0,0.792,3.2,2.4,8,99.5,2.7,2.5,0,0,0,1,0,0.38095115410965275,0.0,0.4033548786116319,0.687006941677988,0.3740813620270245,0.5176400020731203,0.4229122375758509,0.0,0.3810848551392362,0.33907986697661496,0.46144053446568406,0.28351075962730105
744730,84.0,0.792,3.2,2.4,8,99.5,2.7,2.5,0,0,0,1,0,0.38095115410965275,0.0,0.4033548786116319,0.687006941677988,0.3740813620270245,0.5176400020731203,0.4229122375758509,0.0,0.3810848551392362,0.33907986697661496,0.46144053446568406,0.28351075962730105
744730,84.0,0.792,3.2,2.4,8,99.5,2.7,2.5,0,0,0,1,0,0.38095115410965275,0.0,0.4033548786116319,0.687006941677988,0.3740813620270245,0.5176400020731203,0.4229122375758509,0.0,0.3810848551392362,0.33907986697661496,0.46144053446568406,0.28351075962730105
744730,84.0,0.792,3.2,2.4,8,99.5,2.7,2.5,0,0,0,1,0,0.38095115410965275,0.0,0.4033548786116319,0.687006941677988,0.3740813620270245,0.5176400020731203,0.4229122375758509,0.0,0.3810848551392362,0.33907986697661496,0.46144053446568406,0.28351075962730105
744730,84.0,0.792,3.2,2.4,8,99.5,2.7,2.5,0,0,0,1,0,0.38095115410965275,0.0,0.4033548786116319,0.687006941677988,0.3740813620270245,0.5176400020731203,0.4229122375758509,0.0,0.3810848551392362,0.33907986697661496,0.46144053446568406,0.28351075962730105
744734,84.0,0.792,3.2,2.4,8,82.1,4.1,2.4,0,0,0,1,0,0.3119708499246681,0.0,0.3481002820901409,0.0,0.3049506343915371,0.22825954843866703,0.10090183582111856,0.0,0.03600547048524038,0.0,0.0987278736279142,0.31937644470955157
744734,84.0,0.792,3.2,2.4,8,82.1,4.1,2.4,0,0,0,1,0,0.3119708499246681,0.0,0.3481002820901409,0.0,0.3049506343915371,0.22825954843866703,0.10090183582111856,0.0,0.03600547048524038,0.0,0.0987278736279142,0.31937644470955157
744738,84.0,0.792,3.2,2.4,8,116.6,2.9,3.2,0,0,0,0,1,0.0,0.0,0.6740115951110602,0.5830304967483713,0.6398536219112001,0.5011819550199564,0.333453892352226,0.5119853607594788,0.3544282198246504,0.720309113932623,0.3993169809679042,0.4647461324970266
744738,84.0,0.792,3.2,2.4,8,116.6,2.9,3.2,0,0,0,0,1,0.0,0.0,0.6740115951110602,0.5830304967483713,0.6398536219112001,0.5011819550199564,0.333453892352226,0.5119853607594788,0.3544282198246504,0.720309113932623,0.3993169809679042,0.4647461324970266
744738,84.0,0.792,3.2,2.4,8,116.6,2.9,3.2,0,0,0,0,1,0.0,0.0,0.6740115951110602,0.5830304967483713,0.6398536219112001,0.5011819550199564,0.333453892352226,0.5119853607594788,0.3544282198246504,0.720309113932623,0.3993169809679042,0.4647461324970266
746491,56.0,0.988,5.9,2.3,8,56.2,7.5,2.2,0,0,0,1,0,0.3607700161414625,0.5699565226210104,0.3761868644700057,0.6090311880042034,0.3973221003447534,0.35246276659201387,0.34638091243760244,0.42653182045275156,0.3387752286976663,0.4460807683528497,0.31735490060697075,0.43810567456109234
746491,56.0,0.988,5.9,2.3,8,56.2,7.5,2.2,0,0,0,1,0,0.3607700161414625,0.5699565226210104,0.3761868644700057,0.6090311880042034,0.3973221003447534,0.35246276659201387,0.34638091243760244,0.42653182045275156,0.3387752286976663,0.4460807683528497,0.31735490060697075,0.43810567456109234
746491,56.0,0.988,5.9,2.3,8,56.2,7.5,2.2,0,0,0,1,0,0.3607700161414625,0.5699565226210104,0.3761868644700057,0.6090311880042034,0.3973221003447534,0.35246276659201387,0.34638091243760244,0.42653182045275156,0.3387752286976663,0.4460807683528497,0.31735490060697075,0.43810567456109234
746491,56.0,0.988,5.9,2.3,8,56.2,7.5,2.2,0,0,0,1,0,0.3607700161414625,0.5699565226210104,0.3761868644700057,0.6090311880042034,0.3973221003447534,0.35246276659201387,0.34638091243760244,0.42653182045275156,0.3387752286976663,0.4460807683528497,0.31735490060697075,0.43810567456109234
746495,56.0,0.988,5.9,2.3,8,53.3,4.8,2.0,0,0,0,0,1,0.24624221557327797,0.0,0.2103679239002519,0.4382663725911048,0.2560141446215389,0.4634224407609607,0.2803821695016866,0.6541625064842843,0.28574894247481286,0.5706932663650242,0.29602712673603854,0.5754905461643763
746495,56.0,0.988,5.9,2.3,8,53.3,4.8,2.0,0,0,0,0,1,0.24624221557327797,0.0,0.2103679239002519,0.4382663725911048,0.2560141446215389,0.4634224407609607,0.2803821695016866,0.6541625064842843,0.28574894247481286,0.5706932663650242,0.29602712673603854,0.5754905461643763
746495,56.0,0.988,5.9,2.3,8,53.3,4.8,2.0,0,0,0,0,1,0.24624221557327797,0.0,0.2103679239002519,0.4382663725911048,0.2560141446215389,0.4634224407609607,0.2803821695016866,0.6541625064842843,0.28574894247481286,0.5706932663650242,0.29602712673603854,0.5754905461643763
746499,56.0,0.988,5.9,2.3,8,79.4,5.5,2.4,0,0,0,0,1,0.0,0.0,0.01670743919742687,0.28633164514205034,0.07741521847295528,0.2669607540848867,0.41165096272522567,0.0,0.42546649115178303,0.6753806738493877,0.3676313204911467,0.5433718507028606
746499,56.0,0.988,5.9,2.3,8,79.4,5.5,2.4,0,0,0,0,1,0.0,0.0,0.01670743919742687,0.28633164514205034,0.07741521847295528,0.2669607540848867,0.41165096272522567,0.0,0.42546649115178303,0.6753806738493877,0.3676313204911467,0.5433718507028606
746499,56.0,0.988,5.9,2.3,8,79.4,5.5,2.4,0,0,0,0,1,0.0,0.0,0.01670743919742687,0.28633164514205034,0.07741521847295528,0.2669607540848867,0.41165096272522567,0.0,0.42546649115178303,0.6753806738493877,0.3676313204911467,0.5433718507028606
746639,91.0,0.996,4.2,3.2,11,90.0,2.6,3.2,0,0,0,0,1,0.3365274335182654,0.0,0.35738607035521935,0.0,0.34761780982689383,0.0,0.25500145203622937,0.0,0.24336851857671396,0.2950918080931342,0.21603569336599962,0.4744405185233431
746639,91.0,0.996,4.2,3.2,11,90.0,2.6,3.2,0,0,0,0,1,0.3365274335182654,0.0,0.35738607035521935,0.0,0.34761780982689383,0.0,0.25500145203622937,0.0,0.24336851857671396,0.2950918080931342,0.21603569336599962,0.4744405185233431
746639,91.0,0.996,4.2,3.2,11,90.0,2.6,3.2,0,0,0,0,1,0.3365274335182654,0.0,0.35738607035521935,0.0,0.34761780982689383,0.0,0.25500145203622937,0.0,0.24336851857671396,0.2950918080931342,0.21603569336599962,0.4744405185233431
746639,91.0,0.996,4.2,3.2,11,90.0,2.6,3.2,0,0,0,0,1,0.3365274335182654,0.0,0.35738607035521935,0.0,0.34761780982689383,0.0,0.25500145203622937,0.0,0.24336851857671396,0.2950918080931342,0.21603569336599962,0.4744405185233431
746639,91.0,0.996,4.2,3.2,11,90.0,2.6,3.2,0,0,0,0,1,0.3365274335182654,0.0,0.35738607035521935,0.0,0.34761780982689383,0.0,0.25500145203622937,0.0,0.24336851857671396,0.2950918080931342,0.21603569336599962,0.4744405185233431
746643,91.0,0.996,4.2,3.2,11,87.0,4.0,2.9,0,0,0,0,1,0.4507764351724428,0.0,0.4805149487190196,0.44624531761536546,0.46932494280724624,0.6937444978254075,0.5506232554013267,0.8069324412596912,0.5586810467334918,0.7958014052939619,0.5013747338078329,0.7687037712478428
746643,91.0,0.996,4.2,3.2,11,87.0,4.0,2.9,0,0,0,0,1,0.4507764351724428,0.0,0.4805149487190196,0.44624531761536546,0.46932494280724624,0.6937444978254075,0.5506232554013267,0.8069324412596912,0.5586810467334918,0.7958014052939619,0.5013747338078329,0.7687037712478428
746643,91.0,0.996,4.2,3.2,11,87.0,4.0,2.9,0,0,0,0,1,0.4507764351724428,0.0,0.4805149487190196,0.44624531761536546,0.46932494280724624,0.6937444978254075,0.5506232554013267,0.8069324412596912,0.5586810467334918,0.7958014052939619,0.5013747338078329,0.7687037712478428
746647,91.0,0.996,4.2,3.2,11,84.4,6.1,2.8,0,0,0,0,1,0.0,0.0,0.6206164009028325,0.782011431841122,0.5664209293815264,0.4435413045953224,0.4261930359019855,0.5339735587615331,0.42244134021167246,0.6484068346205485,0.3801850646432136,0.6151851473096692
746647,91.0,0.996,4.2,3.2,11,84.4,6.1,2.8,0,0,0,0,1,0.0,0.0,0.6206164009028325,0.782011431841122,0.5664209293815264,0.4435413045953224,0.4261930359019855,0.5339735587615331,0.42244134021167246,0.6484068346205485,0.3801850646432136,0.6151851473096692
746647,91.0,0.996,4.2,3.2,11,84.4,6.1,2.8,0,0,0,0,1,0.0,0.0,0.6206164009028325,0.782011431841122,0.5664209293815264,0.4435413045953224,0.4261930359019855,0.5339735587615331,0.42244134021167246,0.6484068346205485,0.3801850646432136,0.6151851473096692
747114,113.0,1.0,6.1,3.6,14,104.2,5.7,4.0,0,0,0,0,1,0.37331191540798936,0.0,0.35173269672744767,0.47422327637252654,0.3592252613427385,0.34505312858775367,0.44094269183054435,0.7083571873327636,0.44599988387029976,0.8185752659766337,0.48120849467375953,0.5511777513334167
747114,113.0,1.0,6.1,3.6,14,104.2,5.7,4.0,0,0,0,0,1,0.37331191540798936,0.0,0.35173269672744767,0.47422327637252654,0.3592252613427385,0.34505312858775367,0.44094269183054435,0.7083571873327636,0.44599988387029976,0.8185752659766337,0.48120849467375953,0.5511777513334167
747114,113.0,1.0,6.1,3.6,14,104.2,5.7,4.0,0,0,0,0,1,0.37331191540798936,0.0,0.35173269672744767,0.47422327637252654,0.3592252613427385,0.34505312858775367,0.44094269183054435,0.7083571873327636,0.44599988387029976,0.8185752659766337,0.48120849467375953,0.5511777513334167
747114,113.0,1.0,6.1,3.6,14,104.2,5.7,4.0,0,0,0,0,1,0.37331191540798936,0.0,0.35173269672744767,0.47422327637252654,0.3592252613427385,0.34505312858775367,0.44094269183054435,0.7083571873327636,0.44599988387029976,0.8185752659766337,0.48120849467375953,0.5511777513334167
747114,113.0,1.0,6.1,3.6,14,104.2,5.7,4.0,0,0,0,0,1,0.37331191540798936,0.0,0.35173269672744767,0.47422327637252654,0.3592252613427385,0.34505312858775367,0.44094269183054435,0.7083571873327636,0.44599988387029976,0.8185752659766337,0.48120849467375953,0.5511777513334167
747118,113.0,1.0,6.1,3.6,14,113.1,3.6,3.6,0,0,0,0,1,0.37847468063687634,0.0,0.4259501777783136,0.3685953971832822,0.3410444193365079,0.5426467770209629,0.4157665341045028,0.6863317134884436,0.46231359458395993,0.6639692668950409,0.39061362980019576,0.5510245802200857
747118,113.0,1.0,6.1,3.6,14,113.1,3.6,3.6,0,0,0,0,1,0.37847468063687634,0.0,0.4259501777783136,0.3685953971832822,0.3410444193365079,0.5426467770209629,0.4157665341045028,0.6863317134884436,0.46231359458395993,0.6639692668950409,0.39061362980019576,0.5510245802200857
747118,113.0,1.0,6.1,3.6,14,113.1,3.6,3.6,0,0,0,0,1,0.37847468063687634,0.0,0.4259501777783136,0.3685953971832822,0.3410444193365079,0.5426467770209629,0.4157665341045028,0.6863317134884436,0.46231359458395993,0.6639692668950409,0.39061362980019576,0.5510245802200857
747122,113.0,1.0,6.1,3.6,14,120.8,8.0,3.5,0,0,0,0,1,0.0,0.0,0.49911814874280813,0.6569526854798579,0.4218828721181542,0.49042897725244605,0.7393546693064301,0.6060709888177032,0.742533800913022,0.9769245690922239,0.7432464755559063,0.7562522876212032
747122,113.0,1.0,6.1,3.6,14,120.8,8.0,3.5,0,0,0,0,1,0.0,0.0,0.49911814874280813,0.6569526854798579,0.4218828721181542,0.49042897725244605,0.7393546693064301,0.6060709888177032,0.742533800913022,0.9769245690922239,0.7432464755559063,0.7562522876212032
747122,113.0,1.0,6.1,3.6,14,120.8,8.0,3.5,0,0,0,0,1,0.0,0.0,0.49911814874280813,0.6569526854798579,0.4218828721181542,0.49042897725244605,0.7393546693064301,0.6060709888177032,0.742533800913022,0.9769245690922239,0.7432464755559063,0.7562522876212032
747136,108.0,0.945,2.7,3.4,13,120.3,4.7,4.0,0,0,0,0,1,0.580164193342247,0.0,0.5523497583577446,0.46498339891784723,0.5514379018367049,0.5277884421652865,0.5003116266698442,0.8174829568784779,0.48279715026263276,0.7622047264757449,0.5350341510317902,0.690412241762347
747136,108.0,0.945,2.7,3.4,13,120.3,4.7,4.0,0,0,0,0,1,0.580164193342247,0.0,0.5523497583577446,0.46498339891784723,0.5514379018367049,0.5277884421652865,0.5003116266698442,0.8174829568784779,0.48279715026263276,0.7622047264757449,0.5350341510317902,0.690412241762347
747136,108.0,0.945,2.7,3.4,13,120.3,4.7,4.0,0,0,0,0,1,0.580164193342247,0.0,0.5523497583577446,0.46498339891784723,0.5514379018367049,0.5277884421652865,0.5003116266698442,0.8174829568784779,0.48279715026263276,0.7622047264757449,0.5350341510317902,0.690412241762347
747136,108.0,0.945,2.7,3.4,13,120.3,4.7,4.0,0,0,0,0,1,0.580164193342247,0.0,0.5523497583577446,0.46498339891784723,0.5514379018367049,0.5277884421652865,0.5003116266698442,0.8174829568784779,0.48279715026263276,0.7622047264757449,0.5350341510317902,0.690412241762347
747136,108.0,0.945,2.7,3.4,13,120.3,4.7,4.0,0,0,0,0,1,0.580164193342247,0.0,0.5523497583577446,0.46498339891784723,0.5514379018367049,0.5277884421652865,0.5003116266698442,0.8174829568784779,0.48279715026263276,0.7622047264757449,0.5350341510317902,0.690412241762347
747140,108.0,0.945,2.7,3.4,13,104.2,1.0,3.5,0,0,0,0,1,0.2992377005166774,0.0,0.2631173336666034,0.0,0.28463891263964264,0.0,0.9048570632097865,0.0,0.9177707194190514,0.5445799845811722,0.8962682256626299,0.6420470694665676
747140,108.0,0.945,2.7,3.4,13,104.2,1.0,3.5,0,0,0,0,1,0.2992377005166774,0.0,0.2631173336666034,0.0,0.28463891263964264,0.0,0.9048570632097865,0.0,0.9177707194190514,0.5445799845811722,0.8962682256626299,0.6420470694665676
747140,108.0,0.945,2.7,3.4,13,104.2,1.0,3.5,0,0,0,0,1,0.2992377005166774,0.0,0.2631173336666034,0.0,0.28463891263964264,0.0,0.9048570632097865,0.0,0.9177707194190514,0.5445799845811722,0.8962682256626299,0.6420470694665676
747144,108.0,0.945,2.7,3.4,13,81.0,3.1,2.1,0,0,0,0,1,0.0,0.0,0.05198806606860648,0.32019992361127236,0.14192182013747842,0.5022353634266238,0.8542228239209924,0.0,0.8310408269530997,0.3491344190312054,0.8462684462559505,0.46918358097501506
747144,108.0,0.945,2.7,3.4,13,81.0,3.1,2.1,0,0,0,0,1,0.0,0.0,0.05198806606860648,0.32019992361127236,0.14192182013747842,0.5022353634266238,0.8542228239209924,0.0,0.8310408269530997,0.3491344190312054,0.8462684462559505,0.46918358097501506
747144,108.0,0.945,2.7,3.4,13,81.0,3.1,2.1,0,0,0,0,1,0.0,0.0,0.05198806606860648,0.32019992361127236,0.14192182013747842,0.5022353634266238,0.8542228239209924,0.0,0.8310408269530997,0.3491344190312054,0.8462684462559505,0.46918358097501506
747752,108.0,0.789,3.3,3.1,10,123.0,5.2,3.6,0,0,0,0,1,0.2969616816206104,0.42911541457101576,0.2720554847533218,0.29498047520219983,0.2811522204779318,0.2479243409292876,0.6084682122232017,0.7500990659996479,0.6135057168155762,0.6117531877324974,0.6488364432661431,0.6789177141235622
747752,108.0,0.789,3.3,3.1,10,123.0,5.2,3.6,0,0,0,0,1,0.2969616816206104,0.42911541457101576,0.2720554847533218,0.29498047520219983,0.2811522204779318,0.2479243409292876,0.6084682122232017,0.7500990659996479,0.6135057168155762,0.6117531877324974,0.6488364432661431,0.6789177141235622
747752,108.0,0.789,3.3,3.1,10,123.0,5.2,3.6,0,0,0,0,1,0.2969616816206104,0.42911541457101576,0.2720554847533218,0.29498047520219983,0.2811522204779318,0.2479243409292876,0.6084682122232017,0.7500990659996479,0.6135057168155762,0.6117531877324974,0.6488364432661431,0.6789177141235622
747752,108.0,0.789,3.3,3.1,10,123.0,5.2,3.6,0,0,0,0,1,0.2969616816206104,0.42911541457101576,0.2720554847533218,0.29498047520219983,0.2811522204779318,0.2479243409292876,0.6084682122232017,0.7500990659996479,0.6135057168155762,0.6117531877324974,0.6488364432661431,0.6789177141235622
747752,108.0,0.789,3.3,3.1,10,123.0,5.2,3.6,0,0,0,0,1,0.2969616816206104,0.42911541457101576,0.2720554847533218,0.29498047520219983,0.2811522204779318,0.2479243409292876,0.6084682122232017,0.7500990659996479,0.6135057168155762,0.6117531877324974,0.6488364432661431,0.6789177141235622
747756,108.0,0.789,3.3,3.1,10,123.0,1.9,3.3,0,0,0,0,1,0.3645569408741224,0.0,0.3624885359325687,0.40290013541494646,0.33745182288981,0.5373607355258397,0.7830459297827767,0.8112184885655367,0.7882304558659223,0.8040098942766097,0.7579222084000985,0.7857067236212487
747756,108.0,0.789,3.3,3.1,10,123.0,1.9,3.3,0,0,0,0,1,0.3645569408741224,0.0,0.3624885359325687,0.40290013541494646,0.33745182288981,0.5373607355258397,0.7830459297827767,0.8112184885655367,0.7882304558659223,0.8040098942766097,0.7579222084000985,0.7857067236212487
747756,108.0,0.789,3.3,3.1,10,123.0,1.9,3.3,0,0,0,0,1,0.3645569408741224,0.0,0.3624885359325687,0.40290013541494646,0.33745182288981,0.5373607355258397,0.7830459297827767,0.8112184885655367,0.7882304558659223,0.8040098942766097,0.7579222084000985,0.7857067236212487
747760,108.0,0.789,3.3,3.1,10,96.8,2.9,3.0,0,0,0,0,1,0.0,0.0,0.4621490467777993,0.0,0.36455936752745777,0.0,0.4221114679114431,0.0,0.4719014809392355,0.22058414667469772,0.36858883267198017,0.3242979276616882
747760,108.0,0.789,3.3,3.1,10,96.8,2.9,3.0,0,0,0,0,1,0.0,0.0,0.4621490467777993,0.0,0.36455936752745777,0.0,0.4221114679114431,0.0,0.4719014809392355,0.22058414667469772,0.36858883267198017,0.3242979276616882
747760,108.0,0.789,3.3,3.1,10,96.8,2.9,3.0,0,0,0,0,1,0.0,0.0,0.4621490467777993,0.0,0.36455936752745777,0.0,0.4221114679114431,0.0,0.4719014809392355,0.22058414667469772,0.36858883267198017,0.3242979276616882
748431,155.0,1.0,6.5,4.0,18,151.7,3.6,4.2,0,0,0,0,1,0.6825946538727709,0.6354920959426262,0.664367971930474,0.5608686364606493,0.6811974489856234,0.6086684284260333,0.6487790479069624,0.8708129653791475,0.6359706786575153,0.8222787369837579,0.6543531792479393,0.7587115153587685
748431,155.0,1.0,6.5,4.0,18,151.7,3.6,4.2,0,0,0,0,1,0.6825946538727709,0.6354920959426262,0.664367971930474,0.5608686364606493,0.6811974489856234,0.6086684284260333,0.6487790479069624,0.8708129653791475,0.6359706786575153,0.8222787369837579,0.6543531792479393,0.7587115153587685
748431,155.0,1.0,6.5,4.0,18,151.7,3.6,4.2,0,0,0,0,1,0.6825946538727709,0.6354920959426262,0.664367971930474,0.5608686364606493,0.6811974489856234,0.6086684284260333,0.6487790479069624,0.8708129653791475,0.6359706786575153,0.8222787369837579,0.6543531792479393,0.7587115153587685
