Response,WCPM,Acc,Comp,Exp,level,WCPM_response,Comp_response,Exp_response,undetermined,1_or_2,2_unanimous,2_or_3,3_unanimous,best_pitch_slope_score_lower_constituents_with_pauses,best_pitch_slope_score_lower_constituents_no_pauses,best_pitch_slope_score_middle_constituents_with_pauses,best_pitch_slope_score_middle_constituents_no_pauses,best_pitch_slope_score_higher_constituents_with_pauses,best_pitch_slope_score_higher_constituents_no_pauses,best_duration_score_lower_constituents_with_pauses,best_duration_score_lower_constituents_no_pauses,best_duration_score_middle_constituents_with_pauses,best_duration_score_middle_constituents_no_pauses,best_duration_score_higher_constituents_with_pauses,best_duration_score_higher_constituents_no_pauses
560334,83.0,0.967,5.4,2.4,11,88.1,6.0,2.3,0,0,0,0,1,0.36086404563838637,0.0,0.2876380993521758,0.25362307006402424,0.414750657193569,0.3887115095175763,0.8248642125934742,0.5434533444307635,0.8325186373050179,0.49576736997419985,0.816350186189532,0.5097276170293236
560338,83.0,0.967,5.4,2.4,11,88.5,5.1,2.2,0,0,0,0,1,0.0,0.0,0.25968958648532353,0.1879269572332698,0.37058236286215807,0.4736519778707748,0.469462344478327,0.7274150465495304,0.4952830263930842,0.8600423512361209,0.45171642725241984,0.6774917319133951
560338,83.0,0.967,5.4,2.4,11,88.5,5.1,2.2,0,0,0,0,1,0.0,0.0,0.25968958648532353,0.1879269572332698,0.37058236286215807,0.4736519778707748,0.469462344478327,0.7274150465495304,0.4952830263930842,0.8600423512361209,0.45171642725241984,0.6774917319133951
560338,83.0,0.967,5.4,2.4,11,88.5,5.1,2.2,0,0,0,0,1,0.0,0.0,0.25968958648532353,0.1879269572332698,0.37058236286215807,0.4736519778707748,0.469462344478327,0.7274150465495304,0.4952830263930842,0.8600423512361209,0.45171642725241984,0.6774917319133951
564802,33.0,0.8270000000000001,5.1,1.4,6,32.4,5.2,1.4,0,0,0,1,0,0.3141922349845607,0.0,0.3128822341229706,0.3617844582786391,0.33219849238475724,0.40066429686708527,0.31990892826962175,0.0,0.29797254435612147,0.30802138772675003,0.3228975083868078,0.4172077264351352
564802,33.0,0.8270000000000001,5.1,1.4,6,32.4,5.2,1.4,0,0,0,1,0,0.3141922349845607,0.0,0.3128822341229706,0.3617844582786391,0.33219849238475724,0.40066429686708527,0.31990892826962175,0.0,0.29797254435612147,0.30802138772675003,0.3228975083868078,0.4172077264351352
564802,33.0,0.8270000000000001,5.1,1.4,6,32.4,5.2,1.4,0,0,0,1,0,0.3141922349845607,0.0,0.3128822341229706,0.3617844582786391,0.33219849238475724,0.40066429686708527,0.31990892826962175,0.0,0.29797254435612147,0.30802138772675003,0.3228975083868078,0.4172077264351352
564802,33.0,0.8270000000000001,5.1,1.4,6,32.4,5.2,1.4,0,0,0,1,0,0.3141922349845607,0.0,0.3128822341229706,0.3617844582786391,0.33219849238475724,0.40066429686708527,0.31990892826962175,0.0,0.29797254435612147,0.30802138772675003,0.3228975083868078,0.4172077264351352
564802,33.0,0.8270000000000001,5.1,1.4,6,32.4,5.2,1.4,0,0,0,1,0,0.3141922349845607,0.0,0.3128822341229706,0.3617844582786391,0.33219849238475724,0.40066429686708527,0.31990892826962175,0.0,0.29797254435612147,0.30802138772675003,0.3228975083868078,0.4172077264351352
564806,33.0,0.8270000000000001,5.1,1.4,6,32.4,2.7,1.4,0,0,0,1,0,0.3566630529750919,0.0,0.3936618883994003,0.0,0.33780019223042906,0.0,0.28650722605957524,0.0,0.313465323963203,0.0,0.29427658585498456,0.0
564806,33.0,0.8270000000000001,5.1,1.4,6,32.4,2.7,1.4,0,0,0,1,0,0.3566630529750919,0.0,0.3936618883994003,0.0,0.33780019223042906,0.0,0.28650722605957524,0.0,0.313465323963203,0.0,0.29427658585498456,0.0
564810,33.0,0.8270000000000001,5.1,1.4,6,39.6,7.5,1.4,0,0,1,0,0,0.0,0.0,0.23319268946748092,0.36043337366138306,0.26596322791535604,0.16251305523595677,0.3282321871725437,0.15877758793346966,0.37662150513624304,0.49378897412937833,0.2725323276395107,0.19554888406171733
564810,33.0,0.8270000000000001,5.1,1.4,6,39.6,7.5,1.4,0,0,1,0,0,0.0,0.0,0.23319268946748092,0.36043337366138306,0.26596322791535604,0.16251305523595677,0.3282321871725437,0.15877758793346966,0.37662150513624304,0.49378897412937833,0.2725323276395107,0.19554888406171733
564810,33.0,0.8270000000000001,5.1,1.4,6,39.6,7.5,1.4,0,0,1,0,0,0.0,0.0,0.23319268946748092,0.36043337366138306,0.26596322791535604,0.16251305523595677,0.3282321871725437,0.15877758793346966,0.37662150513624304,0.49378897412937833,0.2725323276395107,0.19554888406171733
565035,88.0,0.947,4.5,3.5,11,77.3,2.9,3.0,0,0,0,0,1,0.4391380850214603,0.0,0.4367699520284201,0.0,0.44271514261246914,0.0,0.7673662097292473,0.0,0.753916442375339,0.0,0.7691775826271497,0.0
565035,88.0,0.947,4.5,3.5,11,77.3,2.9,3.0,0,0,0,0,1,0.4391380850214603,0.0,0.4367699520284201,0.0,0.44271514261246914,0.0,0.7673662097292473,0.0,0.753916442375339,0.0,0.7691775826271497,0.0
565035,88.0,0.947,4.5,3.5,11,77.3,2.9,3.0,0,0,0,0,1,0.4391380850214603,0.0,0.4367699520284201,0.0,0.44271514261246914,0.0,0.7673662097292473,0.0,0.753916442375339,0.0,0.7691775826271497,0.0
565035,88.0,0.947,4.5,3.5,11,77.3,2.9,3.0,0,0,0,0,1,0.4391380850214603,0.0,0.4367699520284201,0.0,0.44271514261246914,0.0,0.7673662097292473,0.0,0.753916442375339,0.0,0.7691775826271497,0.0
565035,88.0,0.947,4.5,3.5,11,77.3,2.9,3.0,0,0,0,0,1,0.4391380850214603,0.0,0.4367699520284201,0.0,0.44271514261246914,0.0,0.7673662097292473,0.0,0.753916442375339,0.0,0.7691775826271497,0.0
565040,88.0,0.947,4.5,3.5,11,87.3,5.5,3.1,0,0,0,0,1,0.3907357183459038,0.0,0.33445047371747705,0.30077340404845526,0.4236209014003491,0.3739028250546596,0.6542277692382409,0.6651383355671353,0.6918236271457596,0.6347115436063278,0.6282455779208038,0.6732782133298117
565040,88.0,0.947,4.5,3.5,11,87.3,5.5,3.1,0,0,0,0,1,0.3907357183459038,0.0,0.33445047371747705,0.30077340404845526,0.4236209014003491,0.3739028250546596,0.6542277692382409,0.6651383355671353,0.6918236271457596,0.6347115436063278,0.6282455779208038,0.6732782133298117
565040,88.0,0.947,4.5,3.5,11,87.3,5.5,3.1,0,0,0,0,1,0.3907357183459038,0.0,0.33445047371747705,0.30077340404845526,0.4236209014003491,0.3739028250546596,0.6542277692382409,0.6651383355671353,0.6918236271457596,0.6347115436063278,0.6282455779208038,0.6732782133298117
565044,88.0,0.947,4.5,3.5,11,152.6,5.1,4.3,0,0,0,0,1,0.0,0.0,0.5217154081902134,0.15945623227890765,0.2838501395757311,0.3236235242211858,0.8887788831478163,0.6663730954465271,0.8882835082691991,0.8957538241557287,0.8866093209919493,0.853432629483212
565044,88.0,0.947,4.5,3.5,11,152.6,5.1,4.3,0,0,0,0,1,0.0,0.0,0.5217154081902134,0.15945623227890765,0.2838501395757311,0.3236235242211858,0.8887788831478163,0.6663730954465271,0.8882835082691991,0.8957538241557287,0.8866093209919493,0.853432629483212
565044,88.0,0.947,4.5,3.5,11,152.6,5.1,4.3,0,0,0,0,1,0.0,0.0,0.5217154081902134,0.15945623227890765,0.2838501395757311,0.3236235242211858,0.8887788831478163,0.6663730954465271,0.8882835082691991,0.8957538241557287,0.8866093209919493,0.853432629483212
565127,41.0,0.7759999999999999,5.1,1.8,6,43.0,6.2,1.8,0,0,1,0,0,0.28006285216215593,0.40358568536310535,0.267340770657827,0.39228124500891365,0.2687657872028987,0.4309803769646841,0.17379232458515365,0.30044764711730926,0.1822142301130742,0.3384366164648593,0.16013802422465148,0.468304256546714
565127,41.0,0.7759999999999999,5.1,1.8,6,43.0,6.2,1.8,0,0,1,0,0,0.28006285216215593,0.40358568536310535,0.267340770657827,0.39228124500891365,0.2687657872028987,0.4309803769646841,0.17379232458515365,0.30044764711730926,0.1822142301130742,0.3384366164648593,0.16013802422465148,0.468304256546714
565127,41.0,0.7759999999999999,5.1,1.8,6,43.0,6.2,1.8,0,0,1,0,0,0.28006285216215593,0.40358568536310535,0.267340770657827,0.39228124500891365,0.2687657872028987,0.4309803769646841,0.17379232458515365,0.30044764711730926,0.1822142301130742,0.3384366164648593,0.16013802422465148,0.468304256546714
565131,41.0,0.7759999999999999,5.1,1.8,6,42.5,5.0,1.7,0,0,0,0,1,0.11715643344848191,0.0,0.20575242713286077,0.0,0.1428515100158064,0.2916254067940209,0.21978768902632154,0.0,0.18558017632514337,0.3416228753862498,0.21739178491876904,0.5133285980538994
565131,41.0,0.7759999999999999,5.1,1.8,6,42.5,5.0,1.7,0,0,0,0,1,0.11715643344848191,0.0,0.20575242713286077,0.0,0.1428515100158064,0.2916254067940209,0.21978768902632154,0.0,0.18558017632514337,0.3416228753862498,0.21739178491876904,0.5133285980538994
565135,41.0,0.7759999999999999,5.1,1.8,6,73.1,4.1,2.2,0,0,0,1,0,0.0,0.0,0.06642882804408791,0.0,0.0,0.0,0.18941233668832902,0.0,0.16595424836801767,0.0,0.2231735379830692,0.44584624847199933
565135,41.0,0.7759999999999999,5.1,1.8,6,73.1,4.1,2.2,0,0,0,1,0,0.0,0.0,0.06642882804408791,0.0,0.0,0.0,0.18941233668832902,0.0,0.16595424836801767,0.0,0.2231735379830692,0.44584624847199933
565135,41.0,0.7759999999999999,5.1,1.8,6,73.1,4.1,2.2,0,0,0,1,0,0.0,0.0,0.06642882804408791,0.0,0.0,0.0,0.18941233668832902,0.0,0.16595424836801767,0.0,0.2231735379830692,0.44584624847199933
565185,101.0,1.0,6.7,3.2,12,87.6,6.0,2.8,0,0,0,0,1,0.5076137231582875,0.48614501159689627,0.4908123876974371,0.5310289399532735,0.49438215330291513,0.354050694585257,0.6048105063044722,0.6120301403020384,0.5684066188792672,0.6937654526745081,0.5480966160999017,0.74258856951603
565185,101.0,1.0,6.7,3.2,12,87.6,6.0,2.8,0,0,0,0,1,0.5076137231582875,0.48614501159689627,0.4908123876974371,0.5310289399532735,0.49438215330291513,0.354050694585257,0.6048105063044722,0.6120301403020384,0.5684066188792672,0.6937654526745081,0.5480966160999017,0.74258856951603
565185,101.0,1.0,6.7,3.2,12,87.6,6.0,2.8,0,0,0,0,1,0.5076137231582875,0.48614501159689627,0.4908123876974371,0.5310289399532735,0.49438215330291513,0.354050694585257,0.6048105063044722,0.6120301403020384,0.5684066188792672,0.6937654526745081,0.5480966160999017,0.74258856951603
565185,101.0,1.0,6.7,3.2,12,87.6,6.0,2.8,0,0,0,0,1,0.5076137231582875,0.48614501159689627,0.4908123876974371,0.5310289399532735,0.49438215330291513,0.354050694585257,0.6048105063044722,0.6120301403020384,0.5684066188792672,0.6937654526745081,0.5480966160999017,0.74258856951603
565185,101.0,1.0,6.7,3.2,12,87.6,6.0,2.8,0,0,0,0,1,0.5076137231582875,0.48614501159689627,0.4908123876974371,0.5310289399532735,0.49438215330291513,0.354050694585257,0.6048105063044722,0.6120301403020384,0.5684066188792672,0.6937654526745081,0.5480966160999017,0.74258856951603
565189,101.0,1.0,6.7,3.2,12,100.9,8.0,3.2,0,0,0,0,1,0.5107002426714814,0.0,0.38835531035197435,0.5652515131231595,0.5180792408357863,0.648340593170028,0.8510887397696816,0.8240815443469844,0.8583774423519669,0.7763249859219901,0.8282882464058339,0.8269777702251545
565189,101.0,1.0,6.7,3.2,12,100.9,8.0,3.2,0,0,0,0,1,0.5107002426714814,0.0,0.38835531035197435,0.5652515131231595,0.5180792408357863,0.648340593170028,0.8510887397696816,0.8240815443469844,0.8583774423519669,0.7763249859219901,0.8282882464058339,0.8269777702251545
