	token	matches_expected	sframe	nframes	pitch_mean	pitch_start	pitch_end	pitch_high	pitch_low	pitch_slope
<pause>	<pause>	1	0	158	0.017475996278158507	22.63266586969587	1.4326658696958816	41.23266586969589	-7.267334130304135	-0.13417721518987336
sam	sam	1	158	52	56.49612740815741	1.4326658696958816	94.03266586969585	115.43266586969588	1.4326658696958816	1.7807692307692302
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
and	and	1	210	55	18.85266586969588	75.43266586969588	-20.467334130304124	75.43266586969588	-20.467334130304124	-1.7436363636363637
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
jo	jo	1	265	49	-4.718354538467392	-23.967334130304124	36.83266586969586	45.63266586969587	-40.467334130304124	1.2408163265306118
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
went	went	1	314	45	3.328221425251424	31.032665869695848	11.832665869695859	31.032665869695848	-16.967334130304124	-0.4266666666666664
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
for	for	1	359	51	-5.083020404813938	11.832665869695859	-56.86733413030413	11.832665869695859	-56.86733413030413	-1.3470588235294116
<pause>	<pause>	1	410	3	-53.86733413030413	-54.86733413030413	-52.86733413030413	-52.86733413030413	-54.86733413030413	0.6666666666666666
a	a	1	413	21	-27.28161984458984	-49.86733413030413	-22.767334130304135	-13.36733413030413	-49.86733413030413	1.29047619047619
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
hike	hike	1	434	63	-68.8149531779232	-27.36733413030413	-71.06733413030412	-27.36733413030413	-96.46733413030412	-0.6936507936507935
<pause>	<pause>	1	497	60	-40.225667463637485	-70.16733413030414	-7.267334130304135	-7.267334130304135	-70.16733413030414	1.0483333333333333
they	they	1	557	31	38.98427877292167	-6.067334130304118	72.13266586969587	94.03266586969585	-6.067334130304118	2.5225806451612898
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
took	took	1	588	41	48.59120245506171	70.53266586969585	60.93266586969588	70.53266586969585	29.63266586969587	-0.23414634146341382
<pause>	<pause>	1	629	4	66.53266586969588	64.13266586969587	68.93266586969588	68.93266586969588	64.13266586969587	1.2000000000000028
a	a	1	633	26	10.967281254311256	70.53266586969585	0.23266586969586456	72.13266586969587	-12.167334130304141	-2.703846153846153
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
path	path	1	659	56	27.629094441124437	1.4326658696958816	102.7326658696959	119.13266586969587	-15.767334130304135	1.8089285714285717
<pause>	<pause>	1	715	51	71.47384234028408	101.03266586969585	39.73266586969589	101.03266586969585	39.73266586969589	-1.2019607843137246
through	through	1	766	61	25.055616689367998	38.23266586969589	19.93266586969588	39.73266586969589	10.532665869695848	-0.3000000000000002
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
the	the	1	827	22	22.414484051514055	11.832665869695859	22.63266586969587	39.73266586969589	6.63266586969587	0.4909090909090914
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
woods	woods	1	849	69	-53.758638478130216	19.93266586969588	-53.86733413030413	19.93266586969588	-99.56733413030412	-1.0695652173913046
<pause>	<pause>	1	918	41	-9.6600170571334	-51.86733413030413	25.43266586969588	25.43266586969588	-51.86733413030413	1.885365853658537
suddenly	suddenly	1	959	86	72.53731703248656	26.83266586969586	90.53266586969585	108.13266586969587	11.832665869695859	0.7406976744186046
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
sam	sam	1	1045	58	50.51714862831656	88.83266586969586	72.13266586969587	88.83266586969586	21.33266586969586	-0.2879310344827584
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
heard	heard	1	1103	42	20.970761107791105	73.83266586969586	15.832665869695859	73.83266586969586	9.232665869695893	-1.380952380952381
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
a	a	1	1145	30	-28.55733413030411	10.532665869695848	-19.267334130304135	10.532665869695848	-65.46733413030412	-0.9933333333333327
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
noise	noise	1	1175	77	-53.164736727706746	-19.267334130304135	-46.767334130304135	-14.567334130304118	-90.06733413030412	-0.35714285714285715
<pause>	<pause>	1	1252	3	-40.46733413030413	-43.66733413030414	-37.267334130304135	-37.267334130304135	-43.66733413030414	2.133333333333335
coming	coming	1	1255	58	5.446458973144143	-33.967334130304124	11.832665869695859	24.032665869695848	-33.967334130304124	0.7896551724137928
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
from	from	1	1313	64	-12.653271630304118	10.532665869695848	-18.06733413030412	10.532665869695848	-25.06733413030412	-0.44687499999999947
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
the	the	1	1377	41	-21.61123656932851	-15.767334130304135	-28.467334130304124	-9.767334130304135	-30.66733413030414	-0.30975609756097533
<pause>	<pause>	1	1418	3	-28.467334130304124	-28.467334130304124	-28.467334130304124	-28.467334130304124	-28.467334130304124	0.0
tree	tree	1	1421	53	-22.06167375294563	-28.467334130304124	-29.56733413030412	-6.067334130304118	-32.86733413030413	-0.020754716981131967
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
above	above	1	1474	65	-34.62887259184262	-27.36733413030413	-45.767334130304135	14.532665869695848	-48.86733413030413	-0.28307692307692317
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
their	their	1	1539	27	-40.68585264882264	-44.66733413030414	-55.86733413030413	-29.56733413030412	-55.86733413030413	-0.4148148148148144
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
heads	heads	1	1566	51	-83.84576550285317	-57.86733413030413	-81.66733413030414	-57.86733413030413	-109.96733413030412	-0.4666666666666669
<pause>	<pause>	1	1617	84	-39.46376270173273	-80.86733413030413	7.932665869695882	7.932665869695882	-80.86733413030413	1.0571428571428574
jo	jo	1	1701	47	70.7220275718235	9.232665869695893	136.2326658696959	146.13266586969587	9.232665869695893	2.702127659574468
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
climbed	climbed	1	1748	90	74.47711031414028	132.43266586969588	33.93266586969588	142.13266586969587	18.532665869695848	-1.0944444444444446
<pause>	<pause>	1	1838	3	11.965999203029204	22.63266586969587	1.4326658696958816	22.63266586969587	1.4326658696958816	-7.066666666666663
up	up	1	1841	31	13.629440063244257	-8.567334130304118	19.93266586969588	25.43266586969588	-27.36733413030413	0.9193548387096774
<pause>	<pause>	1	1872	18	19.93266586969588	19.93266586969588	19.93266586969588	19.93266586969588	19.93266586969588	0.0
to	to	1	1890	20	5.422665869695875	19.93266586969588	-23.967334130304124	19.93266586969588	-23.967334130304124	-2.1950000000000003
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
see	see	1	1910	79	12.901020300075615	-21.56733413030412	17.232665869695893	35.33266586969586	-21.56733413030412	0.49113924050632923
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
what	what	1	1989	70	-11.178762701732682	10.532665869695848	-8.567334130304118	13.232665869695893	-65.46733413030412	-0.27285714285714235
<pause>	<pause>	1	2059	4	-11.567334130304133	-9.767334130304135	-13.36733413030413	-9.767334130304135	-13.36733413030413	-0.8999999999999986
the	the	1	2063	17	-15.732040012657066	-14.567334130304118	-23.967334130304124	-8.567334130304118	-23.967334130304124	-0.5529411764705886
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
noise	noise	1	2080	73	-21.43308755496165	-20.467334130304124	-42.56733413030412	-4.86733413030413	-42.56733413030412	-0.3027397260273972
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
was	was	1	2153	87	-42.63400079697083	-44.66733413030414	-60.767334130304135	-32.86733413030413	-67.36733413030413	-0.18505747126436775
<pause>	<pause>	1	2240	39	-63.43400079697085	-61.66733413030414	-70.16733413030414	-61.66733413030414	-70.16733413030414	-0.21794871794871795
and	and	1	2279	49	-36.41631372214087	-71.06733413030412	-29.56733413030412	-22.767334130304135	-75.56733413030412	0.8469387755102041
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
found	found	1	2328	82	24.00705611359831	-27.36733413030413	62.53266586969585	62.53266586969585	-27.36733413030413	1.0963414634146338
<pause>	<pause>	1	2410	3	67.33266586969587	65.7326658696959	68.93266586969588	68.93266586969588	65.7326658696959	1.0666666666666629
two	two	1	2413	43	87.92568912550983	72.13266586969587	50.13266586969587	106.33266586969586	50.13266586969587	-0.5116279069767442
<pause>	<pause>	1	2456	3	38.299332536362535	44.13266586969587	32.53266586969585	44.13266586969587	32.53266586969585	-3.8666666666666742
baby	baby	1	2459	49	29.659196481940764	26.83266586969586	28.232665869695893	47.13266586969587	7.932665869695882	0.028571428571429268
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
squirrels	squirrels	1	2508	96	-71.61212579697072	25.43266586969588	-100.36733413030413	25.43266586969588	-116.26733413030414	-1.3104166666666668
