	token	matches_expected	sframe	nframes	pitch_mean	pitch_start	pitch_end	pitch_high	pitch_low	pitch_slope
<pause>	<pause>	1	0	74	50.40982729262498	50.40982729262504	50.40982729262504	50.40982729262504	50.40982729262504	0.0
sam	sam	1	74	52	54.45982729262506	50.40982729262504	70.70982729262505	70.70982729262505	40.00982729262506	0.3903846153846156
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
and	and	1	126	77	31.97086625366401	77.20982729262505	21.70982729262505	92.30982729262502	9.70982729262505	-0.7207792207792207
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
jo	jo	1	203	50	16.23382729262505	24.40982729262504	31.40982729262504	31.40982729262504	4.5098272926250615	0.14
<pause>	<pause>	1	253	21	31.409827292625053	31.40982729262504	31.40982729262504	31.40982729262504	31.40982729262504	0.0
went	went	1	274	53	30.317374462436355	31.40982729262504	64.30982729262502	72.30982729262502	3.20982729262505	0.6207547169811316
<pause>	<pause>	1	327	21	62.23839872119644	64.30982729262502	53.50982729262506	64.30982729262502	53.50982729262506	-0.5142857142857121
for	for	1	348	54	22.656123588921336	51.90982729262504	-13.990172707374967	51.90982729262504	-20.990172707374967	-1.2203703703703705
<pause>	<pause>	1	402	3	-17.490172707374956	-16.29017270737495	-18.690172707374956	-16.29017270737495	-18.690172707374956	-0.8000000000000019
a	a	1	405	26	-6.967095784298033	-19.79017270737495	3.20982729262505	4.5098272926250615	-19.79017270737495	0.8846153846153846
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
hike	hike	1	431	44	0.43710001989777486	-0.5901727073749612	15.009827292625062	15.009827292625062	-28.890172707374973	0.35454545454545505
<pause>	<pause>	1	475	44	16.4734636562614	15.009827292625062	19.00982729262506	19.00982729262506	15.009827292625062	0.09090909090909091
they	they	1	519	36	28.13204951484726	20.309827292625016	45.90982729262504	45.90982729262504	9.70982729262505	0.7111111111111117
<pause>	<pause>	1	555	3	48.90982729262504	47.40982729262504	50.40982729262504	50.40982729262504	47.40982729262504	1.0
took	took	1	558	32	29.000452292625035	51.90982729262504	0.7098272926250502	64.30982729262502	0.7098272926250502	-1.5999999999999996
<pause>	<pause>	1	590	3	-7.156839374041624	-3.090172707374961	-11.590172707374961	-3.090172707374961	-11.590172707374961	-2.8333333333333335
a	a	1	593	27	-2.3123949295971804	-15.190172707374956	-0.5901727073749612	9.70982729262505	-18.690172707374956	0.5407407407407405
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
path	path	1	620	50	25.131827292625033	0.7098272926250502	45.90982729262504	45.90982729262504	0.7098272926250502	0.9039999999999998
<pause>	<pause>	1	670	3	48.90982729262504	47.40982729262504	50.40982729262504	50.40982729262504	47.40982729262504	1.0
through		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>	<pause>	0	673	82	45.90982729262504	47.40982729262504	44.40982729262504	47.40982729262504	44.40982729262504	-1.0
the		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>	<pause>	1	755	98	40.74452117017614	43.00982729262506	40.00982729262506	43.00982729262506	40.00982729262506	-0.030612244897959183
woods	knowing	0	853	93	28.78402084101216	40.00982729262506	55.00982729262506	64.30982729262502	-4.29017270737495	0.16129032258064516
<pause>	<pause>	1	946	3	55.00982729262506	55.00982729262506	55.00982729262506	55.00982729262506	55.00982729262506	0.0
suddenly	suddenly	1	949	91	29.709827292625054	55.00982729262506	30.00982729262506	55.00982729262506	17.609827292625027	-0.27472527472527475
<pause>	<pause>	1	1040	4	30.00982729262506	30.00982729262506	30.00982729262506	30.00982729262506	30.00982729262506	0.0
sam	sam	1	1044	42	10.497922530720281	30.00982729262506	15.009827292625062	30.00982729262506	-1.7901727073749498	-0.35714285714285715
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
heard	heard	1	1086	46	-3.261911837809744	13.609827292625027	-11.590172707374961	20.309827292625016	-23.29017270737495	-0.5478260869565215
<pause>	<pause>	1	1132	4	-13.090172707374961	-11.590172707374961	-13.990172707374967	-11.590172707374961	-13.990172707374967	-0.6000000000000014
a	a	1	1136	24	-19.93600604070829	-13.990172707374967	-25.59017270737496	-4.29017270737495	-27.79017270737495	-0.4833333333333331
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
noise	noise	1	1160	60	-47.11017270737496	-25.59017270737496	-79.89017270737497	-18.690172707374956	-92.29017270737495	-0.9050000000000001
<pause>	<pause>	1	1220	42	-43.17588699308926	-78.19017270737496	-13.990172707374967	-13.990172707374967	-78.19017270737496	1.5285714285714282
coming	coming	1	1262	61	15.304909259838153	-11.590172707374961	25.809827292625016	30.00982729262506	-11.590172707374961	0.6131147540983602
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
from	from	1	1323	118	47.38101373330301	27.20982729262505	73.90982729262504	106.30982729262502	-19.79017270737495	0.3957627118644067
<pause>	<pause>	1	1441	23	37.840262075233746	70.70982729262505	8.409827292625039	70.70982729262505	8.409827292625039	-2.7086956521739136
the	the	1	1464	54	-33.35128381848607	9.70982729262505	-123.79017270737495	21.70982729262505	-128.19017270737496	-2.4722222222222223
<pause>	<pause>	1	1518	3	-117.19017270737497	-121.19017270737496	-113.19017270737496	-113.19017270737496	-121.19017270737496	2.6666666666666665
tree	tree	1	1521	57	-17.756839374041625	-108.89017270737497	62.70982729262505	62.70982729262505	-108.89017270737497	3.010526315789474
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
above	above	1	1578	16	-9.646422707374962	73.90982729262504	-117.19017270737496	90.60982729262503	-117.19017270737496	-11.94375
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
their	their	1	1594	43	-139.73668433528192	-119.89017270737497	-162.99017270737497	-119.89017270737497	-162.99017270737497	-1.0023255813953487
<pause>	<pause>	1	1637	10	-177.48017270737495	-165.99017270737497	-185.39017270737497	-165.99017270737497	-185.39017270737497	-1.9400000000000006
heads	heads	1	1647	16	-159.39642270737497	-158.39017270737497	-176.49017270737497	-151.09017270737496	-176.49017270737497	-1.1312499999999996
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
jo	jo	1	1663	73	-110.06551517312836	-180.89017270737497	-143.29017270737495	34.309827292625016	-191.99017270737497	0.5150684931506853
<pause>	<pause>	1	1736	31	-141.19339851382665	-142.69017270737496	-141.09017270737496	-141.09017270737496	-142.69017270737496	0.05161290322580627
climbed	climbed	1	1767	29	-134.14879339703015	-140.49017270737497	-119.29017270737495	-119.29017270737495	-144.39017270737497	0.7310344827586213
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
up		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
to		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
see		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
what		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
the		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
noise		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
was		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
and		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
found		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
two		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
baby		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
squirrels		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
the		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
babies		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
were		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
alone		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
but		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
their		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
mother		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
must		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
be		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
somewhere		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
near		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
the		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
children		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
watched		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
and		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
waited		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
sure		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
enough		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
the		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
mother		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>	<pause>	1	1796	3	-121.42350604070829	-119.89017270737497	-123.19017270737496	-119.89017270737497	-123.19017270737496	-1.0999999999999943
soon	soon	1	1799	62	-175.58694690092335	-125.69017270737496	-178.29017270737495	-125.69017270737496	-200.59017270737496	-0.8483870967741934
<pause>	<pause>	1	1861	9	-165.77906159626383	-176.09017270737496	-154.59017270737496	-154.59017270737496	-176.09017270737496	2.388888888888889
returned	returned	1	1870	152	33.39272202946713	-154.09017270737496	69.10982729262503	80.50982729262506	-179.09017270737496	1.4684210526315788
<pause>	<pause>	1	2022	32	105.34732729262504	70.70982729262505	145.90982729262504	145.90982729262504	70.70982729262505	2.3499999999999996
with	with	1	2054	9	147.90982729262507	147.90982729262504	147.90982729262504	147.90982729262504	147.90982729262504	0.0
<pause>	<pause>	1	2063	84	83.13125586405364	145.90982729262504	38.60982729262503	145.90982729262504	38.60982729262503	-1.2773809523809525
a	a	1	2147	23	23.740262075233733	37.10982729262503	17.609827292625027	37.10982729262503	9.70982729262505	-0.8478260869565217
<pause>	<pause>	1	2170	3	14.976493959291702	16.309827292625016	13.609827292625027	16.309827292625016	13.609827292625027	-0.8999999999999962
mouthful	mouthful	0	2173	3080	21.83297544077318	40.00982729262506	-6.79017270737495	56.50982729262506	-23.29017270737495	-0.43333333333333346
<pause>	<pause>	1	5253	3	-20.156839374041624	-13.990172707374967	-26.690172707374956	-13.990172707374967	-26.690172707374956	-4.23333333333333
of	of	1	5256	31	-28.022430771891088	-32.190172707374956	-17.490172707374967	-17.490172707374967	-42.89017270737497	0.47419354838709643
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
nuts	nuts	1	5287	78	-58.83760860481087	-15.190172707374956	-56.99017270737497	-15.190172707374956	-75.59017270737496	-0.535897435897436
<pause>	<pause>	1	5365	114	-4.476137619655684	-56.09017270737496	24.40982729262504	24.40982729262504	-56.09017270737496	0.706140350877193
the	the	1	5479	19	6.504564134730298	25.809827292625016	-10.390172707374973	25.809827292625016	-10.390172707374973	-1.9052631578947363
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
noises	noises	1	5498	115	28.52460990132068	-7.990172707374967	64.30982729262502	70.70982729262505	-9.190172707374956	0.6286956521739129
<pause>	<pause>	1	5613	345	45.97330555349447	64.30982729262502	25.809827292625016	64.30982729262502	25.809827292625016	-0.11159420289855072
stopped	stopped	1	5958	85	-6.37134917796321	25.809827292625016	-7.990172707374967	25.809827292625016	-73.79017270737495	-0.3976470588235292
<pause>	<pause>	1	6043	19	-5.932277970532849	-7.990172707374967	-0.5901727073749612	-0.5901727073749612	-7.990172707374967	0.38947368421052664
as	as	1	6062	45	-7.894617151819405	0.7098272926250502	-0.5901727073749612	16.309827292625016	-20.990172707374967	-0.02888888888888914
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
the	the	1	6107	35	-15.095886993089243	0.7098272926250502	-3.090172707374961	4.5098272926250615	-29.990172707374967	-0.1085714285714289
<pause>	<pause>	1	6142	3	-9.990172707374958	-6.79017270737495	-12.79017270737495	-6.79017270737495	-12.79017270737495	-2.0
