	token	matches_expected	sframe	nframes	pitch_mean	pitch_start	pitch_end	pitch_high	pitch_low	pitch_slope
<pause>	<pause>	1	0	55	-22.636540570177	-22.636540570177033	-22.636540570177033	-22.636540570177033	-22.636540570177033	0.0
sam	sam	1	55	41	35.9878496737254	-22.636540570177033	109.06345942982296	109.06345942982296	-22.636540570177033	3.2121951219512193
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
and	and	1	96	19	111.21609100877032	116.46345942982293	89.46345942982293	129.76345942982294	70.86345942982297	-1.4210526315789473
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
jo	jo	1	115	36	33.69957054093407	91.16345942982298	25.063459429822956	91.16345942982298	25.063459429822956	-1.8361111111111117
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
went	went	1	151	28	19.306316572680096	23.66345942982298	41.063459429822956	41.063459429822956	9.963459429822933	0.6214285714285707
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
for	for	1	179	15	45.870126096489635	44.063459429822956	25.063459429822956	65.96345942982293	25.063459429822956	-1.2666666666666666
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
a	a	1	194	18	6.391237207600739	23.66345942982298	2.063459429822956	23.66345942982298	-3.136540570177033	-1.2000000000000013
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
hike	hike	1	212	47	-41.92802993187917	4.663459429822979	-128.83654057017705	11.263459429822944	-128.83654057017705	-2.840425531914894
<pause>	<pause>	1	259	3	-134.53654057017704	-132.03654057017704	-137.03654057017704	-132.03654057017704	-137.03654057017704	-1.6666666666666667
they	they	1	262	17	-132.8777170407653	-139.43654057017704	-110.13654057017703	-110.13654057017703	-146.33654057017705	1.7235294117647066
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
took	took	1	279	30	42.5467927631563	-98.63654057017703	127.86345942982297	127.86345942982297	-98.63654057017703	7.55
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
a	a	1	309	15	99.2767927631563	120.16345942982298	91.16345942982298	120.16345942982298	87.66345942982298	-1.9333333333333333
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
path	path	1	324	40	22.933459429822967	91.16345942982298	8.663459429822979	91.16345942982298	-6.936540570177044	-2.0625
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
through	through	1	364	22	-0.14108602472249612	8.663459429822979	-14.33654057017705	12.663459429822979	-14.33654057017705	-1.0454545454545467
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
