	token	matches_expected	sframe	nframes	pitch_mean	pitch_start	pitch_end	pitch_high	pitch_low	pitch_slope
<pause>	<pause>	1	0	7	81.20271240291696	85.98842668863125	76.48842668863125	85.98842668863125	76.48842668863125	-1.3571428571428572
sam	sam	1	7	42	38.59080764101221	74.88842668863123	4.8884266886312275	74.88842668863123	4.8884266886312275	-1.6666666666666667
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
and	and	1	49	59	33.71215550219057	-1.0115733113687497	-23.411573311368755	87.58842668863122	-36.81157331136876	-0.37966101694915266
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
jo	jo	1	108	58	-121.17364227688597	-32.81157331136876	-106.61157331136877	-32.81157331136876	-135.31157331136876	-1.2724137931034485
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
went	went	1	166	37	-32.295357095152546	-100.61157331136877	-6.911573311368755	-6.911573311368755	-100.61157331136877	2.532432432432433
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
for	for	1	203	45	-21.404906644702095	-4.51157331136875	-73.81157331136876	10.98842668863125	-92.21157331136877	-1.5400000000000003
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
a	a	1	248	27	-21.341202940998386	-71.31157331136876	-20.211573311368767	17.288426688631233	-71.31157331136876	1.8925925925925924
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
hike	hike	1	275	46	-8.587660267890504	-18.01157331136875	3.688426688631239	48.088426688631216	-52.21157331136877	0.4717391304347824
<pause>	<pause>	1	321	38	17.193689846525984	0.08842668863124459	34.28842668863126	34.28842668863126	-1.0115733113687497	0.9000000000000005
they	they	1	359	21	13.812236212440766	34.28842668863126	18.48842668863125	34.28842668863126	-9.111573311368772	-0.7523809523809529
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
took	took	1	380	33	54.83085093105549	18.48842668863125	109.28842668863126	109.28842668863126	18.48842668863125	2.751515151515152
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
a	a	1	413	9	120.2550933552979	116.28842668863126	118.08842668863122	126.98842668863125	114.58842668863122	0.19999999999999496
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
path	path	1	422	57	13.583163530736512	109.28842668863126	2.4884266886312503	109.28842668863126	-22.411573311368755	-1.873684210526316
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
through	through	1	479	27	-15.704165903961355	2.4884266886312503	-26.611573311368772	2.4884266886312503	-27.611573311368772	-1.0777777777777786
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
the	the	1	506	20	1.9634266886312375	-24.51157331136875	19.78842668863126	23.68842668863124	-24.51157331136875	2.2150000000000007
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
woods	woods	1	526	60	-57.7982399780354	14.688426688631239	-10.311573311368761	14.688426688631239	-136.31157331136876	-0.4166666666666667
<pause>	<pause>	1	586	34	11.347250218043001	-11.411573311368755	43.88842668863123	43.88842668863123	-20.211573311368767	1.6264705882352937
suddenly	suddenly	1	620	86	20.398891804910306	42.48842668863125	-9.111573311368772	90.88842668863123	-23.411573311368755	-0.6000000000000003
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
sam	sam	1	706	46	1.1427745147181974	-5.711573311368767	6.088426688631245	15.98842668863125	-14.711573311368767	0.256521739130435
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
heard	heard	1	752	44	-24.11611876591422	-1.0115733113687497	-33.81157331136876	0.08842668863124459	-50.31157331136876	-0.7454545454545457
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
a	a	1	796	4	-24.761573311368757	-28.711573311368767	-22.411573311368755	-22.411573311368755	-28.711573311368767	1.5750000000000028
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
noise	noise	1	800	54	-18.07823997803542	-24.51157331136875	45.28842668863126	45.28842668863126	-38.81157331136876	1.2925925925925927
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
coming	coming	1	854	34	3.8001913945135914	50.98842668863125	-20.211573311368767	64.18842668863124	-24.51157331136875	-2.094117647058824
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
from	from	1	888	29	-21.987435380334286	-20.211573311368767	-29.711573311368767	-12.51157331136875	-29.711573311368767	-0.3275862068965517
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
the	the	1	917	18	-33.81712886692432	-31.81157331136876	-26.611573311368772	-12.51157331136875	-58.51157331136875	0.28888888888888825
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
tree	tree	1	935	50	-0.5555733113687547	-21.31157331136876	-4.51157331136875	55.28842668863126	-32.81157331136876	0.33600000000000024
<pause>	<pause>	1	985	48	-44.64282331136872	-4.51157331136875	-22.411573311368755	-4.51157331136875	-93.61157331136877	-0.3729166666666668
above	above	1	1033	44	-17.645664220459658	-36.81157331136876	-10.311573311368761	-1.0115733113687497	-36.81157331136876	0.6022727272727273
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
their	their	1	1077	11	-24.0479369477324	-14.711573311368767	-29.711573311368767	-14.711573311368767	-29.711573311368767	-1.3636363636363635
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
heads	heads	1	1088	34	-26.855690958427576	-26.611573311368772	-14.711573311368767	-14.711573311368767	-38.81157331136876	0.35000000000000014
<pause>	<pause>	1	1122	40	39.723426688631235	-11.411573311368755	24.98842668863125	92.48842668863125	-11.411573311368755	0.9100000000000001
jo	jo	1	1162	30	32.54509335529791	23.68842668863124	70.28842668863126	70.28842668863126	1.2884266886312332	1.5533333333333341
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
climbed	climbed	1	1192	44	14.908881234085788	65.68842668863124	-6.911573311368755	65.68842668863124	-13.611573311368772	-1.65
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
up	up	1	1236	23	-6.5159211374557175	-10.311573311368761	7.288426688631233	8.48842668863125	-21.31157331136876	0.7652173913043476
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
to	to	1	1259	12	-2.944906644702094	6.088426688631245	-13.611573311368772	6.088426688631245	-14.711573311368767	-1.6416666666666682
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
see	see	1	1271	29	-20.42191813895497	-11.411573311368755	-27.611573311368772	-6.911573311368755	-37.81157331136876	-0.558620689655173
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
what	what	1	1300	33	-23.584300584096038	-28.711573311368767	-24.51157331136875	-19.111573311368772	-28.711573311368767	0.1272727272727278
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
the	the	1	1333	8	-26.81157331136876	-27.611573311368772	-25.51157331136875	-20.211573311368767	-34.81157331136876	0.26250000000000284
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
noise	noise	1	1341	116	30.112564619665726	-26.611573311368772	48.088426688631216	123.38842668863123	-27.611573311368772	0.6439655172413792
<pause>	<pause>	0	1457	74	-5.936573311368761	1.2884266886312332	-13.611573311368772	1.2884266886312332	-13.611573311368772	-3.7250000000000014
was	was	1	1531	82	-4.482305018685839	-18.01157331136875	27.588426688631216	41.088426688631216	-24.51157331136875	0.5560975609756094
<pause>	<pause>	1	1613	15	19.055093355297913	27.588426688631216	-4.51157331136875	27.588426688631216	-4.51157331136875	-2.139999999999998
and	and	1	1628	42	-21.592525692321164	-10.311573311368761	-13.611573311368772	-10.311573311368761	-27.611573311368772	-0.07857142857142885
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
found	found	1	1670	66	-20.014603614399054	-8.01157331136875	-10.311573311368761	3.688426688631239	-28.711573311368767	-0.03484848484848502
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
two	two	1	1736	25	5.188426688631242	-5.711573311368767	-4.51157331136875	17.288426688631233	-5.711573311368767	0.04800000000000068
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
baby	baby	1	1761	38	-21.687889100842444	-8.01157331136875	-25.51157331136875	-8.01157331136875	-27.611573311368772	-0.4605263157894737
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
squirrels	squirrels	1	1799	68	-85.58216154666289	-25.51157331136875	56.78842668863126	56.78842668863126	-158.51157331136875	1.210294117647059
<pause>	<pause>	1	1867	44	81.74069941590395	67.18842668863124	14.688426688631239	134.38842668863123	14.688426688631239	-1.1931818181818181
the	the	1	1911	12	-10.953239978035427	1.2884266886312332	8.48842668863125	8.48842668863125	-32.81157331136876	0.6000000000000014
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
babies	babies	1	1923	50	-66.59757331136876	13.48842668863125	-77.01157331136875	15.98842668863125	-117.81157331136876	-1.81
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
were	were	1	1973	66	-64.30248240227783	-77.01157331136875	-23.411573311368755	0.08842668863124459	-128.51157331136875	0.812121212121212
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
alone	alone	1	2039	50	-31.425573311368748	-24.51157331136875	-81.01157331136875	-19.111573311368772	-81.01157331136875	-1.13
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
but	but	1	2089	28	-125.97585902565444	-92.21157331136877	-126.31157331136876	-92.21157331136877	-134.31157331136876	-1.2178571428571427
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
their	their	1	2117	11	-120.4570278568233	-125.21157331136877	-71.31157331136876	-71.31157331136876	-129.61157331136877	4.9
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
mother	mother	1	2128	76	-19.62078383768455	-41.71157331136877	-29.711573311368767	8.48842668863125	-65.51157331136875	0.15789473684210525
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
must	must	1	2204	38	-17.36946804821086	-32.81157331136876	1.2884266886312332	7.288426688631233	-32.81157331136876	0.8973684210526315
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
be	be	1	2242	17	-19.835102723133463	-2.211573311368767	-24.51157331136875	-2.211573311368767	-26.611573311368772	-1.3117647058823518
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
somewhere	somewhere	1	2259	60	-24.801573311368767	-24.51157331136875	8.48842668863125	8.48842668863125	-65.51157331136875	0.55
<pause>	<pause>	1	2319	117	50.94654634675084	12.188426688631239	32.88842668863123	71.78842668863126	12.188426688631239	0.17692307692307682
near	near	1	2436	51	35.0452894337293	26.28842668863126	35.588426688631216	65.68842668863124	6.088426688631245	0.1823529411764697
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
the	the	1	2487	52	-11.769265619061068	26.28842668863126	-55.81157331136876	26.28842668863126	-55.81157331136876	-1.5788461538461542
<pause>	<pause>	1	2539	4	-56.03657331136876	-56.71157331136877	-54.911573311368755	-54.911573311368755	-56.71157331136877	0.45000000000000284
children	children	1	2543	75	-7.194239978035421	-54.01157331136875	41.088426688631216	53.88842668863123	-55.81157331136876	1.2679999999999996
<pause>	<pause>	1	2618	56	138.88128383148833	48.088426688631216	76.48842668863125	163.18842668863124	48.088426688631216	0.5071428571428578
watched	watched	1	2674	87	-11.549504345851513	58.28842668863126	13.48842668863125	58.28842668863126	-52.21157331136877	-0.5149425287356323
