	token	matches_expected	sframe	nframes	pitch_mean	pitch_start	pitch_end	pitch_high	pitch_low	pitch_slope
<pause>	<pause>	1	0	114	27.570309026239105	27.57030902623913	27.57030902623913	27.57030902623913	27.57030902623913	0.0
sam	sam	1	114	59	80.63132597539168	27.57030902623913	118.47030902623916	153.97030902623916	27.57030902623913	1.5406779661016954
<pause>	<pause>	1	173	55	53.4612181171482	114.97030902623916	9.670309026239153	114.97030902623916	9.670309026239153	-1.9145454545454548
and	and	1	228	36	16.15642013735026	8.470309026239136	-3.5296909737608644	27.57030902623913	-3.5296909737608644	-0.3333333333333333
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
jo	jo	1	264	35	-0.8668338309037129	-5.829690973760847	-5.829690973760847	13.370309026239141	-8.229690973760853	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
went	went	1	299	60	-14.416357640427524	-7.029690973760864	-31.029690973760864	-0.02969097376086438	-31.029690973760864	-0.4
<pause>	<pause>	1	359	28	-35.01897668804655	-32.029690973760864	-41.12969097376086	-32.029690973760864	-41.12969097376086	-0.3249999999999998
for	for	1	387	36	-32.068579862649756	-42.12969097376086	-57.12969097376086	-4.729690973760853	-57.12969097376086	-0.4166666666666667
<pause>	<pause>	1	423	4	-59.37969097376086	-58.029690973760864	-60.72969097376085	-58.029690973760864	-60.72969097376085	-0.6749999999999972
a	a	1	427	26	-28.929690973760863	-61.62969097376086	-17.12969097376086	-17.12969097376086	-62.42969097376087	1.7115384615384615
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
hike	hike	1	453	58	-58.496932353071195	-16.029690973760864	-65.12969097376086	-16.029690973760864	-87.62969097376086	-0.8465517241379309
<pause>	<pause>	1	511	45	-44.080802084871976	-64.22969097376085	-26.829690973760847	-26.829690973760847	-64.22969097376085	0.8311111111111112
they	they	1	556	61	44.488341813124386	-25.829690973760847	96.17030902623915	122.07030902623913	-28.92969097376087	2.0
<pause>	<pause>	1	617	3	92.80364235957249	94.47030902623916	91.17030902623915	94.47030902623916	91.17030902623915	-1.1000000000000039
took	took	1	620	44	17.958945389875506	89.57030902623913	-25.829690973760847	89.57030902623913	-25.829690973760847	-2.622727272727272
