	token	matches_expected	sframe	nframes	pitch_mean	pitch_start	pitch_end	pitch_high	pitch_low	pitch_slope
<pause>	<pause>	1	0	37	62.285825986897116	51.337177338248466	85.93717733824843	85.93717733824843	51.337177338248466	0.9351351351351342
sam	sam	1	37	70	97.55003448110563	87.63717733824848	120.43717733824843	138.03717733824845	68.93717733824843	0.4685714285714279
<pause>	<pause>	1	107	5	135.25717733824845	132.13717733824848	138.03717733824845	138.03717733824845	132.13717733824848	1.1799999999999955
and	and	1	112	73	80.66320473550871	138.03717733824845	65.73717733824844	138.03717733824845	46.63717733824848	-0.9904109589041098
<pause>	<pause>	1	185	82	88.01034806995573	65.73717733824844	80.73717733824844	101.83717733824847	65.73717733824844	0.18292682926829268
jo	jo	1	267	84	66.90265352872468	79.03717733824845	-10.462822661751545	138.03717733824845	-10.462822661751545	-1.0654761904761905
<pause>	<pause>	1	351	11	-27.362822661751544	-12.962822661751545	-47.56282266175154	-12.962822661751545	-47.56282266175154	-3.145454545454545
went	went	1	362	92	34.58282951216152	-52.76282266175156	77.33717733824847	77.33717733824847	-57.962822661751545	1.414130434782609
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
for	for	1	454	72	51.79412178269294	79.03717733824845	-6.662822661751534	111.03717733824845	-6.662822661751534	-1.1902777777777775
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
a	a	1	526	21	34.10384400491512	-5.3628226617515224	34.537177338248455	48.23717733824844	-5.3628226617515224	1.899999999999999
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
hike	hike	1	547	69	23.232829512161484	37.537177338248455	30.137177338248478	84.13717733824848	-40.962822661751545	-0.10724637681159388
<pause>	<pause>	1	616	28	29.012177338248453	30.137177338248478	20.137177338248478	30.137177338248478	20.137177338248478	-0.35714285714285715
they	they	1	644	74	32.54123139230252	17.337177338248466	25.837177338248466	68.93717733824843	6.437177338248432	0.11486486486486487
<pause>	<pause>	1	718	5	34.59717733824846	28.737177338248443	40.537177338248455	40.537177338248455	28.737177338248443	2.360000000000002
took	took	1	723	77	100.81899552006665	43.63717733824848	112.93717733824843	122.43717733824843	43.63717733824848	0.8999999999999994
<pause>	<pause>	1	800	6	112.93717733824842	112.93717733824843	112.93717733824843	112.93717733824843	112.93717733824843	0.0
a	a	1	806	27	72.65199215306326	112.93717733824843	14.537177338248455	112.93717733824843	14.537177338248455	-3.6444444444444435
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
path	path	1	833	48	49.25592733824846	10.437177338248432	62.43717733824843	109.23717733824844	10.437177338248432	1.0833333333333333
<pause>	<pause>	1	881	3	41.1705106715818	51.337177338248466	31.637177338248478	51.337177338248466	31.637177338248478	-6.566666666666663
through		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>	<pause>	0	884	99	54.43717733824843	54.43717733824843	54.43717733824843	54.43717733824843	54.43717733824843	0.0
the	the	0	983	630	-27.480272326181062	11.837177338248466	-64.96282266175155	101.83717733824847	-105.36282266175155	-0.5154362416107383
<pause>	<pause>	1	1613	21	-48.234251233180125	-62.962822661751545	-52.76282266175156	-38.76282266175156	-62.962822661751545	0.48571428571428515
woods	what the	0	1634	134	27.387177338248453	46.63717733824848	24.437177338248432	46.63717733824848	15.937177338248432	-1.2333333333333358
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
suddenly		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
sam		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
heard		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
a		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
noise	noise	1	1768	44	26.648540974612082	21.537177338248455	22.937177338248432	45.13717733824848	-11.662822661751534	0.0318181818181813
<pause>	<pause>	1	1812	6	24.67051067158178	24.437177338248432	17.337177338248466	28.737177338248443	17.337177338248466	-1.1833333333333276
coming	coming	1	1818	48	15.170510671581788	11.837177338248466	-17.86282266175155	64.03717733824845	-17.86282266175155	-0.6187500000000004
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
from	from	1	1866	36	4.056621782692901	-17.86282266175155	3.7371773382484434	31.637177338248478	-17.86282266175155	0.5999999999999999
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
the	the	1	1902	223	6.019240118517507	5.1371773382484776	82.43717733824843	101.83717733824847	-77.36282266175155	0.34663677130044823
<pause>	<pause>	1	2125	3	90.00384400491511	85.93717733824843	94.63717733824848	94.63717733824848	85.93717733824843	2.900000000000015
tree	tree	1	2128	46	129.58065559911805	98.23717733824844	100.03717733824845	138.03717733824845	98.23717733824844	0.03913043478260894
<pause>	<pause>	1	2174	5	89.43717733824843	96.43717733824843	82.43717733824843	96.43717733824843	82.43717733824843	-2.8
above	above	1	2179	86	24.14647966382985	79.03717733824845	-26.162822661751534	91.13717733824848	-36.56282266175154	-1.2232558139534881
<pause>	<pause>	1	2265	43	-78.39072963849571	-29.662822661751534	-95.66282266175153	-29.662822661751534	-96.46282266175155	-1.5348837209302326
their	their	1	2308	40	-102.9753226617515	-95.66282266175153	-98.16282266175153	-91.46282266175155	-120.96282266175155	-0.0625
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
heads	heads	1	2348	21	-101.9342512331801	-98.96282266175155	-105.36282266175155	-98.96282266175155	-105.36282266175155	-0.304761904761905
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
jo	jo	1	2369	29	-93.75937438588947	-106.16282266175153	-81.86282266175155	-81.86282266175155	-108.46282266175155	0.8379310344827581
<pause>	<pause>	1	2398	21	-88.14853694746583	-82.76282266175156	-102.96282266175155	-82.76282266175156	-102.96282266175155	-0.9619047619047614
climbed	climbed	1	2419	32	-109.55969766175153	-105.36282266175155	-100.56282266175154	-100.56282266175154	-114.46282266175155	0.15000000000000036
<pause>	<pause>	1	2451	49	-104.15465939644541	-99.76282266175156	-134.26282266175156	-86.26282266175156	-134.26282266175156	-0.7040816326530612
up	up	1	2500	17	-136.74517560292801	-136.16282266175153	-132.36282266175155	-132.36282266175155	-139.96282266175155	0.22352941176470487
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
to	to	1	2517	15	-133.32282266175156	-132.36282266175155	-136.16282266175153	-132.36282266175155	-136.16282266175153	-0.2533333333333322
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
see	see	1	2532	10	-139.55282266175155	-136.86282266175155	-141.76282266175156	-136.86282266175155	-141.76282266175156	-0.49000000000000055
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
what	what	1	2542	35	-121.94567980460873	-141.76282266175156	-73.56282266175154	-73.56282266175154	-141.76282266175156	1.948571428571429
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
the	the	1	2577	9	-50.19615599508488	-67.86282266175155	-37.662822661751534	-37.662822661751534	-67.86282266175155	3.3555555555555574
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
noise	noise	1	2586	42	7.625272576343697	-37.662822661751534	43.63717733824848	43.63717733824848	-37.662822661751534	1.935714285714286
<pause>	<pause>	1	2628	5	48.21717733824846	45.13717733824848	51.337177338248466	51.337177338248466	45.13717733824848	1.2399999999999978
