	token	matches_expected	sframe	nframes	pitch_mean	pitch_start	pitch_end	pitch_high	pitch_low	pitch_slope
<pause>	<pause>	1	0	68	46.80217391304227	46.80217391304234	46.80217391304234	46.80217391304234	46.80217391304234	0.0
sam	sam	1	68	56	64.3986024844709	46.80217391304234	85.40217391304236	109.20217391304237	43.90217391304236	0.6892857142857147
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
and	and	1	124	29	44.20217391304234	80.50217391304233	2.702173913042344	80.50217391304233	1.4021739130423612	-2.6827586206896545
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
jo	jo	1	153	50	9.858173913042354	7.60217391304235	-16.19782608695766	25.80217391304234	-16.19782608695766	-0.4760000000000002
<pause>	<pause>	1	203	5	-15.537826086957654	-16.19782608695766	-13.997826086957645	-13.997826086957645	-16.19782608695766	0.4400000000000034
went	went	1	208	36	22.15495169082013	-11.597826086957639	34.00217391304233	38.20217391304237	-11.597826086957639	1.2666666666666657
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
for	for	1	244	32	30.35842391304235	35.40217391304236	11.402173913042361	51.20217391304237	11.402173913042361	-0.75
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
a	a	1	276	5	9.422173913042354	10.202173913042344	8.902173913042361	10.202173913042344	8.902173913042361	-0.25999999999999657
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
hike	hike	1	281	57	-29.44870327994011	7.60217391304235	-29.497826086957645	7.60217391304235	-68.19782608695766	-0.650877192982456
<pause>	<pause>	1	338	45	-7.391159420290987	-28.39782608695765	5.10217391304235	5.10217391304235	-28.39782608695765	0.7444444444444445
they	they	1	383	17	-2.150767263428234	5.10217391304235	-2.1978260869576616	6.402173913042361	-10.497826086957645	-0.42941176470588305
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
took	took	1	400	26	40.49832775919619	0.2021739130423441	100.50217391304233	100.50217391304233	0.2021739130423441	3.857692307692307
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
a	a	1	426	6	97.3855072463757	102.20217391304237	95.40217391304236	102.20217391304237	93.70217391304237	-1.1333333333333353
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
