	token	matches_expected	sframe	nframes	pitch_mean	pitch_start	pitch_end	pitch_high	pitch_low	pitch_slope
<pause>	<pause>	1	0	64	-49.4035879307961	-70.69577543079609	3.9042245692039046	3.9042245692039046	-70.69577543079609	1.165625
sam	sam	1	64	45	45.77755790253725	6.104224569203922	96.60422456920392	96.60422456920392	6.104224569203922	2.011111111111111
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
and	and	1	109	17	78.83363633390982	95.10422456920392	50.20422456920389	95.10422456920392	50.20422456920389	-2.6411764705882375
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
jo	jo	1	126	25	27.440224569203906	47.5042245692039	21.10422456920392	47.5042245692039	21.10422456920392	-1.0559999999999992
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
went	went	1	151	22	43.563315478294825	23.5042245692039	51.5042245692039	101.40422456920393	19.904224569203905	1.2727272727272727
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
for	for	1	173	21	34.62803409301344	48.90422456920393	15.204224569203916	48.90422456920393	15.204224569203916	-1.6047619047619055
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
a	a	1	194	6	12.90422456920391	14.104224569203922	11.704224569203916	14.104224569203922	11.704224569203916	-0.40000000000000097
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
hike	hike	1	200	50	-2.7637754307960893	10.604224569203922	14.104224569203922	14.104224569203922	-25.095775430796095	0.07
<pause>	<pause>	1	250	61	35.68455243805636	15.204224569203916	41.0042245692039	41.0042245692039	15.204224569203916	0.4229508196721309
they	they	1	311	14	34.23993885491819	41.0042245692039	19.904224569203905	41.0042245692039	19.904224569203905	-1.5071428571428567
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
took	took	1	325	27	62.952372717352056	22.30422456920391	107.80422456920391	107.80422456920391	22.30422456920391	3.1666666666666665
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
a	a	1	352	10	80.91422456920392	103.0042245692039	71.0042245692039	103.0042245692039	61.10422456920392	-3.2
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
path	path	1	362	50	42.28622456920394	63.90422456920393	38.40422456920393	63.90422456920393	28.404224569203905	-0.51
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
through	through	1	412	40	33.63172456920391	38.40422456920393	34.60422456920392	41.0042245692039	18.704224569203916	-0.09500000000000028
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
the	the	1	452	14	26.02565314063249	32.10422456920392	10.604224569203922	38.40422456920393	10.604224569203922	-1.5357142857142858
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
woods	woods	1	466	48	16.37297456920391	8.30422456920391	55.60422456920392	55.60422456920392	-25.095775430796095	0.9854166666666669
<pause>	<pause>	1	514	28	76.36851028348961	57.0042245692039	96.60422456920392	96.60422456920392	57.0042245692039	1.414285714285715
suddenly	suddenly	1	542	61	92.90914260199078	96.60422456920392	81.30422456920391	181.8042245692039	44.90422456920393	-0.25081967213114775
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
sam	sam	1	603	33	64.86786093284027	79.80422456920391	42.30422456920391	106.20422456920389	38.40422456920393	-1.1363636363636365
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
heard	heard	1	636	23	35.04335500398652	44.90422456920393	28.404224569203905	44.90422456920393	27.10422456920392	-0.7173913043478273
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
a	a	1	659	9	23.14866901364836	27.10422456920392	17.60422456920392	29.60422456920392	17.60422456920392	-1.0555555555555556
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
noise	noise	1	668	38	27.89369825341444	16.404224569203905	42.30422456920391	47.5042245692039	10.604224569203922	0.6815789473684212
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
coming	coming	1	706	34	26.954224569203923	42.30422456920391	15.204224569203916	47.5042245692039	15.204224569203916	-0.7970588235294116
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
from	from	1	740	21	13.775653140632487	15.204224569203916	9.504224569203899	24.704224569203916	6.104224569203922	-0.27142857142857224
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
the	the	1	761	8	1.8417245692039117	8.30422456920391	-3.795775430796084	8.30422456920391	-3.795775430796084	-1.5124999999999993
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
tree	tree	1	769	48	-4.085358764129424	-2.6957754307960897	7.204224569203916	15.204224569203916	-26.9957754307961	0.20625000000000013
<pause>	<pause>	1	817	93	38.63218155845126	8.30422456920391	44.90422456920393	44.90422456920393	8.30422456920391	0.3935483870967744
above	above	1	910	51	27.376773588811776	44.90422456920393	8.30422456920391	46.20422456920389	6.104224569203922	-0.7176470588235299
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
their	their	1	961	17	13.81010692214509	11.704224569203916	7.204224569203916	30.80422456920391	6.104224569203922	-0.2647058823529412
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
heads	heads	1	978	51	-9.776167587658827	5.004224569203899	-13.19577543079609	5.004224569203899	-17.19577543079609	-0.356862745098039
<pause>	<pause>	1	1029	34	-9.831069548443153	-13.19577543079609	0.6042245692039216	0.6042245692039216	-13.19577543079609	0.4058823529411768
