	token	matches_expected	sframe	nframes	pitch_mean	pitch_start	pitch_end	pitch_high	pitch_low	pitch_slope
<pause>	<pause>	1	0	67	-27.166216689121423	-29.812485345837842	-16.112485345837854	-16.112485345837854	-42.31248534583784	0.20447761194029834
sam	sam	1	67	35	86.72751465416214	-14.51248534583786	177.98751465416217	177.98751465416217	-14.51248534583786	5.500000000000001
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
and	and	1	102	17	141.60516171298568	176.28751465416212	127.38751465416215	176.28751465416212	112.68751465416216	-2.876470588235293
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
jo	jo	1	119	28	78.29465751130499	125.88751465416215	46.98751465416214	125.88751465416215	46.98751465416214	-2.817857142857143
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
went	went	1	147	24	53.841681320828805	48.087514654162135	52.587514654162135	87.98751465416217	44.78751465416215	0.1875
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
for	for	1	171	19	51.9822514962674	52.587514654162135	44.78751465416215	55.98751465416214	44.78751465416215	-0.4105263157894728
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
a	a	1	190	3	35.45418132082881	39.28751465416215	32.98751465416214	39.28751465416215	32.98751465416214	-2.1000000000000036
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
hike	hike	1	193	37	6.092920059567552	29.887514654162146	-34.112485345837854	29.887514654162146	-34.112485345837854	-1.7297297297297298
<pause>	<pause>	1	230	45	-26.016929790282298	-38.21248534583785	18.98751465416214	18.98751465416214	-48.71248534583785	1.2711111111111109
they	they	1	275	16	29.425014654162148	27.887514654162146	8.587514654162135	50.28751465416215	7.6875146541621575	-1.2062500000000007
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
took	took	1	291	37	95.30102816767567	9.48751465416214	101.38751465416215	152.58751465416213	9.48751465416214	2.483783783783784
<pause>	<pause>	1	328	49	12.695677919468267	93.28751465416212	62.98751465416214	93.28751465416212	-12.112485345837854	-0.6183673469387752
a	a	1	377	15	79.39418132082885	71.48751465416214	80.18751465416216	85.38751465416215	71.48751465416214	0.5800000000000012
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
path	path	1	392	36	49.06529243193995	81.48751465416217	-21.612485345837854	89.28751465416212	-21.612485345837854	-2.8638888888888894
<pause>	<pause>	1	428	22	-18.353394436746942	-26.112485345837854	30.98751465416214	30.98751465416214	-42.912485345837865	2.5954545454545452
through	through	1	450	40	71.61501465416212	34.087514654162135	19.98751465416214	104.18751465416216	19.98751465416214	-0.35249999999999987
<pause>	<pause>	1	490	30	-20.84915201250452	7.6875146541621575	17.087514654162135	17.087514654162135	-34.112485345837854	0.3133333333333326
the	the	1	520	6	59.40418132082882	30.98751465416214	68.98751465416214	73.88751465416215	30.98751465416214	6.333333333333333
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
woods	woods	1	526	33	24.654181320828812	64.18751465416216	-40.21248534583785	64.18751465416216	-40.21248534583785	-3.163636363636364
<pause>	<pause>	1	559	13	-44.38171611506862	-43.612485345837854	-31.212485345837848	-31.212485345837848	-48.71248534583785	0.9538461538461542
suddenly	suddenly	1	572	58	28.744411205886305	-23.912485345837865	-22.312485345837842	121.38751465416215	-65.71248534583785	0.027586206896552116
<pause>	<pause>	1	630	3	-10.945818679171188	-16.912485345837865	-4.612485345837854	-4.612485345837854	-16.912485345837865	4.100000000000004
sam	sam	1	633	26	77.36059157723906	3.1875146541621575	76.38751465416215	109.78751465416212	3.1875146541621575	2.815384615384615
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
heard	heard	1	659	14	58.35894322559072	71.48751465416214	51.387514654162146	71.48751465416214	51.387514654162146	-1.4357142857142853
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
a	a	1	673	12	34.17918132082881	49.18751465416216	25.887514654162146	49.18751465416216	25.887514654162146	-1.9416666666666675
<pause>	<pause>	1	685	3	28.920847987495478	26.887514654162146	30.98751465416214	30.98751465416214	26.887514654162146	1.3666666666666647
noise	noise	1	688	46	44.20273204546651	29.887514654162146	-34.81248534583784	89.28751465416212	-34.81248534583784	-1.4065217391304345
<pause>	<pause>	1	734	35	-38.863913917266416	-40.21248534583785	-40.912485345837865	-29.01248534583786	-50.01248534583786	-0.020000000000000486
coming	coming	1	769	30	-58.52581867917117	-42.912485345837865	-63.51248534583786	-42.912485345837865	-64.61248534583785	-0.6866666666666664
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
from	from	1	799	21	-64.8458186791712	-63.51248534583786	-70.51248534583786	-55.51248534583786	-70.51248534583786	-0.3333333333333333
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
the	the	1	820	7	-69.88391391726643	-70.01248534583786	-67.41248534583785	-67.41248534583785	-71.61248534583785	0.37142857142857266
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
tree	tree	1	827	58	-49.01938189756198	-66.31248534583786	-54.91248534583785	-31.912485345837865	-66.31248534583786	0.19655172413793112
<pause>	<pause>	1	885	15	-31.445818679171186	-53.71248534583785	9.48751465416214	9.48751465416214	-53.71248534583785	4.213333333333333
above	above	1	900	31	48.229450138033116	23.887514654162146	43.68751465416216	57.18751465416216	23.887514654162146	0.6387096774193552
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
their	their	1	931	11	44.82387829052579	44.78751465416215	32.98751465416214	49.18751465416216	32.98751465416214	-1.0727272727272739
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
heads	heads	1	942	26	21.33751465416215	29.887514654162146	-12.912485345837865	46.98751465416214	-14.51248534583786	-1.6461538461538465
<pause>	<pause>	1	968	44	-20.894303527656028	-12.112485345837854	48.087514654162135	48.087514654162135	-44.21248534583785	1.368181818181818
jo	jo	1	1012	15	42.66751465416214	46.98751465416214	37.18751465416216	46.98751465416214	37.18751465416216	-0.6533333333333322
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
climbed	climbed	1	1027	38	68.24804096995162	35.087514654162135	95.98751465416217	97.28751465416212	35.087514654162135	1.6026315789473693
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
