	token	matches_expected	sframe	nframes	pitch_mean	pitch_start	pitch_end	pitch_high	pitch_low	pitch_slope
<pause>	<pause>	1	0	130	54.62665544332133	54.6266554433212	54.6266554433212	54.6266554433212	54.6266554433212	0.0
sam	sam	1	130	36	60.546099887765635	54.6266554433212	89.82665544332119	89.82665544332119	48.92665544332121	0.9777777777777774
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
and	and	1	166	24	85.28082210998788	94.72665544332122	20.72665544332122	109.82665544332119	20.72665544332122	-3.0833333333333335
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
jo	jo	1	190	39	4.667681084346854	18.22665544332122	2.326655443321215	18.22665544332122	-10.27334455667878	-0.40769230769230785
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
went	went	1	229	28	-1.3697731281073584	4.726655443321221	-5.773344556678779	7.126655443321198	-14.673344556678785	-0.375
<pause>	<pause>	1	257	3	-3.473344556678787	-4.673344556678785	-2.2733445566787793	-2.2733445566787793	-4.673344556678785	0.8000000000000019
for		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
<pause>	<pause>	1	260	45	7.288877665543437	-1.173344556678785	25.92665544332121	25.92665544332121	-1.173344556678785	0.6022222222222221
a	a	0	305	150	32.04332210998786	33.82665544332119	31.126655443321198	33.82665544332119	29.826655443321187	-0.4499999999999981
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
hike	hike	1	455	45	7.486655443321211	35.1266554433212	5.926655443321209	36.52665544332123	-17.973344556678796	-0.6488888888888886
<pause>	<pause>	1	500	36	19.1155443322101	5.926655443321209	40.6266554433212	40.6266554433212	5.926655443321209	0.9638888888888886
they	they	1	536	29	41.7714830295281	41.92665544332121	35.1266554433212	66.42665544332121	27.22665544332122	-0.23448275862069004
<pause>	<pause>	1	565	19	35.716129127531744	35.1266554433212	36.52665544332123	36.52665544332123	35.1266554433212	0.07368421052631759
took	took	1	584	38	71.6766554433212	36.52665544332123	64.92665544332121	99.72665544332122	36.52665544332123	0.747368421052631
<pause>	<pause>	1	622	3	61.95998877665455	63.42665544332121	60.52665544332123	63.42665544332121	60.52665544332123	-0.9666666666666591
a	a	1	625	10	81.42665544332121	59.02665544332123	94.72665544332122	98.02665544332123	47.52665544332123	3.569999999999999
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
path	path	1	635	37	22.58611490278067	94.72665544332122	-6.873344556678802	94.72665544332122	-16.873344556678802	-2.7459459459459468
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
through	through	1	672	28	-8.944773128107364	-6.873344556678802	1.2266554433212207	1.2266554433212207	-14.673344556678785	0.2892857142857151
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
the	the	1	700	11	40.508473625139374	8.326655443321215	54.6266554433212	56.1266554433212	8.326655443321215	4.209090909090907
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
woods	woods	1	711	28	66.82665544332123	57.52665544332123	18.22665544332122	116.82665544332119	18.22665544332122	-1.403571428571429
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
suddenly	suddenly	1	739	60	-0.5600112233454567	16.92665544332121	-21.173344556678785	37.82665544332119	-27.473344556678796	-0.6349999999999999
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
sam	sam	1	799	39	-6.0348830182172515	-20.173344556678785	-11.373344556678802	7.126655443321198	-20.173344556678785	0.2256410256410252
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
heard	heard	1	838	26	-21.2387291720634	-14.673344556678785	-27.473344556678796	-6.873344556678802	-32.57334455667879	-0.4923076923076927
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
a	a	1	864	8	-32.54834455667879	-28.473344556678796	-35.57334455667879	-28.473344556678796	-35.57334455667879	-0.8874999999999993
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
noise	noise	1	872	51	-9.40275632138467	-33.57334455667879	-6.873344556678802	27.22665544332122	-33.57334455667879	0.5235294117647057
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
coming	coming	1	923	42	5.800464967130733	-5.773344556678779	-21.173344556678785	25.92665544332121	-21.173344556678785	-0.3666666666666668
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
from	from	1	965	29	-15.742310073920173	-21.173344556678785	-9.173344556678785	-2.2733445566787793	-24.373344556678802	0.41379310344827586
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
the	the	1	994	9	0.31554433221010136	-6.873344556678802	5.926655443321209	5.926655443321209	-6.873344556678802	1.4222222222222234
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
tree	tree	1	1003	39	20.842040058705827	7.126655443321198	-3.4733445566787964	50.32665544332119	-8.07334455667879	-0.27179487179487166
<pause>	<pause>	1	1042	30	11.309988776654547	-3.4733445566787964	4.726655443321221	23.326655443321187	-3.4733445566787964	0.2733333333333339
above	above	1	1072	33	-19.133950617284853	2.326655443321215	-17.973344556678796	2.326655443321215	-27.473344556678796	-0.6151515151515154
<pause>	<pause>	1	1105	4	-12.47334455667879	-15.77334455667878	-9.173344556678785	-9.173344556678785	-15.77334455667878	1.6499999999999986
their	their	1	1109	16	24.301655443321202	-6.873344556678802	46.1266554433212	46.1266554433212	-6.873344556678802	3.3125
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
heads	heads	1	1125	40	-24.74334455667879	40.6266554433212	-6.873344556678802	40.6266554433212	-76.3733445566788	-1.1875
<pause>	<pause>	1	1165	39	17.362552879218647	-5.773344556678779	41.92665544332121	41.92665544332121	-5.773344556678779	1.2230769230769227
jo	jo	1	1204	27	52.30443322109898	43.32665544332119	48.92665544332121	85.02665544332123	37.82665544332119	0.20740740740740826
<pause>		0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
climbed	climbed	1	1231	43	17.00572521076307	35.1266554433212	37.82665544332119	51.82665544332119	-69.07334455667879	0.06279069767441835
