Session,WCPM,Acc,Comp,Exp,level,B_new,C_new,E_new,F_new,G_new,H_new,J_new,K_new,L_new,M_new,N_new,O_new,P_new,Q_new,mlevel_numeric,form_numeric,mlevel_form_diff,text_is_above_level
16795.0,36.0,0.9329999999999999,5.9,1.5,6.0,3.0,3.0,3.0,2.0,2.0,3.0,0.0,2.0,0.0,2.0,3.0,3.0,3.0,1.0,6,9,-3,0
16806.0,35.0,0.877,3.0,1.4,6.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,6,9,-3,0
16817.0,59.0,0.968,7.1,2.1,8.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8,9,-1,0
16970.0,44.0,0.915,4.9,1.9,6.0,3.0,3.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,3.0,2.0,1.0,1.0,6,9,-3,0
17230.0,32.0,0.868,4.3,1.3,5.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,2.0,0.0,3.0,3.0,2.0,5,9,-4,0
19791.0,31.0,0.7559999999999999,4.6,1.4,5.0,3.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,5,9,-4,0
19982.0,38.0,0.85,4.5,1.5,6.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,6,9,-3,0
20059.0,52.0,0.728,3.3,1.9,7.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,3.0,2.0,7,9,-2,0
20183.0,57.0,0.91,5.5,2.4,8.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,8,9,-1,0
20217.0,42.0,0.843,3.4,1.8,6.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,6,9,-3,0
20244.0,56.0,0.9309999999999999,5.5,1.7,7.0,3.0,2.0,3.0,2.0,1.0,3.0,0.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,7,9,-2,0
22001.0,58.0,0.9840000000000001,4.9,2.3,8.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,8,9,-1,0
26946.0,126.0,0.951,3.1,3.7,14.0,3.0,3.0,3.0,2.0,0.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,14,9,5,1
26995.0,140.0,0.9840000000000001,5.6,3.7,15.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,14,9,5,1
27162.0,58.0,0.955,7.4,2.0,8.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,8,9,-1,0
27171.0,68.0,0.976,6.6,2.6,9.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,3.0,3.0,2.0,9,9,0,0
27539.0,60.0,0.951,7.3,2.1,8.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,8,9,-1,0
27687.0,173.0,1.0,7.1,4.0,18.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,14,9,5,1
27717.0,87.0,0.988,6.4,2.5,10.0,3.0,3.0,3.0,1.0,0.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,10,9,1,1
27861.0,54.0,0.8290000000000001,7.3,1.8,7.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,7,9,-2,0
27873.0,24.0,0.737,1.8,1.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,-4,0
27907.0,63.0,0.9790000000000001,5.8,2.4,8.0,3.0,3.0,3.0,3.0,0.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,8,9,-1,0
29407.0,111.0,0.9490000000000001,2.9,3.1,12.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,2.0,3.0,2.0,12,9,3,1
29476.0,54.0,0.938,5.6,1.8,7.0,3.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,7,9,-2,0
29650.0,30.0,0.602,4.3,1.3,5.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,5,9,-4,0
30248.0,75.0,0.988,6.2,2.4,9.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,9,9,0,0
30474.0,119.0,1.0,5.7,3.2,13.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,13,9,4,1
30518.0,49.0,0.879,5.7,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,7,9,-2,0
30697.0,95.0,0.971,7.6,2.7,12.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,0.0,3.0,3.0,3.0,12,9,3,1
30890.0,83.0,1.0,8.0,3.3,11.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,0.0,3.0,3.0,3.0,11,9,2,1
30976.0,96.0,1.0,7.0,2.9,12.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,0.0,3.0,3.0,2.0,12,9,3,1
31086.0,120.0,0.988,6.7,2.9,14.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,3.0,3.0,14,9,5,1
31213.0,37.0,0.644,4.0,1.5,6.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,6,9,-3,0
31292.0,59.0,0.9329999999999999,6.8,2.3,8.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,2.0,8,9,-1,0
31743.0,38.0,0.76,3.1,1.7,6.0,3.0,2.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,3.0,6,9,-3,0
32609.0,35.6,0.818,3.0,1.5,6.0,3.0,2.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,6,9,-3,0
32762.0,64.0,0.9840000000000001,5.9,2.3,8.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,8,9,-1,0
32764.0,94.0,0.758,3.8,2.6,8.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,8,9,-1,0
32852.0,104.0,0.96,5.6,2.7,12.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,12,9,3,1
33108.0,85.0,1.0,4.6,3.2,10.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,10,9,1,1
33138.0,75.0,0.985,6.5,2.5,9.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,9,9,0,0
33184.0,45.0,0.768,6.3,1.9,6.0,3.0,2.0,3.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,6,9,-3,0
33449.0,109.0,1.0,7.1,3.4,13.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,13,9,4,1
34238.0,91.0,1.0,7.3,2.8,11.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,11,9,2,1
35750.0,97.0,0.988,4.7,2.8,11.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,11,9,2,1
36278.0,66.0,0.951,6.2,2.2,8.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8,9,-1,0
38411.0,86.0,0.9790000000000001,6.3,2.7,10.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10,9,1,1
38761.0,76.0,0.927,4.5,1.9,9.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,2.0,9,9,0,0
38907.0,108.0,1.0,7.9,3.1,12.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,12,9,3,1
38996.0,127.0,1.0,7.0,3.8,14.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,14,9,5,1
39121.0,81.0,0.705,4.6,1.7,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,7,9,-2,0
39768.0,93.0,0.988,7.3,2.6,11.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,11,9,2,1
39880.0,145.0,0.9790000000000001,5.3,3.8,15.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,14,9,5,1
39988.0,84.0,0.992,6.0,2.6,10.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,10,9,1,1
40347.0,111.0,0.996,6.5,3.3,12.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,12,9,3,1
40403.0,79.0,0.971,5.6,2.3,10.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,10,9,1,1
40416.0,124.0,1.0,7.3,3.8,14.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,14,9,5,1
40517.0,82.0,0.996,6.9,2.8,10.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,10,9,1,1
41887.0,37.0,0.981,4.9,1.4,6.0,3.0,2.0,2.0,0.0,1.0,2.0,0.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,6,9,-3,0
42485.0,101.0,0.9640000000000001,3.6,3.1,11.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,11,9,2,1
42611.0,137.0,1.0,6.8,3.9,15.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,14,9,5,1
42619.0,85.0,1.0,6.8,2.7,10.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,10,9,1,1
43613.0,89.0,1.0,5.4,2.6,10.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,10,9,1,1
43657.0,127.0,0.9790000000000001,5.8,3.7,14.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,14,9,5,1
45417.0,114.0,1.0,6.7,3.1,13.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,13,9,4,1
45543.0,144.0,1.0,6.0,3.7,15.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,14,9,5,1
45795.0,27.0,0.753,3.2,1.5,5.0,2.0,3.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0,5,9,-4,0
46119.0,67.0,0.941,6.4,2.0,8.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,8,9,-1,0
46722.0,107.0,0.8490000000000001,5.5,2.8,9.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,9,9,0,0
48614.0,125.0,0.975,7.0,3.5,14.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,14,9,5,1
49134.0,147.0,1.0,6.2,4.0,16.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,14,9,5,1
49262.0,95.0,0.95,6.9,2.8,11.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,11,9,2,1
49279.0,103.0,0.971,5.9,3.0,12.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,12,9,3,1
49361.0,143.0,0.988,7.3,3.8,15.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,14,9,5,1
49608.0,124.0,1.0,6.6,3.6,14.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,14,9,5,1
51095.0,183.0,0.919,6.4,3.8,22.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,14,9,5,1
51352.0,64.0,0.8690000000000001,3.4,2.2,8.0,2.0,2.0,3.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,3.0,1.0,3.0,3.0,8,9,-1,0
51477.0,105.0,0.992,4.4,3.3,12.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,12,9,3,1
51502.0,49.0,0.934,6.3,1.7,7.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,7,9,-2,0
51505.0,69.0,0.9690000000000001,4.5,2.0,9.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,9,9,0,0
51555.0,100.0,0.992,5.5,2.8,11.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,11,9,2,1
51613.0,56.0,0.972,3.9,1.9,7.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,0.0,3.0,3.0,3.0,7,9,-2,0
51680.0,105.0,0.996,5.0,2.8,12.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,12,9,3,1
51722.0,70.0,0.98,6.3,2.3,9.0,3.0,3.0,3.0,2.0,0.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,9,9,0,0
51867.0,95.0,1.0,4.0,3.0,11.0,2.0,3.0,3.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0,11,9,2,1
51875.0,161.0,1.0,6.7,4.0,17.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,14,9,5,1
52020.0,51.0,0.963,5.4,1.8,7.0,3.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,7,9,-2,0
52031.0,78.0,1.0,7.9,2.9,9.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,9,9,0,0
52095.0,56.0,0.991,7.4,2.1,7.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,7,9,-2,0
52097.0,59.0,0.9840000000000001,6.9,2.0,8.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,8,9,-1,0
52104.0,145.0,0.992,4.7,3.8,15.0,3.0,3.0,3.0,1.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,14,9,5,1
52109.0,119.0,0.9540000000000001,7.0,3.4,13.0,3.0,3.0,1.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,13,9,4,1
52115.0,93.0,0.983,5.3,2.7,11.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,11,9,2,1
52116.0,81.0,0.985,6.9,2.9,10.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,10,9,1,1
52119.0,144.0,0.9009999999999999,4.7,3.5,15.0,3.0,3.0,2.0,1.0,0.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,14,9,5,1
52277.0,110.0,1.0,5.8,3.5,12.0,3.0,3.0,3.0,2.0,0.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,12,9,3,1
52354.0,86.0,0.996,6.4,2.6,10.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,10,9,1,1
52966.0,30.0,0.813,4.7,1.5,5.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,5,9,-4,0
52983.0,32.0,0.636,2.0,1.3,5.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,2.0,1.0,0.0,3.0,3.0,5,9,-4,0
52993.0,42.0,0.9,3.8,1.8,6.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,0.0,6,9,-3,0
53176.0,59.0,0.9359999999999999,4.7,2.1,8.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,8,9,-1,0
53360.0,164.0,1.0,6.6,4.0,17.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,14,9,5,1
53387.0,57.0,0.972,4.2,1.9,8.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,8,9,-1,0
53408.0,170.0,1.0,6.9,4.0,18.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,14,9,5,1
53533.0,112.0,0.968,6.9,2.9,12.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,12,9,3,1
30908.0,99.0,0.9890000000000001,6.5,2.8,12.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,12,11,1,1
30915.0,45.0,0.813,3.8,1.6,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,7,11,-4,0
31525.0,63.0,1.0,3.1,2.2,9.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0,9,11,-2,0
31788.0,76.0,1.0,6.0,2.9,10.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,10,11,-1,0
31930.0,71.0,0.905,4.0,2.5,9.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,3.0,3.0,0.0,9,11,-2,0
31942.0,83.0,0.9670000000000001,5.4,2.4,11.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,11,11,0,0
32192.0,33.0,0.8270000000000001,5.1,1.4,6.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,3.0,3.0,3.0,6,11,-5,0
32205.0,88.0,0.9470000000000001,4.5,3.5,11.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,3.0,0.0,11,11,0,0
32210.0,41.0,0.7759999999999999,5.1,1.8,6.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,3.0,0.0,6,11,-5,0
32213.0,101.0,1.0,6.7,3.2,12.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,12,11,1,1
32239.0,98.0,0.9890000000000001,5.7,3.3,12.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,3.0,3.0,2.0,12,11,1,1
32258.0,26.0,0.7490000000000001,4.2,1.3,5.0,3.0,2.0,3.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,5,11,-6,0
32714.0,33.0,0.8859999999999999,4.1,1.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,6,11,-5,0
32922.0,41.0,0.9359999999999999,1.8,1.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6,11,-5,0
35171.0,68.0,0.943,5.9,2.1,9.0,3.0,3.0,2.0,3.0,2.0,2.0,0.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,9,11,-2,0
37230.0,44.0,0.677,2.3,1.7,7.0,3.0,3.0,3.0,0.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,1.0,3.0,2.0,7,11,-4,0
38071.0,88.0,0.982,5.7,3.3,11.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,11,11,0,0
40760.0,89.0,0.934,4.8,2.5,11.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,11,11,0,0
40865.0,28.0,0.912,3.1,1.3,5.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,5,11,-6,0
40887.0,56.0,0.948,4.2,2.0,8.0,2.0,3.0,3.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,8,11,-3,0
40964.0,97.0,0.934,3.5,3.0,12.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,0.0,2.0,3.0,3.0,12,11,1,1
41091.0,79.0,0.983,5.9,2.4,10.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,10,11,-1,0
41105.0,101.0,0.961,3.3,3.1,12.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,12,11,1,1
41120.0,76.0,0.9359999999999999,4.9,2.6,10.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,10,11,-1,0
41664.0,36.0,0.847,3.4,1.4,6.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,6,11,-5,0
42279.0,63.0,0.924,3.9,2.2,9.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,3.0,1.0,9,11,-2,0
42307.0,48.0,0.973,5.3,1.9,7.0,3.0,2.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,7,11,-4,0
42972.0,33.0,0.759,3.5,1.5,6.0,3.0,3.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,6,11,-5,0
44086.0,98.0,0.981,4.0,2.6,12.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,12,11,1,1
44169.0,66.0,0.909,5.3,2.4,9.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,9,11,-2,0
44867.0,90.0,0.7190000000000001,2.6,2.1,8.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,3.0,2.0,8,11,-3,0
45071.0,82.0,0.9440000000000001,5.2,2.9,11.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,11,11,0,0
46117.0,81.0,0.7959999999999999,4.9,2.4,7.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,7,11,-4,0
46836.0,84.0,0.792,3.2,2.4,8.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,8,11,-3,0
46990.0,56.0,0.988,5.9,2.3,8.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,8,11,-3,0
47002.0,91.0,0.996,4.2,3.2,11.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,11,11,0,0
47041.0,113.0,1.0,6.1,3.6,14.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,14,11,3,1
47043.0,108.0,0.945,2.7,3.4,13.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,3.0,2.0,13,11,2,1
47092.0,108.0,0.789,3.3,3.1,10.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,10,11,-1,0
47152.0,155.0,1.0,6.5,4.0,18.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,17,11,6,1
47361.0,155.0,1.0,6.2,4.0,18.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,17,11,6,1
47363.0,124.0,1.0,3.6,3.9,15.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,3.0,1.0,15,11,4,1
47388.0,145.0,1.0,7.1,4.0,17.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,17,11,6,1
47421.0,180.0,1.0,6.0,4.0,20.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,17,11,6,1
47464.0,170.0,1.0,6.0,4.0,19.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,17,11,6,1
47502.0,154.0,1.0,6.4,4.0,18.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,17,11,6,1
47767.0,70.0,0.9470000000000001,2.0,2.2,9.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,3.0,3.0,9,11,-2,0
47824.0,171.0,1.0,5.8,4.0,19.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,17,11,6,1
