Response,WCPM,Acc,Comp,Exp,level,WCPM_response,Comp_response,Exp_response,undetermined,1_or_2,2_unanimous,2_or_3,3_unanimous
746639,91.0,0.996,4.2,3.2,11,90.0,2.6,3.2,0,0,0,0,1
746639,91.0,0.996,4.2,3.2,11,90.0,2.6,3.2,0,0,0,0,1
746639,91.0,0.996,4.2,3.2,11,90.0,2.6,3.2,0,0,0,0,1
746639,91.0,0.996,4.2,3.2,11,90.0,2.6,3.2,0,0,0,0,1
746639,91.0,0.996,4.2,3.2,11,90.0,2.6,3.2,0,0,0,0,1
746643,91.0,0.996,4.2,3.2,11,87.0,4.0,2.9,0,0,0,0,1
746643,91.0,0.996,4.2,3.2,11,87.0,4.0,2.9,0,0,0,0,1
746643,91.0,0.996,4.2,3.2,11,87.0,4.0,2.9,0,0,0,0,1
746647,91.0,0.996,4.2,3.2,11,84.4,6.1,2.8,0,0,0,0,1
746647,91.0,0.996,4.2,3.2,11,84.4,6.1,2.8,0,0,0,0,1
746647,91.0,0.996,4.2,3.2,11,84.4,6.1,2.8,0,0,0,0,1
747114,113.0,1.0,6.1,3.6,14,104.2,5.7,4.0,0,0,0,0,1
747114,113.0,1.0,6.1,3.6,14,104.2,5.7,4.0,0,0,0,0,1
747114,113.0,1.0,6.1,3.6,14,104.2,5.7,4.0,0,0,0,0,1
747114,113.0,1.0,6.1,3.6,14,104.2,5.7,4.0,0,0,0,0,1
747114,113.0,1.0,6.1,3.6,14,104.2,5.7,4.0,0,0,0,0,1
747118,113.0,1.0,6.1,3.6,14,113.1,3.6,3.6,0,0,0,0,1
747118,113.0,1.0,6.1,3.6,14,113.1,3.6,3.6,0,0,0,0,1
747118,113.0,1.0,6.1,3.6,14,113.1,3.6,3.6,0,0,0,0,1
747122,113.0,1.0,6.1,3.6,14,120.8,8.0,3.5,0,0,0,0,1
747122,113.0,1.0,6.1,3.6,14,120.8,8.0,3.5,0,0,0,0,1
747122,113.0,1.0,6.1,3.6,14,120.8,8.0,3.5,0,0,0,0,1
747136,108.0,0.945,2.7,3.4,13,120.3,4.7,4.0,0,0,0,0,1
747136,108.0,0.945,2.7,3.4,13,120.3,4.7,4.0,0,0,0,0,1
747136,108.0,0.945,2.7,3.4,13,120.3,4.7,4.0,0,0,0,0,1
747136,108.0,0.945,2.7,3.4,13,120.3,4.7,4.0,0,0,0,0,1
747136,108.0,0.945,2.7,3.4,13,120.3,4.7,4.0,0,0,0,0,1
747140,108.0,0.945,2.7,3.4,13,104.2,1.0,3.5,0,0,0,0,1
747140,108.0,0.945,2.7,3.4,13,104.2,1.0,3.5,0,0,0,0,1
747140,108.0,0.945,2.7,3.4,13,104.2,1.0,3.5,0,0,0,0,1
747144,108.0,0.945,2.7,3.4,13,81.0,3.1,2.1,0,0,0,0,1
747144,108.0,0.945,2.7,3.4,13,81.0,3.1,2.1,0,0,0,0,1
747144,108.0,0.945,2.7,3.4,13,81.0,3.1,2.1,0,0,0,0,1
747752,108.0,0.789,3.3,3.1,10,123.0,5.2,3.6,0,0,0,0,1
747752,108.0,0.789,3.3,3.1,10,123.0,5.2,3.6,0,0,0,0,1
747752,108.0,0.789,3.3,3.1,10,123.0,5.2,3.6,0,0,0,0,1
747752,108.0,0.789,3.3,3.1,10,123.0,5.2,3.6,0,0,0,0,1
747752,108.0,0.789,3.3,3.1,10,123.0,5.2,3.6,0,0,0,0,1
747756,108.0,0.789,3.3,3.1,10,123.0,1.9,3.3,0,0,0,0,1
747756,108.0,0.789,3.3,3.1,10,123.0,1.9,3.3,0,0,0,0,1
747756,108.0,0.789,3.3,3.1,10,123.0,1.9,3.3,0,0,0,0,1
747760,108.0,0.789,3.3,3.1,10,96.8,2.9,3.0,0,0,0,0,1
747760,108.0,0.789,3.3,3.1,10,96.8,2.9,3.0,0,0,0,0,1
747760,108.0,0.789,3.3,3.1,10,96.8,2.9,3.0,0,0,0,0,1
748431,155.0,1.0,6.5,4.0,18,151.7,3.6,4.2,0,0,0,0,1
748431,155.0,1.0,6.5,4.0,18,151.7,3.6,4.2,0,0,0,0,1
748431,155.0,1.0,6.5,4.0,18,151.7,3.6,4.2,0,0,0,0,1
748431,155.0,1.0,6.5,4.0,18,151.7,3.6,4.2,0,0,0,0,1
748431,155.0,1.0,6.5,4.0,18,151.7,3.6,4.2,0,0,0,0,1
748435,155.0,1.0,6.5,4.0,18,138.0,7.6,4.0,0,0,0,0,1
748435,155.0,1.0,6.5,4.0,18,138.0,7.6,4.0,0,0,0,0,1
748435,155.0,1.0,6.5,4.0,18,138.0,7.6,4.0,0,0,0,0,1
748439,155.0,1.0,6.5,4.0,18,157.5,8.0,4.2,0,0,0,0,1
748439,155.0,1.0,6.5,4.0,18,157.5,8.0,4.2,0,0,0,0,1
748439,155.0,1.0,6.5,4.0,18,157.5,8.0,4.2,0,0,0,0,1
750388,155.0,1.0,6.2,4.0,18,159.9,7.6,4.6,0,0,0,0,1
750388,155.0,1.0,6.2,4.0,18,159.9,7.6,4.6,0,0,0,0,1
750388,155.0,1.0,6.2,4.0,18,159.9,7.6,4.6,0,0,0,0,1
750388,155.0,1.0,6.2,4.0,18,159.9,7.6,4.6,0,0,0,0,1
750388,155.0,1.0,6.2,4.0,18,159.9,7.6,4.6,0,0,0,0,1
750392,155.0,1.0,6.2,4.0,18,148.5,5.8,4.3,0,0,0,0,1
750392,155.0,1.0,6.2,4.0,18,148.5,5.8,4.3,0,0,0,0,1
750392,155.0,1.0,6.2,4.0,18,148.5,5.8,4.3,0,0,0,0,1
750396,155.0,1.0,6.2,4.0,18,155.4,5.1,4.5,0,0,0,0,1
750396,155.0,1.0,6.2,4.0,18,155.4,5.1,4.5,0,0,0,0,1
750396,155.0,1.0,6.2,4.0,18,155.4,5.1,4.5,0,0,0,0,1
750425,124.0,1.0,3.6,3.9,15,92.5,5.6,3.7,0,0,0,0,1
750425,124.0,1.0,3.6,3.9,15,92.5,5.6,3.7,0,0,0,0,1
750425,124.0,1.0,3.6,3.9,15,92.5,5.6,3.7,0,0,0,0,1
750425,124.0,1.0,3.6,3.9,15,92.5,5.6,3.7,0,0,0,0,1
750425,124.0,1.0,3.6,3.9,15,92.5,5.6,3.7,0,0,0,0,1
750430,124.0,1.0,3.6,3.9,15,123.6,3.2,3.8,0,0,0,0,1
750430,124.0,1.0,3.6,3.9,15,123.6,3.2,3.8,0,0,0,0,1
750430,124.0,1.0,3.6,3.9,15,123.6,3.2,3.8,0,0,0,0,1
750434,124.0,1.0,3.6,3.9,15,155.7,2.1,4.4,0,0,0,0,1
750434,124.0,1.0,3.6,3.9,15,155.7,2.1,4.4,0,0,0,0,1
750434,124.0,1.0,3.6,3.9,15,155.7,2.1,4.4,0,0,0,0,1
750666,145.0,1.0,7.1,4.0,17,124.5,7.4,3.8,0,0,0,0,1
750666,145.0,1.0,7.1,4.0,17,124.5,7.4,3.8,0,0,0,0,1
750666,145.0,1.0,7.1,4.0,17,124.5,7.4,3.8,0,0,0,0,1
750666,145.0,1.0,7.1,4.0,17,124.5,7.4,3.8,0,0,0,0,1
750666,145.0,1.0,7.1,4.0,17,124.5,7.4,3.8,0,0,0,0,1
750671,145.0,1.0,7.1,4.0,17,145.1,5.9,4.3,0,0,0,0,1
750671,145.0,1.0,7.1,4.0,17,145.1,5.9,4.3,0,0,0,0,1
750671,145.0,1.0,7.1,4.0,17,145.1,5.9,4.3,0,0,0,0,1
750676,145.0,1.0,7.1,4.0,17,143.7,8.0,4.2,0,0,0,0,1
750676,145.0,1.0,7.1,4.0,17,143.7,8.0,4.2,0,0,0,0,1
750676,145.0,1.0,7.1,4.0,17,143.7,8.0,4.2,0,0,0,0,1
751001,180.0,1.0,6.0,4.0,20,175.8,5.7,4.5,0,0,0,0,1
751001,180.0,1.0,6.0,4.0,20,175.8,5.7,4.5,0,0,0,0,1
751001,180.0,1.0,6.0,4.0,20,175.8,5.7,4.5,0,0,0,0,1
751001,180.0,1.0,6.0,4.0,20,175.8,5.7,4.5,0,0,0,0,1
751001,180.0,1.0,6.0,4.0,20,175.8,5.7,4.5,0,0,0,0,1
751005,180.0,1.0,6.0,4.0,20,179.9,6.8,4.7,0,0,0,0,1
751005,180.0,1.0,6.0,4.0,20,179.9,6.8,4.7,0,0,0,0,1
751005,180.0,1.0,6.0,4.0,20,179.9,6.8,4.7,0,0,0,0,1
751009,180.0,1.0,6.0,4.0,20,193.5,5.5,4.7,0,0,0,0,1
751009,180.0,1.0,6.0,4.0,20,193.5,5.5,4.7,0,0,0,0,1
751009,180.0,1.0,6.0,4.0,20,193.5,5.5,4.7,0,0,0,0,1
751440,170.0,1.0,6.0,4.0,19,166.7,5.6,4.5,0,0,0,0,1
751440,170.0,1.0,6.0,4.0,19,166.7,5.6,4.5,0,0,0,0,1
751440,170.0,1.0,6.0,4.0,19,166.7,5.6,4.5,0,0,0,0,1
751440,170.0,1.0,6.0,4.0,19,166.7,5.6,4.5,0,0,0,0,1
751440,170.0,1.0,6.0,4.0,19,166.7,5.6,4.5,0,0,0,0,1
751444,170.0,1.0,6.0,4.0,19,170.6,7.2,3.4,0,0,0,0,1
751444,170.0,1.0,6.0,4.0,19,170.6,7.2,3.4,0,0,0,0,1
751444,170.0,1.0,6.0,4.0,19,170.6,7.2,3.4,0,0,0,0,1
751448,170.0,1.0,6.0,4.0,19,182.3,5.4,4.7,0,0,0,0,1
751448,170.0,1.0,6.0,4.0,19,182.3,5.4,4.7,0,0,0,0,1
751448,170.0,1.0,6.0,4.0,19,182.3,5.4,4.7,0,0,0,0,1
751928,154.0,1.0,6.4,4.0,18,143.4,5.8,4.0,0,0,0,0,1
751928,154.0,1.0,6.4,4.0,18,143.4,5.8,4.0,0,0,0,0,1
751928,154.0,1.0,6.4,4.0,18,143.4,5.8,4.0,0,0,0,0,1
751928,154.0,1.0,6.4,4.0,18,143.4,5.8,4.0,0,0,0,0,1
751928,154.0,1.0,6.4,4.0,18,143.4,5.8,4.0,0,0,0,0,1
751932,154.0,1.0,6.4,4.0,18,153.8,5.6,4.0,0,0,0,0,1
751932,154.0,1.0,6.4,4.0,18,153.8,5.6,4.0,0,0,0,0,1
751932,154.0,1.0,6.4,4.0,18,153.8,5.6,4.0,0,0,0,0,1
751936,154.0,1.0,6.4,4.0,18,166.9,7.8,4.5,0,0,0,0,1
751936,154.0,1.0,6.4,4.0,18,166.9,7.8,4.5,0,0,0,0,1
751936,154.0,1.0,6.4,4.0,18,166.9,7.8,4.5,0,0,0,0,1
754873,70.0,0.9470000000000001,2.0,2.2,9,67.4,2.0,2.0,0,0,0,1,0
754873,70.0,0.9470000000000001,2.0,2.2,9,67.4,2.0,2.0,0,0,0,1,0
754873,70.0,0.9470000000000001,2.0,2.2,9,67.4,2.0,2.0,0,0,0,1,0
754873,70.0,0.9470000000000001,2.0,2.2,9,67.4,2.0,2.0,0,0,0,1,0
754873,70.0,0.9470000000000001,2.0,2.2,9,67.4,2.0,2.0,0,0,0,1,0
754877,70.0,0.9470000000000001,2.0,2.2,9,81.1,4.3,2.5,0,0,0,1,0
754877,70.0,0.9470000000000001,2.0,2.2,9,81.1,4.3,2.5,0,0,0,1,0
754877,70.0,0.9470000000000001,2.0,2.2,9,81.1,4.3,2.5,0,0,0,1,0
754881,70.0,0.9470000000000001,2.0,2.2,9,71.8,0.0,2.3,0,0,0,1,0
754881,70.0,0.9470000000000001,2.0,2.2,9,71.8,0.0,2.3,0,0,0,1,0
754881,70.0,0.9470000000000001,2.0,2.2,9,71.8,0.0,2.3,0,0,0,1,0
755427,171.0,1.0,5.8,4.0,19,159.3,5.1,4.3,0,0,0,0,1
755427,171.0,1.0,5.8,4.0,19,159.3,5.1,4.3,0,0,0,0,1
755427,171.0,1.0,5.8,4.0,19,159.3,5.1,4.3,0,0,0,0,1
755427,171.0,1.0,5.8,4.0,19,159.3,5.1,4.3,0,0,0,0,1
755427,171.0,1.0,5.8,4.0,19,159.3,5.1,4.3,0,0,0,0,1
755432,171.0,1.0,5.8,4.0,19,170.7,6.3,4.6,0,0,0,0,1
755432,171.0,1.0,5.8,4.0,19,170.7,6.3,4.6,0,0,0,0,1
755432,171.0,1.0,5.8,4.0,19,170.7,6.3,4.6,0,0,0,0,1
755436,171.0,1.0,5.8,4.0,19,175.1,6.0,4.4,0,0,0,0,1
755436,171.0,1.0,5.8,4.0,19,175.1,6.0,4.4,0,0,0,0,1
755436,171.0,1.0,5.8,4.0,19,175.1,6.0,4.4,0,0,0,0,1
756104,133.0,1.0,5.7,3.9,16,133.6,6.0,4.0,0,0,0,0,1
756104,133.0,1.0,5.7,3.9,16,133.6,6.0,4.0,0,0,0,0,1
756104,133.0,1.0,5.7,3.9,16,133.6,6.0,4.0,0,0,0,0,1
756104,133.0,1.0,5.7,3.9,16,133.6,6.0,4.0,0,0,0,0,1
756104,133.0,1.0,5.7,3.9,16,133.6,6.0,4.0,0,0,0,0,1
756108,133.0,1.0,5.7,3.9,16,122.1,5.7,3.7,0,0,0,0,1
756108,133.0,1.0,5.7,3.9,16,122.1,5.7,3.7,0,0,0,0,1
756108,133.0,1.0,5.7,3.9,16,122.1,5.7,3.7,0,0,0,0,1
756112,133.0,1.0,5.7,3.9,16,132.6,5.1,4.0,0,0,0,0,1
756112,133.0,1.0,5.7,3.9,16,132.6,5.1,4.0,0,0,0,0,1
756112,133.0,1.0,5.7,3.9,16,132.6,5.1,4.0,0,0,0,0,1
756273,52.0,0.943,4.8,1.8,8,50.2,6.0,2.0,0,0,0,1,0
756273,52.0,0.943,4.8,1.8,8,50.2,6.0,2.0,0,0,0,1,0
756273,52.0,0.943,4.8,1.8,8,50.2,6.0,2.0,0,0,0,1,0
756273,52.0,0.943,4.8,1.8,8,50.2,6.0,2.0,0,0,0,1,0
756273,52.0,0.943,4.8,1.8,8,50.2,6.0,2.0,0,0,0,1,0
756277,52.0,0.943,4.8,1.8,8,54.7,3.8,1.8,0,0,0,1,0
756277,52.0,0.943,4.8,1.8,8,54.7,3.8,1.8,0,0,0,1,0
756277,52.0,0.943,4.8,1.8,8,54.7,3.8,1.8,0,0,0,1,0
756277,52.0,0.943,4.8,1.8,8,54.7,3.8,1.8,0,0,0,1,0
756281,52.0,0.943,4.8,1.8,8,50.3,4.6,1.6,0,0,0,0,1
756281,52.0,0.943,4.8,1.8,8,50.3,4.6,1.6,0,0,0,0,1
756281,52.0,0.943,4.8,1.8,8,50.3,4.6,1.6,0,0,0,0,1
758448,60.0,0.934,5.3,2.0,8,55.3,6.8,2.1,0,0,0,1,0
758448,60.0,0.934,5.3,2.0,8,55.3,6.8,2.1,0,0,0,1,0
758448,60.0,0.934,5.3,2.0,8,55.3,6.8,2.1,0,0,0,1,0
758448,60.0,0.934,5.3,2.0,8,55.3,6.8,2.1,0,0,0,1,0
758448,60.0,0.934,5.3,2.0,8,55.3,6.8,2.1,0,0,0,1,0
758452,60.0,0.934,5.3,2.0,8,59.5,2.8,2.0,0,0,0,1,0
758452,60.0,0.934,5.3,2.0,8,59.5,2.8,2.0,0,0,0,1,0
758452,60.0,0.934,5.3,2.0,8,59.5,2.8,2.0,0,0,0,1,0
758456,60.0,0.934,5.3,2.0,8,70.9,6.2,2.3,0,0,1,0,0
758456,60.0,0.934,5.3,2.0,8,70.9,6.2,2.3,0,0,1,0,0
759434,40.0,0.685,2.8,1.5,6,22.9,1.4,1.5,0,1,0,0,0
759434,40.0,0.685,2.8,1.5,6,22.9,1.4,1.5,0,1,0,0,0
759434,40.0,0.685,2.8,1.5,6,22.9,1.4,1.5,0,1,0,0,0
759434,40.0,0.685,2.8,1.5,6,22.9,1.4,1.5,0,1,0,0,0
759439,40.0,0.685,2.8,1.5,6,37.5,3.2,1.5,0,1,0,0,0
759439,40.0,0.685,2.8,1.5,6,37.5,3.2,1.5,0,1,0,0,0
759439,40.0,0.685,2.8,1.5,6,37.5,3.2,1.5,0,1,0,0,0
759443,40.0,0.685,2.8,1.5,6,58.9,4.0,1.7,0,0,1,0,0
759443,40.0,0.685,2.8,1.5,6,58.9,4.0,1.7,0,0,1,0,0
760144,134.0,0.992,5.0,4.0,16,131.3,3.1,4.2,0,0,0,0,1
760144,134.0,0.992,5.0,4.0,16,131.3,3.1,4.2,0,0,0,0,1
760144,134.0,0.992,5.0,4.0,16,131.3,3.1,4.2,0,0,0,0,1
760144,134.0,0.992,5.0,4.0,16,131.3,3.1,4.2,0,0,0,0,1
760144,134.0,0.992,5.0,4.0,16,131.3,3.1,4.2,0,0,0,0,1
760149,134.0,0.992,5.0,4.0,16,134.3,4.2,3.9,0,0,0,0,1
760149,134.0,0.992,5.0,4.0,16,134.3,4.2,3.9,0,0,0,0,1
760149,134.0,0.992,5.0,4.0,16,134.3,4.2,3.9,0,0,0,0,1
760154,134.0,0.992,5.0,4.0,16,133.4,7.8,4.1,0,0,0,0,1
760154,134.0,0.992,5.0,4.0,16,133.4,7.8,4.1,0,0,0,0,1
760154,134.0,0.992,5.0,4.0,16,133.4,7.8,4.1,0,0,0,0,1
760695,102.0,0.992,7.7,2.9,13,99.2,8.0,3.1,0,0,0,0,1
760695,102.0,0.992,7.7,2.9,13,99.2,8.0,3.1,0,0,0,0,1
760695,102.0,0.992,7.7,2.9,13,99.2,8.0,3.1,0,0,0,0,1
760695,102.0,0.992,7.7,2.9,13,99.2,8.0,3.1,0,0,0,0,1
760695,102.0,0.992,7.7,2.9,13,99.2,8.0,3.1,0,0,0,0,1
760700,102.0,0.992,7.7,2.9,13,101.9,6.8,3.0,0,0,0,0,1
760700,102.0,0.992,7.7,2.9,13,101.9,6.8,3.0,0,0,0,0,1
760700,102.0,0.992,7.7,2.9,13,101.9,6.8,3.0,0,0,0,0,1
760704,102.0,0.992,7.7,2.9,13,124.0,8.0,2.4,0,0,0,0,1
760704,102.0,0.992,7.7,2.9,13,124.0,8.0,2.4,0,0,0,0,1
760704,102.0,0.992,7.7,2.9,13,124.0,8.0,2.4,0,0,0,0,1
760770,65.0,0.943,5.5,2.4,9,55.5,6.4,2.3,0,0,0,1,0
760770,65.0,0.943,5.5,2.4,9,55.5,6.4,2.3,0,0,0,1,0
760770,65.0,0.943,5.5,2.4,9,55.5,6.4,2.3,0,0,0,1,0
760770,65.0,0.943,5.5,2.4,9,55.5,6.4,2.3,0,0,0,1,0
760770,65.0,0.943,5.5,2.4,9,55.5,6.4,2.3,0,0,0,1,0
760774,65.0,0.943,5.5,2.4,9,66.8,3.0,2.3,0,0,0,1,0
760774,65.0,0.943,5.5,2.4,9,66.8,3.0,2.3,0,0,0,1,0
760774,65.0,0.943,5.5,2.4,9,66.8,3.0,2.3,0,0,0,1,0
760778,65.0,0.943,5.5,2.4,9,81.8,7.5,2.8,0,0,0,1,0
760778,65.0,0.943,5.5,2.4,9,81.8,7.5,2.8,0,0,0,1,0
760778,65.0,0.943,5.5,2.4,9,81.8,7.5,2.8,0,0,0,1,0
761914,45.0,0.99,6.2,1.7,7,47.4,5.7,1.7,0,0,0,0,1
761914,45.0,0.99,6.2,1.7,7,47.4,5.7,1.7,0,0,0,0,1
761914,45.0,0.99,6.2,1.7,7,47.4,5.7,1.7,0,0,0,0,1
761918,45.0,0.99,6.2,1.7,7,49.9,8.0,1.8,0,0,0,0,1
761918,45.0,0.99,6.2,1.7,7,49.9,8.0,1.8,0,0,0,0,1
764254,80.0,0.983,6.3,2.6,10,68.8,5.0,2.4,0,0,0,1,0
764254,80.0,0.983,6.3,2.6,10,68.8,5.0,2.4,0,0,0,1,0
764254,80.0,0.983,6.3,2.6,10,68.8,5.0,2.4,0,0,0,1,0
764254,80.0,0.983,6.3,2.6,10,68.8,5.0,2.4,0,0,0,1,0
764254,80.0,0.983,6.3,2.6,10,68.8,5.0,2.4,0,0,0,1,0
764258,80.0,0.983,6.3,2.6,10,77.5,6.6,2.5,0,0,0,1,0
764258,80.0,0.983,6.3,2.6,10,77.5,6.6,2.5,0,0,0,1,0
764258,80.0,0.983,6.3,2.6,10,77.5,6.6,2.5,0,0,0,1,0
764262,80.0,0.983,6.3,2.6,10,83.9,7.4,2.6,0,0,0,0,1
764262,80.0,0.983,6.3,2.6,10,83.9,7.4,2.6,0,0,0,0,1
764262,80.0,0.983,6.3,2.6,10,83.9,7.4,2.6,0,0,0,0,1
765393,99.0,0.98,6.4,2.9,12,98.2,7.4,3.3,0,0,0,0,1
765393,99.0,0.98,6.4,2.9,12,98.2,7.4,3.3,0,0,0,0,1
765393,99.0,0.98,6.4,2.9,12,98.2,7.4,3.3,0,0,0,0,1
765393,99.0,0.98,6.4,2.9,12,98.2,7.4,3.3,0,0,0,0,1
765393,99.0,0.98,6.4,2.9,12,98.2,7.4,3.3,0,0,0,0,1
765397,99.0,0.98,6.4,2.9,12,80.8,3.5,2.9,0,0,0,1,0
765397,99.0,0.98,6.4,2.9,12,80.8,3.5,2.9,0,0,0,1,0
765397,99.0,0.98,6.4,2.9,12,80.8,3.5,2.9,0,0,0,1,0
765401,99.0,0.98,6.4,2.9,12,115.3,8.0,2.7,0,0,0,0,1
765401,99.0,0.98,6.4,2.9,12,115.3,8.0,2.7,0,0,0,0,1
765401,99.0,0.98,6.4,2.9,12,115.3,8.0,2.7,0,0,0,0,1
765847,118.0,1.0,5.3,3.9,14,117.1,7.7,3.6,0,0,0,0,1
765847,118.0,1.0,5.3,3.9,14,117.1,7.7,3.6,0,0,0,0,1
765847,118.0,1.0,5.3,3.9,14,117.1,7.7,3.6,0,0,0,0,1
765847,118.0,1.0,5.3,3.9,14,117.1,7.7,3.6,0,0,0,0,1
765847,118.0,1.0,5.3,3.9,14,117.1,7.7,3.6,0,0,0,0,1
765852,118.0,1.0,5.3,3.9,14,125.2,4.0,3.8,0,0,0,0,1
765852,118.0,1.0,5.3,3.9,14,125.2,4.0,3.8,0,0,0,0,1
765852,118.0,1.0,5.3,3.9,14,125.2,4.0,3.8,0,0,0,0,1
765857,118.0,1.0,5.3,3.9,14,117.5,4.1,3.7,0,0,0,0,1
765857,118.0,1.0,5.3,3.9,14,117.5,4.1,3.7,0,0,0,0,1
765857,118.0,1.0,5.3,3.9,14,117.5,4.1,3.7,0,0,0,0,1
765932,95.0,0.919,5.5,3.3,12,83.6,5.1,3.4,0,0,0,0,1
765936,95.0,0.919,5.5,3.3,12,89.6,5.5,2.4,0,0,0,1,0
765936,95.0,0.919,5.5,3.3,12,89.6,5.5,2.4,0,0,0,1,0
765936,95.0,0.919,5.5,3.3,12,89.6,5.5,2.4,0,0,0,1,0
765940,95.0,0.919,5.5,3.3,12,186.8,5.9,4.5,0,0,0,0,1
765940,95.0,0.919,5.5,3.3,12,186.8,5.9,4.5,0,0,0,0,1
765940,95.0,0.919,5.5,3.3,12,186.8,5.9,4.5,0,0,0,0,1
767971,60.0,0.9420000000000001,6.0,2.2,8,61.2,5.0,2.0,0,0,0,1,0
767971,60.0,0.9420000000000001,6.0,2.2,8,61.2,5.0,2.0,0,0,0,1,0
767971,60.0,0.9420000000000001,6.0,2.2,8,61.2,5.0,2.0,0,0,0,1,0
767971,60.0,0.9420000000000001,6.0,2.2,8,61.2,5.0,2.0,0,0,0,1,0
767971,60.0,0.9420000000000001,6.0,2.2,8,61.2,5.0,2.0,0,0,0,1,0
767975,60.0,0.9420000000000001,6.0,2.2,8,60.6,5.2,2.2,0,0,0,1,0
767975,60.0,0.9420000000000001,6.0,2.2,8,60.6,5.2,2.2,0,0,0,1,0
767975,60.0,0.9420000000000001,6.0,2.2,8,60.6,5.2,2.2,0,0,0,1,0
767979,60.0,0.9420000000000001,6.0,2.2,8,67.6,7.7,2.0,0,0,0,0,1
767979,60.0,0.9420000000000001,6.0,2.2,8,67.6,7.7,2.0,0,0,0,0,1
767979,60.0,0.9420000000000001,6.0,2.2,8,67.6,7.7,2.0,0,0,0,0,1
768328,126.0,1.0,6.0,3.9,15,121.1,6.5,3.6,0,0,0,0,1
768328,126.0,1.0,6.0,3.9,15,121.1,6.5,3.6,0,0,0,0,1
768328,126.0,1.0,6.0,3.9,15,121.1,6.5,3.6,0,0,0,0,1
768328,126.0,1.0,6.0,3.9,15,121.1,6.5,3.6,0,0,0,0,1
768328,126.0,1.0,6.0,3.9,15,121.1,6.5,3.6,0,0,0,0,1
768332,126.0,1.0,6.0,3.9,15,122.9,3.8,3.6,0,0,0,0,1
768332,126.0,1.0,6.0,3.9,15,122.9,3.8,3.6,0,0,0,0,1
768332,126.0,1.0,6.0,3.9,15,122.9,3.8,3.6,0,0,0,0,1
768336,126.0,1.0,6.0,3.9,15,130.0,7.7,3.8,0,0,0,0,1
768336,126.0,1.0,6.0,3.9,15,130.0,7.7,3.8,0,0,0,0,1
768336,126.0,1.0,6.0,3.9,15,130.0,7.7,3.8,0,0,0,0,1
770428,101.0,1.0,4.9,3.5,12,98.9,6.1,3.2,0,0,0,0,1
770428,101.0,1.0,4.9,3.5,12,98.9,6.1,3.2,0,0,0,0,1
770428,101.0,1.0,4.9,3.5,12,98.9,6.1,3.2,0,0,0,0,1
770428,101.0,1.0,4.9,3.5,12,98.9,6.1,3.2,0,0,0,0,1
770428,101.0,1.0,4.9,3.5,12,98.9,6.1,3.2,0,0,0,0,1
770432,101.0,1.0,4.9,3.5,12,118.8,4.5,3.9,0,0,0,0,1
770432,101.0,1.0,4.9,3.5,12,118.8,4.5,3.9,0,0,0,0,1
770432,101.0,1.0,4.9,3.5,12,118.8,4.5,3.9,0,0,0,0,1
770436,101.0,1.0,4.9,3.5,12,97.0,4.2,3.3,0,0,0,0,1
770436,101.0,1.0,4.9,3.5,12,97.0,4.2,3.3,0,0,0,0,1
770436,101.0,1.0,4.9,3.5,12,97.0,4.2,3.3,0,0,0,0,1
772453,88.0,0.97,6.4,3.3,11,99.0,7.7,3.5,0,0,0,0,1
772453,88.0,0.97,6.4,3.3,11,99.0,7.7,3.5,0,0,0,0,1
772453,88.0,0.97,6.4,3.3,11,99.0,7.7,3.5,0,0,0,0,1
772453,88.0,0.97,6.4,3.3,11,99.0,7.7,3.5,0,0,0,0,1
772453,88.0,0.97,6.4,3.3,11,99.0,7.7,3.5,0,0,0,0,1
772457,88.0,0.97,6.4,3.3,11,88.0,4.1,3.4,0,0,0,0,1
772457,88.0,0.97,6.4,3.3,11,88.0,4.1,3.4,0,0,0,0,1
772457,88.0,0.97,6.4,3.3,11,88.0,4.1,3.4,0,0,0,0,1
772461,88.0,0.97,6.4,3.3,11,82.5,7.5,3.0,0,0,0,0,1
772461,88.0,0.97,6.4,3.3,11,82.5,7.5,3.0,0,0,0,0,1
772461,88.0,0.97,6.4,3.3,11,82.5,7.5,3.0,0,0,0,0,1
772599,72.0,0.972,6.6,2.7,10,71.2,5.3,2.5,0,0,0,0,1
772599,72.0,0.972,6.6,2.7,10,71.2,5.3,2.5,0,0,0,0,1
772599,72.0,0.972,6.6,2.7,10,71.2,5.3,2.5,0,0,0,0,1
772599,72.0,0.972,6.6,2.7,10,71.2,5.3,2.5,0,0,0,0,1
772599,72.0,0.972,6.6,2.7,10,71.2,5.3,2.5,0,0,0,0,1
772604,72.0,0.972,6.6,2.7,10,68.0,7.2,2.7,0,0,0,0,1
772604,72.0,0.972,6.6,2.7,10,68.0,7.2,2.7,0,0,0,0,1
772604,72.0,0.972,6.6,2.7,10,68.0,7.2,2.7,0,0,0,0,1
772608,72.0,0.972,6.6,2.7,10,83.3,7.1,2.7,0,0,0,0,1
772608,72.0,0.972,6.6,2.7,10,83.3,7.1,2.7,0,0,0,0,1
772608,72.0,0.972,6.6,2.7,10,83.3,7.1,2.7,0,0,0,0,1
772661,30.0,0.628,3.0,1.7,5,36.9,5.2,1.7,0,0,1,0,0
772661,30.0,0.628,3.0,1.7,5,36.9,5.2,1.7,0,0,1,0,0
772661,30.0,0.628,3.0,1.7,5,36.9,5.2,1.7,0,0,1,0,0
